Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
3418 DUPONT AVE N,45.017456054700006,-93.29306793209999,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3418 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
342 26TH AVE NE,45.0149688721,-93.2626113892,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
342 32ND ST E,44.944972991899995,-93.27066802979999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3420 17TH AVE S,44.9406242371,-93.2499542236,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3420 43RD AVE S,44.940738678,-93.21146392819999,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3420 PILLSBURY AVE,44.9406547546,-93.28142547610001,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3422 25TH AVE S,44.9406433105,-93.2359848022,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3422 DUPONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3422 GARFIELD AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3424 40TH AVE S,44.940490722700005,-93.2155685425,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3424 EMERSON AVE S,44.940586090100005,-93.2947540283,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3424 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3424 HOLMES AVE,44.940479278599994,-93.2996673584,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3424 HUMBOLDT AVE N,45.017570495600005,-93.29809570309999,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3426 21ST AVE S,44.9403305054,-93.2424163818,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3426 DUPONT AVE N,45.0175895691,-93.29307556149999,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3426 FILLMORE ST NE,45.030326843299996,-93.24272918700001,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
3426 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3428 ALDRICH AVE S,44.9403343201,-93.28960418700001,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3428 DUPONT AVE N,45.0176925659,-93.2930831909,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3430 EMERSON AVE S,44.9402580261,-93.2947158813,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3430 HARRIET AVE S,44.9402275085,-93.2855987549,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3430 HUMBOLDT AVE S,44.9404449463,-93.3009338379,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3432 ALDRICH AVE S,44.9401893616,-93.2895278931,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3434 25TH AVE S,44.940231323199995,-93.2359924316,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3434 35TH AVE S,44.940170288100006,-93.22230529790001,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3434 35TH AVE S,44.9400749207,-93.22180175780001,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3434 40TH AVE S,44.9403305054,-93.21536254879999,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3434 VINCENT AVE N,45.0177955627,-93.3159103394,Cleveland,Camden,4,Yardville,2,1,02/26/2018,00:00
3438 10TH AVE S,44.9402923584,-93.2601089478,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3438 DUPONT AVE N,45.01795578,-93.2930526733,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3438 HUMBOLDT AVE N,45.0179672241,-93.2981414795,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3439 VINCENT AVE N,45.017944335900005,-93.3157730103,Cleveland,Camden,4,Yardville,3,1,02/27/2018,00:00
344 26TH AVE NE,45.014976501499994,-93.2624893188,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
344 26TH AVE NE,45.014976501499994,-93.2624130249,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
3440 10TH AVE S,44.9401893616,-93.26006317139999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3440 11TH AVE S,44.9402122498,-93.25880432129999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3440 25TH AVE S,44.9401245117,-93.2359848022,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3440 5TH AVE S,44.939990997299994,-93.268913269,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3440 COLFAX AVE S,44.9399414063,-93.2917709351,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3440 DUPONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3440 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3440 HUMBOLDT AVE N,45.018085479700005,-93.29814910889999,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3440 PLEASANT AVE,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3440 WASHBURN AVE N,45.0182609558,-93.3174743652,Cleveland,Camden,4,Yardville,2,1,02/26/2018,00:00
3442 6TH ST N,45.0179023743,-93.2864685059,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3443 VINCENT AVE N,45.0182342529,-93.31588745120001,Cleveland,Camden,4,Yardville,3,1,02/27/2018,00:00
3444 11TH AVE S,44.9401626587,-93.2588348389,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3444 COLFAX AVE S,44.939907074,-93.29173278809999,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3444 ELLIOT AVE,44.9400253296,-93.2613067627,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3444 GARFIELD AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3444 LONGFELLOW AVE S,44.9400405884,-93.2462997437,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3446 PLEASANT AVE,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3448 5TH AVE S,44.9397735596,-93.26890563959999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3448 HAYES ST NE,45.0319442749,-93.2349243164,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
3448 QUEEN AVE N,45.0187072754,-93.30969238280001,Cleveland,Camden,4,Yardville,2,1,02/26/2018,00:00
345 18TH ST E,44.965185999999996,-93.27053599999999,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
3450 EMERSON AVE N,45.0182876587,-93.2943649292,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3450 EMERSON AVE S,44.9397468567,-93.2947158813,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3450 HARRIET AVE S,44.9397201538,-93.2855148315,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3450 LOGAN AVE N,45.0183372498,-93.3034439087,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3452 26TH AVE S,44.939723968500005,-93.23472595209999,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3454 KNOX AVE N,45.0187187195,-93.30179595950001,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
346 26TH AVE NE,45.014984130900004,-93.2621841431,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
3464 2ND ST NE,45.031378000000004,-93.266436,Columbia Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
3466 2ND ST NE,45.031420000000004,-93.266436,Columbia Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
348 12TH AVE SE,44.988510131800005,-93.234588623,Como,University,2,Yardville,2,4,02/26/2018,00:00
348 18TH ST E,44.9651985168,-93.2705307007,Steven's Square - Loring Heights,Central,6,Yardville,2,3,02/26/2018,00:00
348 ULYSSES ST NE,44.991828918500005,-93.23664093020001,Como,Northeast,3,Yardville,2,2,02/26/2018,00:00
3500 LONGFELLOW AVE S,44.9391746521,-93.24591064450001,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3502 HARRIET AVE S,44.9393539429,-93.28567504879999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3502 JAMES AVE N,45.0187950134,-93.3006286621,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3502 PILLSBURY AVE,44.9393463135,-93.28143310549999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3504 14TH AVE S,44.9393386841,-93.2550201416,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3504 22ND AVE S,44.939617157,-93.2406463623,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3504 33RD AVE S,44.9394226074,-93.22431182860001,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3504 35TH AVE S,44.9395637512,-93.2218780518,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3504 ALDRICH AVE S,44.9392471313,-93.2893676758,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3504 ELLIOT AVE,44.9391365051,-93.26132202149999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3504 HOLMES AVE,44.9392204285,-93.29962158200001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3504 HUMBOLDT AVE S,44.939575195299994,-93.3006973267,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3506 14TH AVE S,44.939231872600004,-93.2550125122,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
657 ONTARIO ST SE,44.968139,-93.225665,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
657 ONTARIO ST SE,44.968090999999994,-93.225643,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
674 SUMMER ST NE,44.9968910217,-93.2539367676,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
680 24TH AVE NE,45.0121765137,-93.2537384033,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
684 SUMMER ST NE,44.9968147278,-93.2534408569,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
688 SUMMER ST NE,44.99691009520001,-93.25322723389999,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
7 UNIVERSITY AVE NE,44.9882125854,-93.25665283200001,Nicollet Island - East Bank,University,3,Yardville,1,2,02/25/2018,00:00
7 UNIVERSITY AVE SE,44.987651825,-93.2563552856,Nicollet Island - East Bank,University,3,Yardville,1,4,02/25/2018,00:00
700 4TH ST N,44.985988616899995,-93.27912139889999,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
701 4TH ST N,44.985965728800004,-93.2792129517,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
702 23RD AVE N,45.0026054382,-93.28838348389999,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
704 11TH AVE SE,44.9848937988,-93.23734283450001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
704 12TH AVE SE,44.984756,-93.236029,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
704 13TH AVE SE,44.9843101501,-93.2346801758,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
704 34TH ST W,44.941204071,-93.28846740719999,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
704 3RD ST N,44.986766815200006,-93.2779769897,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
704 47TH ST E,44.9179458618,-93.26489257809999,Field,Nokomis,8,Yardville,2,5,02/26/2018,00:00
704 5TH ST SE,44.984962,-93.244709,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
704 JACKSON ST NE,44.997131347700005,-93.24989318850001,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
705 30TH AVE N,45.0112876892,-93.28852081299999,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
706 13TH AVE SE,44.9839935303,-93.23475646969999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
3506 39TH ST E,44.932395935100004,-93.22144317629999,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
706 31ST AVE N,45.0126190186,-93.2879562378,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
706 35TH AVE N,45.0183792114,-93.2881469727,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
706 39TH ST E,44.9323921204,-93.26452636719999,Bryant,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
706 43RD ST E,44.9251556396,-93.26480865479999,Regina,Nokomis,8,Yardville,2,5,02/26/2018,00:00
707 13TH AVE SE,44.984219,-93.234627,Marcy Holmes,University,3,Yardville,3,4,02/27/2018,00:00
708 12TH AVE SE,44.984972,-93.235861,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
708 15TH ST W,44.968112945600005,-93.26419067379999,Elliot Park,Central,7,Yardville,1,3,02/25/2018,00:00
708 18TH ST E,44.965244293199994,-93.2643661499,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
708 1ST ST N,44.9896354675,-93.2749786377,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
708 31ST AVE N,45.012607574499995,-93.2884292603,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
708 37TH ST W,44.9358634949,-93.2888641357,East Harriet,Southwest,10,Yardville,2,5,02/26/2018,00:00
708 43RD ST E,44.9251556396,-93.26480865479999,Regina,Nokomis,8,Yardville,2,5,02/26/2018,00:00
708 OLIVER AVE N,44.9855957031,-93.3071289063,Near - North,Near North,5,Yardville,2,1,02/26/2018,00:00
708 SUMMER ST NE,44.996631622299994,-93.2520675659,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
709 13TH AVE SE,44.984295,-93.234569,Marcy Holmes,University,3,Yardville,3,4,02/27/2018,00:00
709 13TH AVE SE,44.984295,-93.234569,Marcy Holmes,University,3,Yardville,3,4,02/27/2018,00:00
709 2ND AVE SE,44.990650177,-93.2503051758,Marcy Holmes,University,3,Yardville,3,2,02/27/2018,00:00
710 12TH AVE SE,44.985008,-93.23559200000001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
710 15TH ST W,44.968109130900004,-93.26377868649999,Elliot Park,Central,7,Yardville,1,3,02/25/2018,00:00
710 31ST AVE N,45.0124588013,-93.2885742188,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
710 34TH ST E,44.9413604736,-93.2645568848,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
710 34TH ST W,44.941318511999995,-93.28852081299999,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
710 37TH ST E,44.9359588623,-93.264793396,Central,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
710 DELAWARE ST SE,44.972526550299996,-93.2281036377,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
710 SHERIDAN AVE N,44.9856681824,-93.3121566772,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
711 37TH ST E,44.9362220764,-93.2639389038,Central,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
711 OLIVER AVE N,44.9855766296,-93.3070831299,Near - North,Near North,5,Yardville,3,1,02/27/2018,00:00
712 15TH ST W,44.9680900574,-93.2635345459,Elliot Park,Central,7,Yardville,1,3,02/25/2018,00:00
712 32ND ST W,44.9446601868,-93.28866577149999,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
712 7TH ST SE,44.986834,-93.24271,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
713 BUCHANAN ST NE,44.9973258972,-93.23965454100001,Beltrami,Northeast,3,Yardville,3,2,02/27/2018,00:00
714 16TH ST E,44.967159271199996,-93.263961792,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
714 2ND AVE SE,44.9908905029,-93.2494659424,Marcy Holmes,University,3,Yardville,2,2,02/26/2018,00:00
714 32ND ST W,44.944763183599996,-93.2889328003,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
714 37TH ST E,44.9359970093,-93.26433563229999,Central,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
714 4TH ST N,44.986206054700006,-93.2793807983,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
714 SHERIDAN AVE N,44.9857063293,-93.31217956540002,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
715 4TH ST N,44.9863510132,-93.279510498,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
715 OLIVER AVE N,44.985649108900006,-93.30702209469999,Near - North,Near North,5,Yardville,3,1,02/27/2018,00:00
716 13TH AVE SE,44.984523773199996,-93.2343292236,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
716 1ST ST N,44.9897193909,-93.2752227783,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
716 2ND AVE SE,44.990951538100006,-93.2499465942,Marcy Holmes,University,3,Yardville,2,2,02/26/2018,00:00
716 7TH AVE SE,44.9878768921,-93.24272918700001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
716 DELAWARE ST SE,44.972595214799995,-93.227897644,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
718 18TH ST E,44.9652366638,-93.2640838623,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
718 6TH AVE SE,44.988426000000004,-93.24410400000001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
718 6TH ST NE,44.9976539612,-93.2578887939,St. Anthony West,Northeast,3,Yardville,2,2,02/26/2018,00:00
718 VAN BUREN ST NE,44.9956436157,-93.2485809326,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
719 OLIVER AVE N,44.9858055115,-93.30703735350001,Near - North,Near North,5,Yardville,3,1,02/27/2018,00:00
720 18TH ST E,44.965244293199994,-93.26398468020001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
720 1ST ST N,44.9898605347,-93.2753982544,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
720 44TH ST W,44.9232711792,-93.2897644043,East Harriet,Southwest,13,Yardville,2,5,02/26/2018,00:00
720 4TH ST N,44.9864616394,-93.2797164917,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
720 6TH AVE SE,44.9884185791,-93.2440567017,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
720 8TH AVE SE,44.9873390198,-93.2410964966,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
720 OLIVER AVE N,44.9861030579,-93.3071899414,Near - North,Near North,5,Yardville,2,1,02/26/2018,00:00
722 2ND AVE SE,44.9908943176,-93.2493896484,Marcy Holmes,University,3,Yardville,2,2,02/26/2018,00:00
722 33RD ST E,44.943229675299996,-93.264175415,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
722 39TH ST E,44.932395935100004,-93.2632522583,Bryant,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
722 4TH ST N,44.9864997864,-93.2797241211,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
724 18TH ST E,44.9652481079,-93.26365661620001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
724 2ND AVE SE,44.9909591675,-93.249710083,Marcy Holmes,University,3,Yardville,2,2,02/26/2018,00:00
724 33RD ST E,44.94324111939999,-93.2637634277,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
724 44TH ST E,44.9233627319,-93.2631912231,Regina,Nokomis,8,Yardville,2,5,02/26/2018,00:00
724 7TH AVE SE,44.9879798889,-93.2429428101,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
724 7TH ST SE,44.9870872498,-93.2422714233,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
724 BUCHANAN ST NE,44.9976959229,-93.2397689819,Beltrami,Northeast,3,Yardville,2,2,02/26/2018,00:00
726 18TH ST E,44.965221405,-93.26356506350001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
726 5TH AVE SE,44.989203,-93.24531800000001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
728 18TH ST E,44.9652557373,-93.263420105,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
728 33RD ST E,44.943229675299996,-93.2633132935,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
728 6TH ST SE,44.9857940674,-93.24285125729999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
73 SEYMOUR AVE,44.9672279358,-93.2136383057,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
730 18TH ST E,44.9652671814,-93.26332092290001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
730 47TH ST E,44.9179039001,-93.2632064819,Field,Nokomis,8,Yardville,2,5,02/26/2018,00:00
732 16TH ST E,44.9672775269,-93.2634658813,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
732 18TH ST E,44.9652748108,-93.263168335,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
732 QUINCY ST NE,44.9979476929,-93.25115966799999,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
732 QUINCY ST NE,44.997856140100005,-93.2511672974,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
733 18TH ST E,44.965216,-93.263086,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
734 16TH ST E,44.967159271199996,-93.26321411129999,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
734 18TH ST E,44.965259552,-93.2630615234,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
735 18TH ST E,44.965232,-93.262966,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
738 JEFFERSON ST NE,44.9981193542,-93.2550201416,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
741 3RD ST N,44.9872589111,-93.2787628174,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
749 3RD ST N,44.9877204895,-93.2793655396,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
751 BUCHANAN ST NE,44.998359680200004,-93.2397613525,Beltrami,Northeast,3,Yardville,3,2,02/27/2018,00:00
754 BUCHANAN ST NE,44.9985275269,-93.2397460938,Beltrami,Northeast,3,Yardville,2,2,02/26/2018,00:00
756 BUCHANAN ST NE,44.998596191400004,-93.23978424069999,Beltrami,Northeast,3,Yardville,2,2,02/26/2018,00:00
8 33RD ST W,44.9428405762,-93.27844238280001,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
8 UNIVERSITY AVE SE,44.9876556396,-93.25626373290001,Nicollet Island - East Bank,University,3,Yardville,1,4,02/25/2018,00:00
800 34TH ST W,44.9412727356,-93.2898406982,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
800 37TH ST W,44.9357299805,-93.29000091549999,East Harriet,Southwest,10,Yardville,2,5,02/26/2018,00:00
800 4TH ST N,44.986736297600004,-93.28009796139999,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
800 QUEEN AVE N,44.9861030579,-93.3096389771,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
802 11TH AVE SE,44.986076355,-93.2366943359,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
802 32ND ST W,44.9450874329,-93.2889785767,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
802 33RD ST W,44.9428939819,-93.289894104,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
802 3RD AVE NE,44.9934043884,-93.2513961792,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
802 4TH ST N,44.9868011475,-93.2800827026,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
803 15TH ST E,44.968001,-93.26221899999999,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
804 3RD ST N,44.988220214799995,-93.2799453735,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
804 4TH ST N,44.9868812561,-93.28023529049999,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
806 15TH ST E,44.9677772522,-93.26245880129999,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
808 13TH AVE SE,44.9852180481,-93.23352050780001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
808 37TH ST W,44.9357299805,-93.29000091549999,East Harriet,Southwest,10,Yardville,2,5,02/26/2018,00:00
809 15TH ST E,44.967991,-93.262119,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
809 17TH ST E,44.96719360350001,-93.2612457275,Elliot Park,Central,6,Yardville,3,3,02/27/2018,00:00
809 THORNTON ST SE,44.965616,-93.219252,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
809 WEEKS AVE SE,44.985012054399995,-93.2142791748,Como,University,2,Yardville,3,4,02/27/2018,00:00
810 13TH AVE SE,44.985221862799996,-93.23363494870001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
810 15TH ST E,44.967720031700004,-93.26197814940001,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
810 19TH ST E,44.963958740200006,-93.2619094849,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
810 33RD ST W,44.942958831800006,-93.2895278931,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
810 48TH ST E,44.916137695299994,-93.2623596191,Northrop,Nokomis,11,Yardville,2,6,02/26/2018,00:00
810 OLIVER AVE N,44.986625671400006,-93.3067703247,Near - North,Near North,5,Yardville,2,1,02/26/2018,00:00
810 WEEKS AVE SE,44.9851036072,-93.2143478394,Como,University,2,Yardville,2,4,02/26/2018,00:00
811 15TH ST E,44.967997,-93.262043,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
812 11TH AVE SE,44.9863052368,-93.2364044189,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
812 13TH AVE SE,44.9853630066,-93.23358154299999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
812 19TH ST E,44.9639663696,-93.2616424561,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
812 48TH ST E,44.916145324700004,-93.26216888430001,Northrop,Nokomis,11,Yardville,2,6,02/26/2018,00:00
812 7TH ST SE,44.9866294861,-93.2412109375,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
812 WEEKS AVE SE,44.985160827600005,-93.2144012451,Como,University,2,Yardville,2,4,02/26/2018,00:00
813 46TH AVE N,45.0385055542,-93.29061126709999,Lind - Bohanon,Camden,4,Yardville,3,1,02/27/2018,00:00
813 SPRING ST NE,44.995552063000005,-93.2444152832,Beltrami,Northeast,3,Yardville,3,2,02/27/2018,00:00
814 13TH AVE SE,44.9853172302,-93.23358154299999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
814 37TH ST W,44.9357910156,-93.29013824459999,East Harriet,Southwest,10,Yardville,2,5,02/26/2018,00:00
