Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"4319 Thomas Ave. n. ,Minneapolis,MN",45.033972,-93.313947,4,Victory,Camden,1,1,12/17/2016,23:56,Ferry
"1130 Adams st ne,Minneapolis,MN",44.999634,-93.256589,1,Logan Park,Northeast,2,2,12/18/2016,13:59,Ferry
"718 Aldrich Ave n,Minneapolis,MN",44.985828999999995,-93.289521,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:24,Ferry
"3104 Colfax Ave s,Minneapolis,MN",44.946287,-93.29229699999999,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:00,Ferry
"1815 Upton Ave. N. ,Minneapolis,MN",44.998288,-93.31490600000001,5,Willard - Hay,Near North,3,1,12/19/2016,14:06,Ferry
"1420 spruce pl,Minneapolis,MN",44.968107,-93.280858,7,Loring Park,Central,2,3,12/18/2016,10:59,Ferry
"806 12th ave se,Minneapolis,MN",44.985684,-93.234904,3,Marcy Holmes,University,2,4,12/18/2016,12:32,Ferry
"3130 Emerson ave s,Minneapolis,MN",44.945561,-93.29477,10,South Uptown,Calhoun Isles,2,5,12/18/2016,14:00,Ferry
"2008 9th st ,Minneapolis,MN",44.964034000000005,-93.24395200000001,6,Seward,Longfellow,1,4,12/17/2016,23:57,Ferry
"714 Aldrich Ave n ,Minneapolis,MN",44.98561,-93.289474,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:26,Ferry
"2017 PORTLAND AVE,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3,12/18/2016,03:02,Ferry
"945 26th ave ne,Minneapolis,MN",45.014987,-93.24644599999999,1,Audubon Park,Northeast,3,2,12/19/2016,14:06,Ferry
"2200 4th st n,Minneapolis,MN",45.001634,-93.284653,5,Hawthorne,Near North,2,1,12/18/2016,11:00,Ferry
"1708 stevens av s,Minneapolis,MN",44.965955,-93.275314,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,14:00,Ferry
"1426 LaSalle ave,Minneapolis,MN",44.968499,-93.279353,7,Loring Park,Central,2,3,12/18/2016,00:33,Ferry
"3012 Knox ave s,Minneapolis,MN",44.947827000000004,-93.30497700000001,10,ECCO,Calhoun Isles,2,5,12/18/2016,08:30,Ferry
"2941 Hennepin Ave ,Minneapolis,MN",44.948664,-93.297962,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,23:58,Ferry
"1015 16th Ave n ,Minneapolis,MN",44.995087,-93.293515,5,Near - North,Near North,3,1,12/19/2016,14:07,Ferry
"2402 11TH av s,Minneapolis,MN",44.95892,-93.258781,9,Midtown Phillips,Phillips,2,3,12/18/2016,15:02,Ferry
"512 7th ave se,Minneapolis,MN",44.985684,-93.244417,3,Marcy Holmes,University,2,4,12/18/2016,11:02,Ferry
"528 2nd ave se,Minneapolis,MN",44.988927000000004,-93.2513,3,Marcy Holmes,University,2,4,12/18/2016,08:32,Ferry
"3536 Holmes Ave s,Minneapolis,MN",44.938351000000004,-93.299938,10,ECCO,Calhoun Isles,2,5,12/18/2016,12:33,Ferry
"3430 Colfax Ave s,Minneapolis,MN",44.940374,-93.292024,10,South Uptown,Calhoun Isles,2,5,12/18/2016,14:01,Ferry
"903 26th ave ne,Minneapolis,MN",45.015132,-93.248837,1,Holland,Northeast,3,2,12/19/2016,14:08,Ferry
"908 20th ave s,Minneapolis,MN",44.963879999999996,-93.244127,6,Seward,Longfellow,1,4,12/17/2016,23:58,Ferry
"3208 6th st n,Minneapolis,MN",45.013464,-93.286452,4,McKinley,Camden,2,1,12/18/2016,11:02,Ferry
"3042 13th ave s,Minneapolis,MN",44.946926,-93.25665500000001,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,15:02,Ferry
"4034 14th ave s,Minneapolis,MN",44.929463,-93.25495500000001,8,Bancroft,Powderhorn,2,6,12/18/2016,08:32,Ferry
"211 15th st w,Minneapolis,MN",44.967714,-93.28156,7,Loring Park,Central,2,3,12/18/2016,00:34,Ferry
"849 21st st e,Minneapolis,MN",44.961804,-93.26146800000001,6,Ventura Village,Phillips,3,3,12/19/2016,14:08,Ferry
"3438 Irving Ave n,Minneapolis,MN",45.017936,-93.299012,4,Folwell,Camden,2,1,12/18/2016,14:01,Ferry
"902 40TH ST E,Minneapolis,MN",44.930566,-93.26120999999999,8,Bancroft,Powderhorn,2,6,12/18/2016,11:03,Ferry
"200 13th Ave NE,Minneapolis,MN",45.000898,-93.26615600000001,3,Sheridan,Northeast,1,2,12/17/2016,23:59,Ferry
"3036 Knox Ave s,Minneapolis,MN",44.947074,-93.304962,10,ECCO,Calhoun Isles,2,5,12/18/2016,08:32,Ferry
"2930 Aldrich ave n,Minneapolis,MN",45.010428999999995,-93.288905,5,Hawthorne,Near North,2,1,12/18/2016,15:02,Ferry
"931 26th ave ne,Minneapolis,MN",45.014986,-93.247345,1,Holland,Northeast,3,2,12/19/2016,14:09,Ferry
"2818 DUPONT AVE S,Minneapolis,MN",44.951190000000004,-93.293204,10,Lowry Hill East,Calhoun Isles,2,3,12/18/2016,00:34,Ferry
"708 5th st se,Minneapolis,MN",44.984879,-93.24449399999999,3,Marcy Holmes,University,2,4,12/18/2016,14:02,Ferry
"22 OAK GROVW ST,Minneapolis,MN",44.966606,-93.278949,7,Loring Park,Central,2,3,12/18/2016,11:04,Ferry
"1774 colfax Ave s ,Minneapolis,MN",44.965973,-93.29181899999999,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,08:33,Ferry
"3802 6th st n,Minneapolis,MN",45.024076,-93.286238,4,Webber - Camden,Camden,2,1,12/18/2016,13:00,Ferry
"1817 10TH AVE S,Minneapolis,MN",44.964490000000005,-93.259555,6,Ventura Village,Phillips,3,3,12/19/2016,14:10,Ferry
"3812 6th st n,Minneapolis,MN",45.02433,-93.28652,4,Webber - Camden,Camden,2,1,12/18/2016,12:34,Ferry
"3630 Stinson Blvd,Minneapolis,MN",45.034595,-93.227316,1,Waite Park,Northeast,2,2,12/18/2016,03:03,Ferry
"942 12th Ave se,Minneapolis,MN",44.986983,-93.234551,2,Como,University,2,4,12/18/2016,14:03,Ferry
"31 & knox,Minneapolis,MN",44.946554,-93.304647,10,ECCO,Calhoun Isles,2,5,12/18/2016,08:34,Ferry
"810 12th Ave se,Minneapolis,MN",44.986018,-93.234996,3,Marcy Holmes,University,2,4,12/18/2016,13:00,Ferry
"702 8th ave se,Minneapolis,MN",44.986825,-93.2417,3,Marcy Holmes,University,2,4,12/18/2016,11:04,Ferry
"2209 16th Ave N,Minneapolis,MN",44.995135999999995,-93.30832099999999,5,Willard - Hay,Near North,3,1,12/19/2016,14:10,Ferry
"3124 15th Ave. S.,Minneapolis,MN",44.945861,-93.253777,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,14:06,Ferry
"726 7th ave SE,Minneapolis,MN",44.987869,-93.242698,3,Marcy Holmes,University,2,4,12/18/2016,11:04,Ferry
"500 2nd St n,Minneapolis,MN",44.987216,-93.273326,3,North Loop,Central,1,1,12/17/2016,22:35,Ferry
"928 19th Avenue Southeast,Minneapolis,MN",44.987322,-93.225549,2,Como,University,2,4,12/18/2016,15:03,Ferry
"1306 Logan ave n,Minneapolis,MN",44.991788,-93.303185,5,Willard - Hay,Near North,2,1,12/18/2016,11:48,Ferry
"2102 9th st s,Minneapolis,MN",44.964031,-93.242459,6,Seward,Longfellow,2,4,12/18/2016,01:01,Ferry
"3020 James Ave s,Minneapolis,MN",44.94758,-93.30367199999999,10,ECCO,Calhoun Isles,2,5,12/18/2016,09:38,Ferry
"954 26th ave ne,Minneapolis,MN",45.014958,-93.245995,1,Audubon Park,Northeast,3,2,12/19/2016,14:10,Ferry
"1030 Aldrich ave n,Minneapolis,MN",44.988279999999996,-93.29101999999999,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:35,Ferry
"835 21st st e,Minneapolis,MN",44.961803,-93.26156800000001,6,Ventura Village,Phillips,3,3,12/19/2016,14:11,Ferry
"402 CLIFTON AVE,Minneapolis,MN",44.96591,-93.283244,7,Loring Park,Central,2,3,12/18/2016,14:07,Ferry
"1720 DUPONT AVE S,Minneapolis,MN",44.966685,-93.293447,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,11:04,Ferry
"3028 James Ave s,Minneapolis,MN",44.947305,-93.30376,10,ECCO,Calhoun Isles,2,5,12/18/2016,08:36,Ferry
"2311 16th ave n,Minneapolis,MN",44.995128,-93.30964200000001,5,Willard - Hay,Near North,3,1,12/19/2016,14:13,Ferry
"912 5th st se,Minneapolis,MN",44.983959999999996,-93.24120699999999,3,Marcy Holmes,University,2,4,12/18/2016,14:08,Ferry
"3444 Elliot Avenue South,Minneapolis,MN",44.940032,-93.261318,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,11:05,Ferry
"1408 7th st se,Minneapolis,MN",44.98307,-93.233065,3,Marcy Holmes,University,2,4,12/18/2016,13:01,Ferry
"112 18th st e,Minneapolis,MN",44.965229,-93.275826,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,15:04,Ferry
"526 2nd ave se,Minneapolis,MN",44.988919,-93.251306,3,Marcy Holmes,University,2,4,12/18/2016,08:36,Ferry
"1009 21st ave n ,Minneapolis,MN",45.000234999999996,-93.292711,5,Hawthorne,Near North,3,1,12/19/2016,14:13,Ferry
"614 Thomas Ave N. ,Minneapolis,MN",44.984528999999995,-93.31338000000001,5,Willard - Hay,Near North,2,1,12/18/2016,14:09,Ferry
"112 OAK GROVE ST,Minneapolis,MN",44.966387,-93.28020500000001,7,Loring Park,Central,2,3,12/18/2016,11:05,Ferry
"3956 14th Avenue South,Minneapolis,MN",44.930679,-93.255239,8,Bancroft,Powderhorn,2,6,12/18/2016,08:41,Ferry
"2521 Polk st ne,Minneapolis,MN",45.013925,-93.245202,1,Audubon Park,Northeast,3,2,12/19/2016,14:13,Ferry
"626 queen ave n,Minneapolis,MN",44.985118,-93.30928,5,Willard - Hay,Near North,2,1,12/18/2016,14:09,Ferry
"4110 13th ave,Minneapolis,MN",44.928243,-93.256212,8,Bancroft,Powderhorn,2,6,12/18/2016,11:06,Ferry
"1066 12th Ave SE ,Minneapolis,MN",44.989615,-93.234574,2,Como,University,2,4,12/18/2016,08:41,Ferry
"1061 15th ave se,Minneapolis,MN",44.989816999999995,-93.23100600000001,1,Como,University,3,4,12/19/2016,14:13,Ferry
"3038 Elliot Avenue South,Minneapolis,MN",44.947742,-93.261427,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,14:10,Ferry
"1804 colfax ave s,Minneapolis,MN",44.965118,-93.291822,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,11:06,Ferry
"1136 Adams st ne,Minneapolis,MN",44.999855,-93.256632,1,Logan Park,Northeast,2,2,12/18/2016,13:02,Ferry
"626 17th ave ne,Minneapolis,MN",45.005095000000004,-93.257184,1,Logan Park,Northeast,2,2,12/18/2016,15:04,Ferry
"3238 LONGFELLOWAV S,Minneapolis,MN",44.94336,-93.246379,9,Corcoran,Powderhorn,2,6,12/18/2016,14:11,Ferry
"4332 11th ave,Minneapolis,MN",44.924056,-93.25910400000001,11,Northrop,Nokomis,2,6,12/18/2016,11:07,Ferry
"618 5TH street se,Minneapolis,MN",44.9853,-93.245632,3,Marcy Holmes,University,2,4,12/18/2016,14:11,Ferry
"612 Newton Ave N,Minneapolis,MN",44.984796,-93.305408,5,Near - North,Near North,2,1,12/18/2016,13:02,Ferry
"146 10th ave ne,Minneapolis,MN",44.997783,-93.266177,3,St. Anthony West,Northeast,2,2,12/18/2016,11:08,Ferry
"2017 PORTLAND AVE,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3,12/18/2016,03:05,Ferry
"526 11th ave se,Minneapolis,MN",44.983753,-93.238232,3,Marcy Holmes,University,2,4,12/18/2016,12:35,Ferry
"516 5th ave se,Minneapolis,MN",44.986801,-93.24686899999999,3,Marcy Holmes,University,2,4,12/18/2016,09:38,Ferry
"2308 Aldrich ave n,Minneapolis,MN",45.002965,-93.289088,5,Hawthorne,Near North,2,1,12/18/2016,13:03,Ferry
"890 21st ave se,Minneapolis,MN",44.986469,-93.222566,2,Como,University,2,4,12/18/2016,14:12,Ferry
"710 8th ave se,Minneapolis,MN",44.987068,-93.241506,3,Marcy Holmes,University,2,4,12/18/2016,11:08,Ferry
"1820 Fremont ave s,Minneapolis,MN",44.964571,-93.295632,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,11:48,Ferry
"3206 EMERSON AVE S ,Minneapolis,MN",44.944373,-93.294526,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:05,Ferry
"3217 4th Ave s,Minneapolis,MN",44.944432,-93.269995,9,Central,Powderhorn,1,5,12/17/2016,22:35,Ferry
"510 2nd ave se,Minneapolis,MN",44.988551,-93.251339,3,Marcy Holmes,University,2,4,12/18/2016,08:44,Ferry
"1923 ELLIOT AVE,Minneapolis,MN",44.963096,-93.261045,6,Ventura Village,Phillips,3,3,12/19/2016,14:14,Ferry
"688 summer st ne,Minneapolis,MN",44.996751,-93.253155,3,St. Anthony East,Northeast,2,2,12/18/2016,12:35,Ferry
"1332 Sheridan Ave n ,Minneapolis,MN",44.992629,-93.31169799999999,5,Willard - Hay,Near North,2,1,12/18/2016,14:13,Ferry
"2129 9th st s,Minneapolis,MN",44.964002,-93.241579,6,Seward,Longfellow,2,4,12/18/2016,01:04,Ferry
"3506 Elliot Avenue South,Minneapolis,MN",44.939314,-93.261312,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,11:09,Ferry
"1058 12th Ave SE ,Minneapolis,MN",44.989529,-93.234324,2,Como,University,2,4,12/18/2016,08:44,Ferry
"3500 Colfax Ave s,Minneapolis,MN",44.939378000000005,-93.292374,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:05,Ferry
"607 queen ave S,Minneapolis,MN",44.971592,-93.309614,7,Bryn - Mawr,Calhoun Isles,3,3,12/19/2016,14:15,Ferry
"1506 Thomas Ave n,Minneapolis,MN",44.994372999999996,-93.312979,5,Willard - Hay,Near North,2,1,12/18/2016,14:13,Ferry
"956 37TH ST E,Minneapolis,MN",44.935968,-93.260533,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,12:36,Ferry
"1718 FREMONT AVE S,Minneapolis,MN",44.966673,-93.295742,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,11:09,Ferry
"2105 Blaisdell Ave S,Minneapolis,MN",44.961715999999996,-93.279588,10,Whittier,Powderhorn,2,3,12/18/2016,01:04,Ferry
"3944 14th ave s,Minneapolis,MN",44.931003000000004,-93.255245,8,Bancroft,Powderhorn,2,6,12/18/2016,08:44,Ferry
"2516 11TH AVE S,Minneapolis,MN",44.956684,-93.259114,9,Midtown Phillips,Phillips,2,3,12/18/2016,15:06,Ferry
"3034 13th Avenue South,Minneapolis,MN",44.947155,-93.256653,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,14:14,Ferry
"2611 Essex st se,Minneapolis,MN",44.970881,-93.221389,2,Prospect Park - East River Road,University,3,4,12/19/2016,14:16,Ferry
"1714 Adams st ne,Minneapolis,MN",45.005461,-93.25630100000001,1,Logan Park,Northeast,2,2,12/18/2016,12:36,Ferry
"1322 5th st ne,Minneapolis,MN",45.001605,-93.26061899999999,3,Sheridan,Northeast,2,2,12/18/2016,11:09,Ferry
"728 2ND AVE SE,Minneapolis,MN",44.990922999999995,-93.249436,3,Marcy Holmes,University,2,2,12/18/2016,08:46,Ferry
"1900 humboldt ave s,Minneapolis,MN",44.964289,-93.29854499999999,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,13:04,Ferry
"872 21st Ave SE,Minneapolis,MN",44.985785,-93.222835,2,Como,University,2,4,12/18/2016,14:15,Ferry
"3216 17th ave s,Minneapolis,MN",44.944114,-93.25034000000001,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,15:07,Ferry
"3119 22nd Avenue South,Minneapolis,MN",44.945972,-93.240139,9,Corcoran,Powderhorn,3,6,12/19/2016,14:19,Ferry
"1373 LASALLE AVE #62523,Minneapolis,MN",44.969533,-93.279314,7,Loring Park,Central,2,3,12/18/2016,00:37,Ferry
"1506 SPRUCE PL,Minneapolis,MN",44.96679,-93.28085300000001,7,Loring Park,Central,2,3,12/18/2016,11:09,Ferry
"508 3rd ave se,Minneapolis,MN",44.987903,-93.25028,3,Marcy Holmes,University,2,4,12/18/2016,08:46,Ferry
"508 5TH street se,Minneapolis,MN",44.986042,-93.247179,3,Marcy Holmes,University,2,4,12/18/2016,14:16,Ferry
"1421 6th St se ,Minneapolis,MN",44.982098,-93.233225,3,Marcy Holmes,University,3,4,12/19/2016,14:19,Ferry
"2310 FREMONT AVE S,Minneapolis,MN",44.959682,-93.29566700000001,7,East Isles,Calhoun Isles,2,3,12/18/2016,13:05,Ferry
"3939 FREMONT AVE N,Minneapolis,MN",45.026927,-93.296022,4,Webber - Camden,Camden,2,1,12/18/2016,15:07,Ferry
"524 7th Ave se,Minneapolis,MN",44.985771,-93.244349,3,Marcy Holmes,University,2,4,12/18/2016,11:09,Ferry
"602 11th ave se,Minneapolis,MN",44.984305,-93.238201,3,Marcy Holmes,University,2,4,12/18/2016,12:37,Ferry
"2000 CLINTON AVE S,Minneapolis,MN",44.962680999999996,-93.27151500000001,10,Whittier,Powderhorn,2,3,12/18/2016,14:16,Ferry
"4112 14th ave,Minneapolis,MN",44.928178,-93.255292,8,Bancroft,Powderhorn,2,6,12/18/2016,08:46,Ferry
"2107 Blaisdell ,Minneapolis,MN",44.96163,-93.27959,10,Whittier,Powderhorn,2,3,12/18/2016,01:06,Ferry
"615 6th st se ,Minneapolis,MN",44.986763,-93.244348,3,Marcy Holmes,University,3,4,12/19/2016,14:19,Ferry
"512 8th Ave se ,Minneapolis,MN",44.985307,-93.242899,3,Marcy Holmes,University,2,4,12/18/2016,11:10,Ferry
"2440 11TH AVE S,Minneapolis,MN",44.957865000000005,-93.258972,9,Midtown Phillips,Phillips,2,3,12/18/2016,15:08,Ferry
"3126 Emerson Ave s,Minneapolis,MN",44.945676,-93.29479599999999,10,South Uptown,Calhoun Isles,2,5,12/18/2016,14:17,Ferry
"1803 lasalle ave,Minneapolis,MN",44.965089,-93.279839,7,Steven's Square - Loring Heights,Central,2,3,12/18/2016,00:38,Ferry
"1042 Aldrich Ave. n. ,Minneapolis,MN",44.988357,-93.291024,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:47,Ferry
"16 oak grove st,Minneapolis,MN",44.966482,-93.278594,7,Loring Park,Central,2,3,12/18/2016,11:11,Ferry
"3017 dupont ave s,Minneapolis,MN",44.947688,-93.292825,10,South Uptown,Calhoun Isles,2,5,12/18/2016,01:07,Ferry
"1001 31st ave n,Minneapolis,MN",45.012225,-93.29163199999999,5,Hawthorne,Near North,3,1,12/19/2016,14:23,Ferry
"2312 LAKE PLACE,Minneapolis,MN",44.959696,-93.300324,7,East Isles,Calhoun Isles,2,3,12/18/2016,14:17,Ferry
"4012 14th ave,Minneapolis,MN",44.930064,-93.255235,8,Bancroft,Powderhorn,2,6,12/18/2016,08:48,Ferry
"702 32nd st w,Minneapolis,MN",44.944748,-93.28828299999999,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:09,Ferry
"3810 6th st n,Minneapolis,MN",45.024309,-93.286265,4,Webber - Camden,Camden,2,1,12/18/2016,12:38,Ferry
"1410 Irving Ave n ,Minneapolis,MN",44.993221999999996,-93.299082,5,Near - North,Near North,2,1,12/18/2016,11:11,Ferry
"3024 12th Avenue South,Minneapolis,MN",44.94742,-93.25789499999999,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,13:07,Ferry
"936 18th Avenue Southeast,Minneapolis,MN",44.987315,-93.22691400000001,2,Como,University,2,4,12/18/2016,14:18,Ferry
"255 26th Ave se ,Minneapolis,MN",44.972445,-93.2204,2,Prospect Park - East River Road,University,3,4,12/19/2016,14:24,Ferry
"1036 22nd ave se,Minneapolis,MN",44.989014000000005,-93.221275,1,Como,University,2,4,12/18/2016,15:10,Ferry
"228 4th ave ne,Minneapolis,MN",44.979106,-93.262997,3,Downtown West,Central,2,3,12/18/2016,08:49,Ferry
"4200 Elliott Avenue South,Minneapolis,MN",44.926759000000004,-93.26155200000001,8,Northrop,Nokomis,2,6,12/18/2016,11:11,Ferry
"1724 humboldt Ave s,Minneapolis,MN",44.966704,-93.29854499999999,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,12:39,Ferry
"1802 Talmage ave SE ,Minneapolis,MN",44.989627,-93.226899,1,Como,University,2,4,12/18/2016,14:19,Ferry
"1110 Adams st ne,Minneapolis,MN",44.999113,-93.256537,1,Logan Park,Northeast,2,2,12/18/2016,13:07,Ferry
"2017 PORTLAND AVE ,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3,12/18/2016,03:11,Ferry
"604 4th Avenue southeast ,Minneapolis,MN",44.988211,-93.247946,3,Marcy Holmes,University,2,4,12/18/2016,08:49,Ferry
"718 8th ave se,Minneapolis,MN",44.987266,-93.241075,3,Marcy Holmes,University,2,4,12/18/2016,11:12,Ferry
"3121 pleasant Ave s,Minneapolis,MN",44.945725,-93.28268100000001,8,Lyndale,Powderhorn,3,5,12/19/2016,14:25,Ferry
"1126 32nd Street West,Minneapolis,MN",44.944743,-93.29356899999999,10,South Uptown,Calhoun Isles,2,5,12/18/2016,14:19,Ferry
"316 12th ave se,Minneapolis,MN",44.981086,-93.23872,3,Marcy Holmes,University,2,4,12/18/2016,12:41,Ferry
"1036 Aldrich Ave n,Minneapolis,MN",44.988318,-93.291023,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:50,Ferry
"2514 6th st n,Minneapolis,MN",45.005293,-93.286013,5,Hawthorne,Near North,2,1,12/18/2016,11:12,Ferry
"1090 16th ave se,Minneapolis,MN",44.990545000000004,-93.229259,1,Como,University,2,4,12/18/2016,13:08,Ferry
"1826 2nd Ave s ,Minneapolis,MN",44.964826,-93.274046,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,15:12,Ferry
"1117 17th Ave n ,Minneapolis,MN",44.996313,-93.295234,5,Near - North,Near North,3,1,12/19/2016,14:25,Ferry
"3128 Emerson Ave s,Minneapolis,MN",44.945568,-93.294511,10,South Uptown,Calhoun Isles,2,5,12/18/2016,14:19,Ferry
"3040 James Ave South,Minneapolis,MN",44.946923,-93.303765,10,ECCO,Calhoun Isles,2,5,12/18/2016,08:51,Ferry
"1410 newton Ave n,Minneapolis,MN",44.993471,-93.305462,5,Willard - Hay,Near North,2,1,12/18/2016,13:09,Ferry
"1712 Irving ave n,Minneapolis,MN",44.99677,-93.29941,5,Near - North,Near North,2,1,12/18/2016,11:13,Ferry
"1908 FREMONT AVE S,Minneapolis,MN",44.963714,-93.295996,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,12:41,Ferry
"3117 22nd Avenue South,Minneapolis,MN",44.946017,-93.240608,9,Corcoran,Powderhorn,3,6,12/19/2016,14:27,Ferry
"2017 PORTLAND AVE,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3,12/18/2016,03:13,Ferry
"632 15th ave ne,Minneapolis,MN",45.003091999999995,-93.256918,1,Logan Park,Northeast,2,2,12/18/2016,14:19,Ferry
"1032 Aldrich ave n,Minneapolis,MN",44.988293,-93.291021,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:53,Ferry
"726 11 th ave se ,Minneapolis,MN",44.985799,-93.23674,3,Marcy Holmes,University,2,4,12/18/2016,11:13,Ferry
"622 5street se,Minneapolis,MN",44.985257,-93.245172,3,Marcy Holmes,University,2,4,12/18/2016,13:10,Ferry
"3418 4th Avenue South,Minneapolis,MN",44.940428999999995,-93.270223,9,Central,Powderhorn,1,5,12/17/2016,22:37,Ferry
"618 8th Ave se,Minneapolis,MN",44.986366,-93.242062,3,Marcy Holmes,University,2,4,12/18/2016,11:48,Ferry
"506 5th Ave se,Minneapolis,MN",44.986637,-93.247326,3,Marcy Holmes,University,2,4,12/18/2016,09:39,Ferry
"245 irving av n,Minneapolis,MN",44.979476,-93.299705,5,Harrison,Near North,3,3,12/19/2016,14:27,Ferry
"416 11TH AVE SE,Minneapolis,MN",44.982541,-93.23911600000001,3,Marcy Holmes,University,2,4,12/18/2016,12:41,Ferry
"1504 8th St se,Minneapolis,MN",44.983779,-93.23112900000001,2,University of Minnesota,University,2,4,12/18/2016,14:21,Ferry
"1044 Aldrich Ave n,Minneapolis,MN",44.98837,-93.291024,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:54,Ferry
"3318 Chicago Ave S,Minneapolis,MN",44.942554,-93.262619,9,Central,Powderhorn,1,5,12/17/2016,22:37,Ferry
"1119 Adams st ne,Minneapolis,MN",44.999340999999994,-93.25595899999999,1,Logan Park,Northeast,2,2,12/18/2016,13:10,Ferry
"3336 humboldt ave s,Minneapolis,MN",44.942045,-93.301185,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:14,Ferry
"2124 6th st ne,Minneapolis,MN",45.009567,-93.25853199999999,1,Holland,Northeast,2,2,12/18/2016,15:13,Ferry
"4311 44TH AV S,Minneapolis,MN",44.924808,-93.21018199999999,12,Hiawatha,Longfellow,3,6,12/19/2016,14:27,Ferry
"626 12th ave se,Minneapolis,MN",44.984190000000005,-93.236452,3,Marcy Holmes,University,2,4,12/18/2016,12:42,Ferry
"908 3rd st e,Minneapolis,MN",44.993601,-93.25159000000001,3,St. Anthony East,Northeast,2,2,12/18/2016,11:48,Ferry
"216 4th ave ne,Minneapolis,MN",44.97922,-93.262902,3,Downtown West,Central,2,3,12/18/2016,08:54,Ferry
"1506 8th st se,Minneapolis,MN",44.983753,-93.231062,2,University of Minnesota,University,2,4,12/18/2016,14:21,Ferry
"3540 12th ave s,Minneapolis,MN",44.938241,-93.257503,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,09:39,Ferry
"1082 24th ave se,Minneapolis,MN",44.990584999999996,-93.218963,1,Como,University,2,4,12/18/2016,15:15,Ferry
"2820 EMERSON,Minneapolis,MN",45.009221000000004,-93.29429499999999,5,Hawthorne,Near North,1,1,12/17/2016,22:37,Ferry
"420 8th Avenue southeast ,Minneapolis,MN",44.984349,-93.243275,3,Marcy Holmes,University,2,4,12/18/2016,11:14,Ferry
"924 - 5TH ST SE,Minneapolis,MN",44.983864000000004,-93.240987,3,Marcy Holmes,University,2,4,12/18/2016,13:10,Ferry
"3147 pillsbury Ave s,Minneapolis,MN",44.945192,-93.28135,8,Lyndale,Powderhorn,3,5,12/19/2016,14:28,Ferry
"1418 32nd st w,Minneapolis,MN",44.94474,-93.298252,10,South Uptown,Calhoun Isles,2,5,12/18/2016,12:42,Ferry
"808 11th Avenue southeast ,Minneapolis,MN",44.986411,-93.236519,3,Marcy Holmes,University,2,4,12/18/2016,11:48,Ferry
"3104 james ave s,Minneapolis,MN",44.94631,-93.303699,10,ECCO,Calhoun Isles,2,5,12/18/2016,08:55,Ferry
"312 3rd Avenue southeast,Minneapolis,MN",44.986089,-93.251191,3,Marcy Holmes,University,2,4,12/18/2016,09:39,Ferry
"1766 BRYANT AVE S,Minneapolis,MN",44.966039,-93.290539,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,14:21,Ferry
"4030 aldrich ave n,Minneapolis,MN",45.02856,-93.289079,4,Webber - Camden,Camden,2,1,12/18/2016,15:15,Ferry
"1508 SPRUCE PL,Minneapolis,MN",44.966751,-93.28085300000001,7,Loring Park,Central,2,3,12/18/2016,11:14,Ferry
"1061 26th Avenue Southeast,Minneapolis,MN",44.990014,-93.216466,1,Como,University,3,4,12/19/2016,14:31,Ferry
