Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
2421 HARRIET AVE S,44.958625793500005,-93.2856674194,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2421 JACKSON ST NE,45.0126647949,-93.2491149902,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2421 PILLSBURY AVE,44.9584541321,-93.28114318850001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2421 TAYLOR ST NE,45.012868,-93.24378100000001,Windom Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2422 10TH AVE S,44.958480835,-93.260093689,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2422 5TH AVE S,44.9582023621,-93.2686157227,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2422 BRYANT AVE N,45.004573822,-93.2910385132,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2422 CLINTON AVE S,44.9584922791,-93.2714385986,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2423 14TH AVE S,44.9587898254,-93.25575256350001,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2423 16TH AVE S,44.958370208699996,-93.2511749268,East Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2423 4TH ST N,45.0043869019,-93.28499603270001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2423 PILLSBURY AVE,44.9584503174,-93.2812271118,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2424 10TH AVE S,44.958446502700006,-93.2601318359,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2424 3RD ST N,45.004547119099996,-93.28336334229999,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2424 5TH AVE S,44.958057403599994,-93.2686004639,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2424 FREMONT AVE S,44.9584503174,-93.29554748540001,East Isles,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2424 GRAND ST NE,45.0128097534,-93.27010345459999,Bottineau,Northeast,3,Xerxes,2,2,02/24/2018,00:00
2424 PLEASANT AVE,44.958164215100005,-93.2826538086,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2425 14TH AVE S,44.9582252502,-93.25505828860001,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2425 16TH AVE S,44.958156585699996,-93.2510681152,East Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2425 3RD ST N,45.0046577454,-93.283416748,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2425 4TH ST N,45.0045051575,-93.28497314450001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2425 GARFIELD AVE S,44.9584617615,-93.28659057620001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2425 JACKSON ST NE,45.012756347700005,-93.2491378784,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2425 JAMES AVE N,45.0047492981,-93.3013305664,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2426 5TH AVE S,44.9577674866,-93.2684936523,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2426 GRAND ST NE,45.0128479004,-93.2700958252,Bottineau,Northeast,3,Xerxes,2,2,02/24/2018,00:00
2426 PILLSBURY AVE,44.9582824707,-93.28134918209999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2427 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2427 4TH ST N,45.004585266099994,-93.28499603270001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2427 6TH ST N,45.0045623779,-93.2865219116,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2427 HARRIET AVE S,44.958305358900006,-93.2854309082,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2427 JAMES AVE N,45.004734039300004,-93.3013305664,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2428 13TH AVE S,44.958297729499996,-93.2562866211,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2428 5TH AVE S,44.9580917358,-93.2687225342,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2428 CLINTON AVE S,44.9582633972,-93.27158355709999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2428 ELLIOT AVE,44.9576835632,-93.2613067627,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2428 GRAND ST NE,45.01288223270001,-93.2701187134,Bottineau,Northeast,3,Xerxes,2,2,02/24/2018,00:00
2428 HARRIET AVE S,44.9582252502,-93.28565979,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2428 ILLION AVE N,45.003913879399995,-93.3005142212,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2428 PILLSBURY AVE,44.9580917358,-93.2813110352,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2429 5TH AVE S,44.957950591999996,-93.2685546875,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2429 ELLIOT AVE,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2429 GARFIELD AVE S,44.958297729499996,-93.28671264649999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2429 VINCENT AVE N,45.004493,-93.315904,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
243 MORGAN AVE N,44.9791717529,-93.3045578003,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
2430 5TH AVE S,44.958095550500005,-93.26856994629999,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2430 6TH ST N,45.004570007299996,-93.2864379883,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2430 ELLIOT AVE,44.9575538635,-93.2607421875,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2430 HARRIET AVE S,44.9580383301,-93.2857589722,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2430 PILLSBURY AVE,44.9579849243,-93.2813186646,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2431 12TH AVE S,44.9581604004,-93.2573394775,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2431 4TH ST N,45.0046806335,-93.28497314450001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2431 6TH ST N,45.0046577454,-93.2865219116,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2431 ELLIOT AVE,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2431 GARFIELD AVE S,44.958278656000005,-93.2866973877,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2431 HARRIET AVE S,44.958152771,-93.2856521606,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2432 13TH AVE S,44.958114624,-93.25630950930001,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2432 STEVENS AVE S,44.9581222534,-93.2755584717,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2433 GARFIELD AVE S,44.9582481384,-93.28675842290001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2433 ILLION AVE N,45.0041160583,-93.30038452149999,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2434 11TH AVE S,44.9582633972,-93.2588500977,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2434 FREMONT AVE S,44.958732605,-93.2958145142,East Isles,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2434 OAKLAND AVE S,44.9578285217,-93.2663726807,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2435 16TH AVE S,44.957389831499995,-93.2511825562,East Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2435 ELLIOT AVE,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2435 GARFIELD AVE S,44.9581184387,-93.2868270874,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2435 HARRIET AVE S,44.9579353333,-93.2856292725,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2435 HARRIET AVE S,44.9580764771,-93.2857208252,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2435 ILLION AVE N,45.004238128699996,-93.30023956299999,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2436 FREMONT AVE S,44.9585914612,-93.29572296139999,East Isles,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2436 GARFIELD AVE S,44.9579849243,-93.28678894040002,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2436 OAKLAND AVE S,44.958343505900004,-93.2661895752,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2436 PLEASANT AVE,44.956325531000005,-93.2832336426,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2436 STEVENS AVE S,44.9579811096,-93.2752990723,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2437 GARFIELD AVE S,44.9580802917,-93.28681182860001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2438 13TH AVE S,44.9572257996,-93.2568359375,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2438 PILLSBURY AVE,44.9579849243,-93.2813186646,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2439 ELLIOT AVE,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2439 GARFIELD AVE S,44.9580345154,-93.28693389889999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2439 HARRIET AVE S,44.9579353333,-93.2856292725,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2440 12TH AVE S,44.9576034546,-93.25770568850001,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2440 14TH AVE S,44.9577903748,-93.2550125122,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2440 OAKLAND AVE S,44.957927703900005,-93.2655105591,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2440 PILLSBURY AVE,44.9576911926,-93.2811050415,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2440 RUSSELL AVE S,44.958152771,-93.3117446899,Kenwood,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2440 STEVENS AVE S,44.957698822,-93.2753982544,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2441 12TH AVE S,44.9575042725,-93.2572631836,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2441 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2441 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2441 GARFIELD AVE S,44.95788955689999,-93.2866821289,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2442 ELLIOT AVE,44.957393646199996,-93.26126861569999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2442 PILLSBURY AVE,44.957569122299994,-93.28100585940001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2443 12TH AVE S,44.9574966431,-93.25757598879999,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2443 GRAND AVE S,44.9576301575,-93.2842025757,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2444 14TH AVE S,44.957649231000005,-93.25476074219999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2444 16TH AVE S,44.9578285217,-93.25099182129999,East Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2444 OAKLAND AVE S,44.9570159912,-93.2668304443,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2444 PILLSBURY AVE,44.9574928284,-93.28100585940001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2444 STEVENS AVE S,44.9576568604,-93.2753829956,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2445 GRAND AVE S,44.9574966431,-93.2843856812,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2446 STEVENS AVE S,44.9576568604,-93.2753829956,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2447 GARFIELD AVE S,44.9578361511,-93.28665924069999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2448 CLINTON AVE S,44.9580459595,-93.2715454102,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2448 STEVENS AVE S,44.9574623108,-93.2753067017,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2449 GARFIELD AVE S,44.957580566400004,-93.28681182860001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2449 PILLSBURY AVE,44.9575958252,-93.2807846069,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
245 CLIFTON AVE,44.9662742615,-93.2844543457,Loring Park,Central,7,Xerxes,3,3,02/25/2018,00:00
245 MORGAN AVE N,44.97933197020001,-93.3044891357,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
2450 STEVENS AVE S,44.957370758100005,-93.2753982544,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2453 GARFIELD AVE S,44.9576148987,-93.2867660522,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2456 HARRIET AVE S,44.9575767517,-93.2854232788,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
249 HUMBOLDT AVE N,44.979598999,-93.2982406616,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
25 15TH ST W,44.9677352905,-93.2789382935,Loring Park,Central,7,Xerxes,1,3,02/23/2018,00:00
25 32ND ST E,44.945026397700005,-93.27758789059999,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
25 OAK GROVE ST,44.966426849399994,-93.2791824341,Loring Park,Central,7,Xerxes,3,3,02/25/2018,00:00
2500 14TH AVE S,44.957233429,-93.2539978027,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2500 16TH AVE S,44.957153320299994,-93.25170898440001,East Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2500 GARFIELD AVE S,44.9572639465,-93.2868041992,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2500 PILLSBURY AVE,44.9570083618,-93.2814025879,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2500 PLEASANT AVE,44.9572105408,-93.28294372559999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2501 CLINTON AVE S,44.9572563171,-93.27138519290001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2501 GARFIELD AVE S,44.9572792053,-93.2866668701,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2501 GIRARD AVE S,44.957397460900005,-93.29669189450001,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2502 4TH ST N,45.005004882799994,-93.2849273682,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2503 34TH ST E,44.9413299561,-93.2357406616,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
2503 DELAWARE ST SE,44.972290039099995,-93.2217330933,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2503 GARFIELD AVE S,44.9572143555,-93.2867355347,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2503 HARRIET AVE S,44.957328796400006,-93.2852020264,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2503 QUEEN AVE N,45.0048713684,-93.308807373,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2503 VINCENT AVE N,45.005157000000004,-93.31589699999999,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
2504 33RD AVE S,44.957157135,-93.2240066528,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2504 33RD AVE S,44.9572677612,-93.2240219116,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2504 6TH ST N,45.004974365200006,-93.28644561770001,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2504 DELAWARE ST SE,44.9723014832,-93.22177886959999,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
2504 QUEEN AVE N,45.0051307678,-93.3099365234,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2504 STEVENS AVE S,44.957229614300005,-93.27529144290001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2505 34TH ST E,44.941318511999995,-93.2355804443,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
2505 5TH AVE S,44.9578552246,-93.26802825930001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2505 COLE AVE SE,44.9851493835,-93.21753692629999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2505 COLE AVE SE,44.985202789300004,-93.2175750732,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2505 DELAWARE ST SE,44.9722328186,-93.2215957642,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2505 DUPONT AVE N,45.0050849915,-93.29257202149999,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2505 THOMAS AVE N,45.005278000000004,-93.31331999999999,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
2506 14TH AVE S,44.957508087200004,-93.2546615601,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2506 50TH AVE N,45.0457305908,-93.31164550780001,Shingle Creek,Camden,4,Xerxes,2,1,02/24/2018,00:00
2506 DELAWARE ST SE,44.9722518921,-93.2217330933,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
2506 QUEEN AVE N,45.0047416687,-93.3082351685,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2506 SHERIDAN AVE N,45.005241,-93.311791,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
2506 STEVENS AVE S,44.957195282,-93.2752761841,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2507 12TH AVE S,44.95684432979999,-93.2574234009,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2507 40TH ST E,44.930515289300004,-93.2356948853,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
2507 DELAWARE ST SE,44.9721908569,-93.2214889526,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2507 QUEEN AVE N,45.004611968999995,-93.3089675903,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2508 14TH AVE S,44.95691299439999,-93.25506591799999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2508 CLINTON AVE S,44.957153320299994,-93.2712554932,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2508 GIRARD AVE S,44.9568786621,-93.2969436646,East Isles,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2508 HOWARD ST NE,45.013408660900005,-93.2530975342,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2508 HUMBOLDT AVE S,44.956909179700006,-93.29853057860001,East Isles,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2508 PILLSBURY AVE,44.9568557739,-93.2813034058,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2508 PLEASANT AVE,44.9569244385,-93.2826690674,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2508 STEVENS AVE S,44.9571723938,-93.2755584717,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2509 12TH AVE S,44.95684432979999,-93.2575073242,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2509 3RD ST N,45.005153656000005,-93.28344726559999,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2509 40TH ST E,44.930515289300004,-93.2354812622,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
2509 DELAWARE ST SE,44.9721717834,-93.2214126587,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2509 PILLSBURY AVE,44.956745147700005,-93.2811813354,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2509 PLEASANT AVE,44.9568557739,-93.28266143799999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
251 27TH AVE SE,44.9719276428,-93.21885681149999,Prospect Park - East River Road,University,2,Xerxes,1,4,02/23/2018,00:00
251 27TH AVE SE,44.9714851379,-93.2191162109,Prospect Park - East River Road,University,2,Xerxes,1,4,02/23/2018,00:00
2510 4TH ST N,45.005290985100004,-93.2849578857,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2510 CLINTON AVE S,44.956981658900006,-93.2713928223,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2510 COMO AVE SE,44.987918853800004,-93.21746063229999,Como,University,2,Xerxes,1,4,02/23/2018,00:00
2510 DELAWARE ST SE,44.972080230699994,-93.2212371826,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
2510 PILLSBURY AVE,44.9568138123,-93.28123474120001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2510 STEVENS AVE S,44.956909179700006,-93.27584075930001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2511 CLEVELAND ST NE,45.0135192871,-93.2307357788,Audubon Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2511 DELAWARE ST SE,44.9721412659,-93.221321106,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2511 JACKSON ST NE,45.0134353638,-93.24912261959999,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2512 CLINTON AVE S,44.9569206238,-93.2713165283,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2512 DELAWARE ST SE,44.9720306396,-93.2211990356,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
2512 HOWARD ST NE,45.0133972168,-93.2531280518,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2512 JEFFERSON ST NE,45.0135269165,-93.24913024899999,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2512 QUEEN AVE N,45.0052070618,-93.3097915649,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2512 STEVENS AVE S,44.9566001892,-93.2755203247,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2513 12TH AVE S,44.956771850600006,-93.25749969479999,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2513 COLE AVE SE,44.984943389899996,-93.2171554565,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2513 DELAWARE ST SE,44.9721298218,-93.2212371826,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2513 QUEEN AVE N,45.00527954100001,-93.3097991943,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2513 UPTON AVE N,45.005423,-93.31460200000001,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
2514 30TH AVE S,44.95691299439999,-93.22827148440001,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2514 3RD ST NE,45.0136680603,-93.2646713257,Marshall Terrace,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2514 CLINTON AVE S,44.9569625854,-93.2714157104,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2514 DELAWARE ST SE,44.9720344543,-93.22108459469999,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
2514 JEFFERSON ST NE,45.0135726929,-93.24914550780001,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2514 LINCOLN ST NE,45.0137557983,-93.2384719849,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2514 SHERIDAN AVE N,45.005461,-93.311738,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
2514 STEVENS AVE S,44.9565200806,-93.275604248,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2515 DELAWARE ST SE,44.972118377700006,-93.2211303711,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2515 GARFIELD AVE S,44.956840515100005,-93.28665924069999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2515 GARFIELD AVE S,44.9567489624,-93.2866287231,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2515 JACKSON ST NE,45.0135688782,-93.2490921021,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2516 CLINTON AVE S,44.956974029499996,-93.2714614868,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2516 GIRARD AVE N,45.0053939819,-93.29713439940001,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2516 HUMBOLDT AVE S,44.9565429688,-93.2985610962,East Isles,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2516 PLEASANT AVE,44.9569244385,-93.2826690674,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2517 COLE AVE SE,44.984828949,-93.21697235110001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2517 DELAWARE ST SE,44.9720573425,-93.2210769653,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2517 PLEASANT AVE,44.9569244385,-93.28274536129999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2517 QUEEN AVE N,45.0052337646,-93.30884552,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2517 UPTON AVE N,45.005533,-93.314601,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
2518 6TH ST N,45.010055541999996,-93.28645324709998,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2518 CLINTON AVE S,44.9567527771,-93.2714614868,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2518 COLE AVE SE,44.9848899841,-93.2170257568,Como,University,2,Xerxes,2,4,02/24/2018,00:00
2519 4TH ST N,45.0054092407,-93.28498077389999,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2519 COLE AVE SE,44.984809875500005,-93.2169113159,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2519 DUPONT AVE N,45.0056152344,-93.29264831540002,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2519 HARRIET AVE S,44.9567756653,-93.28533935549999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2519 HUMBOLDT AVE S,44.9563369751,-93.29814910889999,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2520 6TH ST N,45.01014328,-93.2864074707,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2520 CLINTON AVE S,44.9567527771,-93.2714614868,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2520 OAKLAND AVE S,44.956363678,-93.2663879395,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
