Location,Latitude,Longitude,Day,Ward,Neighborhood,Community,Tow_Zone,Date,Time,Emergency
"1100 JAMES AVE N,Minneapolis,MN",44.988974,-93.300691,2,5,Near - North,Near North,1,01/23/2018,12:44,Pembina
"1008 37TH ST E,Minneapolis,MN",44.936081,-93.259686,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:44,Pembina
"3712 11TH AVE S,Minneapolis,MN",44.935488,-93.25901800000001,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:45,Pembina
"802 5th st se,Minneapolis,MN",44.984507,-93.243175,2,3,Marcy Holmes,University,4,01/23/2018,12:46,Pembina
"406 CLIFTON AVE,Minneapolis,MN",44.96605,-93.283019,2,7,Loring Park,Central,3,01/23/2018,12:46,Pembina
"1222 6th st se,Minneapolis,MN",44.983433000000005,-93.236661,2,3,Marcy Holmes,University,4,01/23/2018,12:47,Pembina
"1526 34TH ST E,Minneapolis,MN",44.941359999999996,-93.252425,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:47,Pembina
"1532 E 34TH ST,Minneapolis,MN",44.941359999999996,-93.252323,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:47,Pembina
"2126 aldrich ave n ,Minneapolis,MN",45.00123,-93.289236,2,5,Hawthorne,Near North,1,01/23/2018,12:48,Pembina
"1812 clinton av s,Minneapolis,MN",44.964658,-93.271794,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,12:49,Pembina
"2102 aldrich ave n ,Minneapolis,MN",45.000391,-93.28951500000001,2,5,Hawthorne,Near North,1,01/23/2018,12:50,Pembina
"520 quincy st ne,Minneapolis,MN",44.994989000000004,-93.251159,2,3,St. Anthony East,Northeast,2,01/23/2018,12:50,Pembina
"1422 Madison St Ne,Minneapolis,MN",45.002744,-93.253739,2,1,Logan Park,Northeast,2,01/23/2018,12:52,Pembina
"1528 8th st se,Minneapolis,MN",44.983465,-93.230306,2,2,University of Minnesota,University,4,01/23/2018,12:52,Pembina
"1520 36th Street East,Minneapolis,MN",44.937902,-93.252656,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:53,Pembina
"1336 James ave n,Minneapolis,MN",44.992733,-93.300398,2,5,Near - North,Near North,1,01/23/2018,12:53,Pembina
"1018 6th st se,Minneapolis,MN",44.984235999999996,-93.23944300000001,2,3,Marcy Holmes,University,4,01/23/2018,12:53,Pembina
"626 13th ave se ,Minneapolis,MN",44.983439000000004,-93.23495799999999,2,3,Marcy Holmes,University,4,01/23/2018,12:54,Pembina
"814 12TH AVE SE ,Minneapolis,MN",44.98595,-93.23479300000001,2,3,Marcy Holmes,University,4,01/23/2018,12:54,Pembina
"1334 James Ave N,Minneapolis,MN",44.992674,-93.300398,2,5,Near - North,Near North,1,01/23/2018,12:55,Pembina
"3112 16th ave so,Minneapolis,MN",44.946085,-93.251474,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:55,Pembina
"1538 16th st e,Minneapolis,MN",44.967159,-93.262559,2,6,Elliot Park,Central,3,01/23/2018,12:56,Pembina
"1316 7th st se,Minneapolis,MN",44.983446,-93.234262,2,3,Marcy Holmes,University,4,01/23/2018,12:56,Pembina
"3144 16th Avenue South,Minneapolis,MN",44.945159999999994,-93.25144499999999,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,12:57,Pembina
"708 13th ave se ,Minneapolis,MN",44.984246,-93.234347,2,3,Marcy Holmes,University,4,01/23/2018,12:57,Pembina
"1128 6th st se,Minneapolis,MN",44.983456,-93.23736,2,3,Marcy Holmes,University,4,01/23/2018,12:58,Pembina
"3110 Emerson Avenue S,Minneapolis,MN",44.946165,-93.294738,2,10,South Uptown,Calhoun Isle,5,01/23/2018,12:59,Pembina
"628 8TH AVE SE,Minneapolis,MN",44.986579,-93.241916,2,3,Marcy Holmes,University,4,01/23/2018,12:59,Pembina
"3224 14th ave s,Minneapolis,MN",44.944294,-93.25501899999999,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,13:01,Pembina
"804 12TH AVE SE,Minneapolis,MN",44.985646,-93.235084,2,3,Marcy Holmes,University,4,01/23/2018,13:01,Pembina
"120 19TH ST E,Minneapolis,MN",44.964078,-93.27558,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:02,Pembina
"THE MALL & HUMBOLDT AVE,Minneapolis,MN",44.950057,-93.30082900000001,2,7,East Isles,Calhoun Isle,3,01/23/2018,13:03,Pembina
"1824 2nd Ave s,Minneapolis,MN",44.964849,-93.274028,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:05,Pembina
"726 11TH AVE SE,Minneapolis,MN",44.985815,-93.236743,2,3,Marcy Holmes,University,4,01/23/2018,13:06,Pembina
"3214 emerson ave 2,Minneapolis,MN",45.013686,-93.294078,2,4,Folwell,Camden,1,01/23/2018,13:07,Pembina
"1820 DUPONT AVE S,Minneapolis,MN",44.964619,-93.293433,2,7,Lowry Hill,Calhoun Isle,3,01/23/2018,13:07,Pembina
"10 18TH ST E,Minneapolis,MN",44.96522,-93.277709,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:08,Pembina
"704 7TH AVE SE,Minneapolis,MN",44.987383,-93.242776,2,3,Marcy Holmes,University,4,01/23/2018,13:09,Pembina
"1018 GTH ST SE,Minneapolis,MN",45.008435,-93.460853,2,3,Marcy Holmes,University,4,01/23/2018,13:10,Pembina
"3320 FREMONT AVE S,Minneapolis,MN",44.942228,-93.296143,2,10,South Uptown,Calhoun Isle,5,01/23/2018,13:12,Pembina
"4116 13TH AVE S,Minneapolis,MN",44.92807,-93.256473,2,8,Bancroft,Powderhorn,6,01/23/2018,13:12,Pembina
"1026 5TH ST SE,Minneapolis,MN",44.983071,-93.239639,2,3,Marcy Holmes,University,4,01/23/2018,13:13,Pembina
"1038 JAMES AVE N ,Minneapolis,MN",44.988386,-93.300696,2,5,Near - North,Near North,1,01/23/2018,13:14,Pembina
"3232 Fremont ave s ,Minneapolis,MN",44.943672,-93.296042,2,10,South Uptown,Calhoun Isle,5,01/23/2018,13:15,Pembina
"1902 clinton av s,Minneapolis,MN",44.963723,-93.271788,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:17,Pembina
"524 12TH AVE SE,Minneapolis,MN",44.983342,-93.236875,2,3,Marcy Holmes,University,4,01/23/2018,13:17,Pembina
"2106 Bryant Ave n ,Minneapolis,MN",45.000462,-93.291049,2,5,Hawthorne,Near North,1,01/23/2018,13:21,Pembina
"2124 Bryant Ave n ,Minneapolis,MN",45.001106,-93.29078100000001,2,5,Hawthorne,Near North,1,01/23/2018,13:24,Pembina
"140 19th st e,Minneapolis,MN",44.963955,-93.27454499999999,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:24,Pembina
"320 18TH ST SE,Minneapolis,MN",44.9774,-93.230951,2,2,University of Minnesota,University,4,01/23/2018,13:26,Pembina
"128 18TH ST E,Minneapolis,MN",44.965421,-93.274971,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:26,Pembina
"1120 5th st se,Minneapolis,MN",44.982476,-93.238387,2,3,Marcy Holmes,University,4,01/23/2018,13:28,Pembina
"2508 quincey st ne,Minneapolis,MN",45.013560999999996,-93.2509,2,1,Holland,Northeast,2,01/23/2018,13:28,Pembina
"1326 Logan Ave N,Minneapolis,MN",44.992398,-93.302921,2,5,Willard - Hay,Near North,1,01/23/2018,13:28,Pembina
"1106 6th st se,Minneapolis,MN",44.983988000000004,-93.238049,2,3,Marcy Holmes,University,4,01/23/2018,13:32,Pembina
"1820 Stevens ave s,Minneapolis,MN",44.964494,-93.275679,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:33,Pembina
"2230 32nd st e,Minneapolis,MN",44.944959000000004,-93.239672,2,9,Corcoran,Powderhorn,6,01/23/2018,13:34,Pembina
"1424 7th st se,Minneapolis,MN",44.983076000000004,-93.232534,2,3,Marcy Holmes,University,4,01/23/2018,13:34,Pembina
"1004 5th st se,Minneapolis,MN",44.983201,-93.240291,2,3,Marcy Holmes,University,4,01/23/2018,13:34,Pembina
"3228 ELLIOT AVE,Minneapolis,MN",44.943853999999995,-93.261669,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,13:34,Pembina
"1542 32ND ST E,Minneapolis,MN",44.944916,-93.251673,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,13:36,Pembina
"1538 32ND ST E,Minneapolis,MN",44.944916,-93.251707,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,13:36,Pembina
"1818 Stevens ave s,Minneapolis,MN",44.964596,-93.27563599999999,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:39,Pembina
"1308 Logan ave n ,Minneapolis,MN",44.991884000000006,-93.303203,2,5,Willard - Hay,Near North,1,01/23/2018,13:39,Pembina
"914 5TH ST SE,Minneapolis,MN",44.983723,-93.241373,2,3,Marcy Holmes,University,4,01/23/2018,13:39,Pembina
"3116 10TH AVE S,Minneapolis,MN",44.945977,-93.260417,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,13:40,Pembina
"1318 LOGAN AVE N,Minneapolis,MN",44.992252,-93.30320400000001,2,5,Willard - Hay,Near North,1,01/23/2018,13:41,Pembina
"1118 7th st se,Minneapolis,MN",44.984539,-93.236838,2,3,Marcy Holmes,University,4,01/23/2018,13:42,Pembina
"3144 FREMONT AVE S ,Minneapolis,MN",44.945052000000004,-93.296021,2,10,South Uptown,Calhoun Isle,5,01/23/2018,13:45,Pembina
"1114 7TH ST SE,Minneapolis,MN",44.984813,-93.236898,2,3,Marcy Holmes,University,4,01/23/2018,13:47,Pembina
"2418 dupont Ave n ,Minneapolis,MN",45.004426,-93.292307,2,5,Hawthorne,Near North,1,01/23/2018,13:48,Pembina
"3112 22nd Avenue South,Minneapolis,MN",44.946119,-93.240978,2,9,Corcoran,Powderhorn,6,01/23/2018,13:48,Pembina
"1332 Logan Ave N,Minneapolis,MN",44.992579,-93.30287,2,5,Willard - Hay,Near North,1,01/23/2018,13:49,Pembina
"2026 33rd st e,Minneapolis,MN",44.943081,-93.24325999999999,2,9,Corcoran,Powderhorn,6,01/23/2018,13:49,Pembina
"1426 6TH ST E,Minneapolis,MN",45.002713,-93.259165,2,3,Sheridan,Northeast,2,01/23/2018,13:49,Pembina
"708 5th st se,Minneapolis,MN",44.984879,-93.24449399999999,2,3,Marcy Holmes,University,4,01/23/2018,13:52,Pembina
"1002 5th st se,Minneapolis,MN",44.983216,-93.240328,2,3,Marcy Holmes,University,4,01/23/2018,13:53,Pembina
"1920 clinton av s,Minneapolis,MN",44.963155,-93.271987,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:53,Pembina
"3144 22nd Avenue South,Minneapolis,MN",44.945262,-93.240623,2,9,Corcoran,Powderhorn,6,01/23/2018,13:54,Pembina
"2906 Bryant Ave n ,Minneapolis,MN",45.009791,-93.290256,2,5,Hawthorne,Near North,1,01/23/2018,13:54,Pembina
"1900 jackson st ne,Minneapolis,MN",45.008074,-93.249416,2,1,Holland,Northeast,2,01/23/2018,13:55,Pembina
"1120 6th st se ,Minneapolis,MN",44.983575,-93.23754699999999,2,3,Marcy Holmes,University,4,01/23/2018,13:55,Pembina
"1852 jackson st ne,Minneapolis,MN",45.007719,-93.249491,2,1,Logan Park,Northeast,2,01/23/2018,13:57,Pembina
"110 18TH ST E,Minneapolis,MN",44.965555,-93.275836,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,13:59,Pembina
"1152 14th ave se,Minneapolis,MN",44.992461,-93.231746,2,1,Como,University,2,01/23/2018,14:00,Pembina
"3230 18TH AVE S,Minneapolis,MN",44.943554999999996,-93.248666,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,14:00,Pembina
"1120 pierce st ne,Minneapolis,MN",44.999739,-93.241548,2,1,Northeast Park,Northeast,2,01/23/2018,14:01,Pembina
"1116 7TH ST SE,Minneapolis,MN",44.984621999999995,-93.236971,2,3,Marcy Holmes,University,4,01/23/2018,14:01,Pembina
"3112 18TH AVE S,Minneapolis,MN",44.946121999999995,-93.248919,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,14:02,Pembina
"1830 2nd ave south,Minneapolis,MN",44.964778,-93.274028,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,14:03,Pembina
"1130 14th ave se,Minneapolis,MN",44.991833,-93.231765,2,1,Como,University,2,01/23/2018,14:05,Pembina
"1614 33rd st e,Minneapolis,MN",44.943153,-93.25099499999999,2,9,Powderhorn Park,Powderhorn,6,01/23/2018,14:05,Pembina
"1530 Morgan ave n ,Minneapolis,MN",44.995081,-93.30415500000001,2,5,Willard - Hay,Near North,1,01/23/2018,14:06,Pembina
"1174 14th ave se,Minneapolis,MN",44.99306,-93.23174399999999,2,1,Como,University,2,01/23/2018,14:07,Pembina
"1510 MORGAN AVE N,Minneapolis,MN",44.994527000000005,-93.304175,2,5,Willard - Hay,Near North,1,01/23/2018,14:07,Pembina
"3306 EMERSON AVE S,Minneapolis,MN",44.942640000000004,-93.294535,2,10,South Uptown,Calhoun Isle,5,01/23/2018,14:07,Pembina
"1924 2nd ave s,Minneapolis,MN",44.962959000000005,-93.274035,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,14:08,Pembina
"1810 polk st ne,Minneapolis,MN",45.005928000000004,-93.244838,2,1,Northeast Park,Northeast,2,01/23/2018,14:09,Pembina
"1914 jackson st ne,Minneapolis,MN",45.008421999999996,-93.249433,2,1,Holland,Northeast,2,01/23/2018,14:10,Pembina
"1066 13th ave se,Minneapolis,MN",44.989943,-93.23331999999999,2,2,Como,University,4,01/23/2018,14:14,Pembina
"3424 EMERSON AVE S,Minneapolis,MN",44.940475,-93.29499,2,10,South Uptown,Calhoun Isle,5,01/23/2018,14:14,Pembina
"1004 Morgan Ave N,Minneapolis,MN",44.988203000000006,-93.304485,2,5,Near - North,Near North,1,01/23/2018,14:15,Pembina
"3206 24th av s,Minneapolis,MN",44.944386,-93.237607,2,9,Corcoran,Powderhorn,6,01/23/2018,14:19,Pembina
"724 5th st se,Minneapolis,MN",44.984813,-93.24433,2,3,Marcy Holmes,University,4,01/23/2018,14:20,Pembina
"1110 6TH ST SE,Minneapolis,MN",44.983742,-93.237996,2,3,Marcy Holmes,University,4,01/23/2018,14:25,Pembina
"1514 BROOK AVE SE,Minneapolis,MN",44.986416999999996,-93.229635,2,2,Como,University,4,01/23/2018,14:26,Pembina
"2946 aldrich ave n ,Minneapolis,MN",45.010883,-93.289023,2,5,Hawthorne,Near North,1,01/23/2018,14:27,Pembina
"2900 Colfax Ave n ,Minneapolis,MN",45.009686,-93.291517,2,5,Hawthorne,Near North,1,01/23/2018,14:29,Pembina
"130 logan av n,Minneapolis,MN",44.977286,-93.302973,2,5,Harrison,Near North,3,01/23/2018,14:32,Pembina
"1328 talmage ave se,Minneapolis,MN",44.989444,-93.23295999999999,2,2,Como,University,4,01/23/2018,14:34,Pembina
"2210 33RD ST E,Minneapolis,MN",44.942935,-93.24042299999999,2,9,Corcoran,Powderhorn,6,01/23/2018,14:35,Pembina
"2212 33RD ST E,Minneapolis,MN",44.942935,-93.24038900000001,2,9,Corcoran,Powderhorn,6,01/23/2018,14:35,Pembina
"5644 35TH AVE S,Minneapolis,MN",44.900304,-93.221981,2,12,Morris Park,Nokomis,6,01/23/2018,14:38,Pembina
"2010 QUEEN AVE N,Minneapolis,MN",44.999901,-93.309186,2,5,Willard - Hay,Near North,1,01/23/2018,14:39,Pembina
"2104 32ND ST E,Minneapolis,MN",44.944994,-93.242068,2,9,Corcoran,Powderhorn,6,01/23/2018,14:41,Pembina
"3218 DuPont ave s,Minneapolis,MN",44.944053000000004,-93.293231,2,10,South Uptown,Calhoun Isle,5,01/23/2018,14:43,Pembina
"1110 talmage ave se,Minneapolis,MN",44.98953,-93.235683,2,2,Como,University,4,01/23/2018,14:47,Pembina
"3508 EMERSON AVE S,Minneapolis,MN",44.939138,-93.294927,2,10,South Uptown,Calhoun Isle,5,01/23/2018,14:47,Pembina
"1916 2ND AVE S,Minneapolis,MN",44.963376000000004,-93.27403199999999,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,14:47,Pembina
"310 19TH ST E,Minneapolis,MN",44.963956,-93.27212800000001,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,14:47,Pembina
"1918 2ND AVE S,Minneapolis,MN",44.963266,-93.274033,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,14:47,Pembina
"1410 TALMAGE AVE SE,Minneapolis,MN",44.989492999999996,-93.231356,2,1,Como,University,4,01/23/2018,14:50,Pembina
"3938 Aldrich Ave n,Minneapolis,MN",45.026893,-93.289074,2,4,Webber - Camden,Camden,1,01/23/2018,14:51,Pembina
"2104 GIRARD AVE S,Minneapolis,MN",44.961782,-93.297291,2,7,Lowry Hill,Calhoun Isle,3,01/23/2018,14:53,Pembina
"3142 COLFAX AVE S ,Minneapolis,MN",44.945152,-93.292253,2,10,South Uptown,Calhoun Isle,5,01/23/2018,14:55,Pembina
"1078 25TH AVE SE,Minneapolis,MN",44.990503000000004,-93.217706,2,1,Como,University,4,01/23/2018,14:56,Pembina
"3548 DuPont Avenue S,Minneapolis,MN",44.937987,-93.293683,2,10,South Uptown,Calhoun Isle,5,01/23/2018,14:57,Pembina
"1022 25TH AVE SE,Minneapolis,MN",44.988681,-93.217731,2,1,Como,University,4,01/23/2018,14:57,Pembina
"2954 aldrich ave n ,Minneapolis,MN",45.010993,-93.289268,2,5,Hawthorne,Near North,1,01/23/2018,14:58,Pembina
"2900 33RD ST E,Minneapolis,MN",44.943169,-93.229996,2,2,Longfellow,Longfellow,6,01/23/2018,14:59,Pembina
"2708 37th st e,Minneapolis,MN",44.936091999999995,-93.232905,2,12,Standish,Powderhorn,6,01/23/2018,15:00,Pembina
"1500 BROOK AVE SE,Minneapolis,MN",44.986585,-93.229372,2,2,Como,University,4,01/23/2018,15:00,Pembina
"3224 29TH AVE S,Minneapolis,MN",44.944151,-93.230296,2,2,Longfellow,Longfellow,6,01/23/2018,15:00,Pembina
"838 21ST AVE SE,Minneapolis,MN",44.984766,-93.222627,2,2,Como,University,4,01/23/2018,15:00,Pembina
"857 22ND AVE SE,Minneapolis,MN",44.985327000000005,-93.221587,2,2,Como,University,4,01/23/2018,15:00,Pembina
"624 newton ave n ,Minneapolis,MN",44.985145,-93.305441,2,5,Near - North,Near North,1,01/23/2018,15:01,Pembina
"2018 2nd av n,Minneapolis,MN",44.978953000000004,-93.306662,2,5,Harrison,Near North,3,01/23/2018,15:03,Pembina
"2116 Bryant Ave s,Minneapolis,MN",44.961293,-93.29087700000001,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,15:04,Pembina
"2106 bryant ave s,Minneapolis,MN",44.961566,-93.29090699999999,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,15:04,Pembina
"2208 Bryant ave n,Minneapolis,MN",45.001849,-93.29105200000001,2,5,Hawthorne,Near North,1,01/23/2018,15:06,Pembina
"2916 Colfax Ave n ,Minneapolis,MN",45.010073999999996,-93.291791,2,5,Hawthorne,Near North,1,01/23/2018,15:06,Pembina
"1118 newton ave n ,Minneapolis,MN",44.989502,-93.30538299999999,2,5,Near - North,Near North,1,01/23/2018,15:07,Pembina
"3112 DUPONT AVE,Minneapolis,MN",45.012848999999996,-93.292794,2,5,Hawthorne,Near North,1,01/23/2018,15:07,Pembina
"3025 COLFAX ,Minneapolis,MN",44.947455,-93.291669,2,10,South Uptown,Calhoun Isle,5,01/23/2018,15:10,Pembina
"3948 NOKOMIS av s,Minneapolis,MN",44.930884999999996,-93.22858199999999,2,12,Standish,Powderhorn,6,01/23/2018,15:14,Pembina
"1026 7th st se ,Minneapolis,MN",44.985196,-93.237859,2,3,Marcy Holmes,University,4,01/23/2018,15:15,Pembina
"1202 7th st se ,Minneapolis,MN",44.984234,-93.23605,2,3,Marcy Holmes,University,4,01/23/2018,15:20,Pembina
"1622 43rd st e,Minneapolis,MN",44.925125,-93.25048100000001,2,11,Northrop,Nokomis,6,01/23/2018,15:21,Pembina
"322 newton av n,Minneapolis,MN",44.980773,-93.305715,2,5,Harrison,Near North,3,01/23/2018,15:21,Pembina
"2202 ALDRICH AVE S,Minneapolis,MN",44.960633,-93.289287,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,15:23,Pembina
"1024 27TH AVE SE,Minneapolis,MN",44.988956,-93.214795,2,1,Como,University,4,01/23/2018,15:23,Pembina
"424 queen n,Minneapolis,MN",44.982265000000005,-93.309446,2,5,Harrison,Near North,3,01/23/2018,15:24,Pembina
"1726 TALMAGE AVE SE,Minneapolis,MN",44.989437,-93.228008,2,1,Como,University,4,01/23/2018,15:25,Pembina
"1076 14th ave se,Minneapolis,MN",44.990246,-93.23178399999999,2,1,Como,University,4,01/23/2018,15:25,Pembina
"1158 4th Ave SE,Minneapolis,MN",44.989049,-93.247575,2,3,Marcy Holmes,University,4,01/23/2018,15:27,Pembina
"1070 17TH AVE S,Minneapolis,MN",44.989981,-93.227992,2,1,Como,University,4,01/23/2018,15:28,Pembina
"1174 14th Ave SE,Minneapolis,MN",44.99306,-93.23174399999999,2,1,Como,University,2,01/23/2018,15:29,Pembina
"2428 bryant ave s,Minneapolis,MN",44.958096000000005,-93.290929,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,15:30,Pembina
"2500 Bryant Ave s,Minneapolis,MN",44.956971,-93.291229,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,15:31,Pembina
"1130 winter st ne,Minneapolis,MN",44.993147,-93.24279200000001,2,3,Beltrami,Northeast,2,01/23/2018,15:32,Pembina
"1018 22ND AVE SE,Minneapolis,MN",44.98845,-93.221558,2,1,Como,University,4,01/23/2018,15:32,Pembina
"804 Oliver ave n ,Minneapolis,MN",44.986343,-93.30665,2,5,Near - North,Near North,1,01/23/2018,15:33,Pembina
"344 Ulysses ave ne,Minneapolis,MN",44.991525,-93.23588000000001,2,1,Como,University,4,01/23/2018,15:34,Pembina
"1814 Newton Ave N,Minneapolis,MN",44.997912,-93.305418,2,5,Willard - Hay,Near North,1,01/23/2018,15:35,Pembina
"914 RUSSELL AVE N,Minneapolis,MN",44.987388,-93.310731,2,5,Willard - Hay,Near North,1,01/23/2018,15:38,Pembina
"1828 2nd ave s,Minneapolis,MN",44.964802,-93.274028,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,15:38,Pembina
"2718 aldrich ave n ,Minneapolis,MN",45.008339,-93.289041,2,5,Hawthorne,Near North,1,01/23/2018,15:39,Pembina
"3324 COLFAX AVE S,Minneapolis,MN",44.942147,-93.29228499999999,2,10,South Uptown,Calhoun Isle,5,01/23/2018,15:41,Pembina
"1810 Newton ave n,Minneapolis,MN",44.997801,-93.305401,2,5,Willard - Hay,Near North,1,01/23/2018,15:41,Pembina
"900 23rd ave ne,Minneapolis,MN",45.010665,-93.248882,2,1,Holland,Northeast,2,01/23/2018,15:42,Pembina
"908 18th ave se,Minneapolis,MN",44.986856,-93.22664499999999,2,2,Como,University,4,01/23/2018,15:42,Pembina
"336 18th st e,Minneapolis,MN",44.965365000000006,-93.271058,2,6,Steven's Square - Loring Heights,Central,3,01/23/2018,15:43,Pembina
"350 ULYSSES ST NE,Minneapolis,MN",44.992956,-93.236135,2,1,Como,University,2,01/23/2018,15:44,Pembina
"2932 Bryant Ave n ,Minneapolis,MN",45.010563,-93.29029399999999,2,5,Hawthorne,Near North,1,01/23/2018,15:45,Pembina
"2324 32ND ST E,Minneapolis,MN",44.944944,-93.23788,2,9,Corcoran,Powderhorn,6,01/23/2018,15:46,Pembina
"3152 28TH AVE S,Minneapolis,MN",44.94567,-93.231585,2,2,Longfellow,Longfellow,6,01/23/2018,15:46,Pembina
"1904 pleasant ave s,Minneapolis,MN",44.963679,-93.282912,2,7,Steven's Square - Loring Heights,Central,3,01/23/2018,15:47,Pembina
"330 ulysses st ne,Minneapolis,MN",44.991499,-93.235874,2,1,Como,University,4,01/23/2018,15:47,Pembina
"2358 Mckinley st ne,Minneapolis,MN",45.013082,-93.228437,2,1,Windom Park,Northeast,2,01/23/2018,15:48,Pembina
"1100 25TH AVE SE,Minneapolis,MN",44.9911,-93.217466,2,1,Como,University,4,01/23/2018,15:56,Pembina
"2430 PILLSBURY AVE,Minneapolis,MN",44.957985,-93.281767,2,10,Whittier,Powderhorn,3,01/23/2018,15:57,Pembina
"2750 PILLSBURY AVE ,Minneapolis,MN",44.952176,-93.281696,2,10,Whittier,Powderhorn,3,01/23/2018,15:57,Pembina
"2418 TALMAGE AVE SE,Minneapolis,MN",44.989592,-93.218735,2,1,Como,University,4,01/23/2018,15:57,Pembina
"2524 BRYANT AVE S,Minneapolis,MN",44.956497999999996,-93.290589,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,16:03,Pembina
"812 5th av n,Minneapolis,MN",44.982942,-93.290152,2,5,Sumner - Glenwood,Near North,3,01/23/2018,16:05,Pembina
"3424 26TH AVE S,Minneapolis,MN",44.940506,-93.234674,2,9,Corcoran,Powderhorn,6,01/23/2018,16:07,Pembina
"1104 17th ave se,Minneapolis,MN",44.990970000000004,-93.228217,2,1,Como,University,4,01/23/2018,16:08,Pembina
"326 Ulysses st ne,Minneapolis,MN",44.991492,-93.235873,2,2,Como,University,4,01/23/2018,16:10,Pembina
"3434 24TH AVE S,Minneapolis,MN",44.940020000000004,-93.237214,2,9,Corcoran,Powderhorn,6,01/23/2018,16:12,Pembina
"1722 THOMAS AVE N ,Minneapolis,MN",44.997713,-93.312966,2,5,Willard - Hay,Near North,1,01/23/2018,16:14,Pembina
"3322 ALDRICH AVE S ,Minneapolis,MN",44.942203000000006,-93.289447,2,10,South Uptown,Calhoun Isle,5,01/23/2018,16:15,Pembina
"620 PIERCE ST NE,Minneapolis,MN",44.995753,-93.24096999999999,2,3,Beltrami,Northeast,2,01/23/2018,16:15,Pembina
"1106 26th ave se,Minneapolis,MN",44.991265000000006,-93.21616999999999,2,1,Como,University,4,01/23/2018,16:17,Pembina
"1910 LOGAN AVE N,Minneapolis,MN",44.998853000000004,-93.30318100000001,2,5,Willard - Hay,Near North,1,01/23/2018,16:19,Pembina
"7TH ST & 5TH AVE S,Minneapolis,MN",44.974015,-93.265447,2,7,Downtown West,Central,3,01/23/2018,16:21,Pembina
"1710 Oliver ave n ,Minneapolis,MN",44.996704,-93.306607,2,5,Willard - Hay,Near North,1,01/23/2018,16:22,Pembina
"2008 BRYANT AVE S,Minneapolis,MN",44.962207,-93.290918,2,10,Lowry Hill East,Calhoun Isle,3,01/23/2018,16:22,Pembina
"214 LOGAN AVE N,Minneapolis,MN",44.978279,-93.30291700000001,2,5,Harrison,Near North,3,01/23/2018,16:24,Pembina
"3020 Colfax Ave n ,Minneapolis,MN",45.011638,-93.291448,2,5,Hawthorne,Near North,1,01/23/2018,16:25,Pembina
"1024 15TH AVE SE,Minneapolis,MN",44.988655,-93.230447,2,1,Como,University,4,01/23/2018,16:27,Pembina
"3014 Colfax Ave n ,Minneapolis,MN",45.011611,-93.291449,2,5,Hawthorne,Near North,1,01/23/2018,16:28,Pembina
"1600 Oliver Ave N,Minneapolis,MN",44.995357,-93.306609,2,5,Willard - Hay,Near North,1,01/23/2018,16:30,Pembina
"3436 24TH AVE S,Minneapolis,MN",44.939974,-93.237689,2,9,Corcoran,Powderhorn,6,01/23/2018,16:30,Pembina
"500 Humboldt Avenue North,Minneapolis,MN",44.982832,-93.298148,2,5,Harrison,Near North,3,01/23/2018,16:32,Pembina
"3706 43rd st e,Minneapolis,MN",44.925325,-93.21905799999999,2,12,Hiawatha,Longfellow,6,01/23/2018,16:32,Pembina
