Location,Latitude,Longitude,Neighborhood,Community,Ward,Day,Tow_Zone,Date,Time,Emergency
3809 39TH ST E,44.9321060181,-93.2174835205,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3225 37TH ST E,44.9356803894,-93.2250976563,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3219 37TH ST E,44.9364395142,-93.2257156372,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3211 37TH ST E,44.935180664099995,-93.22478485110001,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3203 37TH ST E,44.9358558655,-93.22666931149999,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3115 37TH ST E,44.9361343384,-93.22721862790002,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3121 36TH ST E,44.937412261999995,-93.22702026370001,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
3129 36TH ST E,44.937999725299996,-93.2261734009,Howe,Longfellow,12,3,6,01/17/2018,00:00,Olive
1712 DUPONT AVE S,44.9670295715,-93.29309082030001,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1718 DUPONT AVE S,44.966850280799996,-93.2930831909,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1724 DUPONT AVE S,44.966674804700006,-93.29314422610001,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1912 DUPONT AVE S,44.963817596400006,-93.2930831909,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1942 DUPONT AVE S,44.9631347656,-93.29314422610001,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
2000 DUPONT AVE S,44.962604522700005,-93.29312896729999,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
2026 DUPONT AVE S,44.9618988037,-93.2931365967,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
2100 DUPONT AVE S,44.9617004395,-93.2931671143,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1802 BRYANT AVE S,44.965312957799995,-93.290512085,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1818 BRYANT AVE S,44.964756011999995,-93.2905731201,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1824 BRYANT AVE S,44.9645614624,-93.29061126709999,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1700 BRYANT AVE S,44.966297149700004,-93.29056549069999,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1706 BRYANT AVE S,44.9661941528,-93.2905349731,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1724 BRYANT AVE S,44.9656410217,-93.29048919680001,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1768 COLFAX AVE S,44.96616745,-93.291847229,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1772 COLFAX AVE S,44.966178893999995,-93.2918395996,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1776 COLFAX AVE S,44.9658355713,-93.2918014526,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1778 COLFAX AVE S,44.9656944275,-93.29187011719999,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1802 COLFAX AVE S,44.9652328491,-93.2918548584,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1900 COLFAX AVE S,44.964214325,-93.2918777466,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
1902 COLFAX AVE S,44.9641723633,-93.2918243408,Lowry Hill,Calhoun Isle,7,2,3,01/16/2018,00:00,Olive
2312 10TH AVE S,44.9600753784,-93.2591323853,Ventura Village,Phillips,6,2,3,01/16/2018,00:00,Olive
2404 10TH AVE S,44.9588012695,-93.2604064941,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2404 10TH AVE S,44.9589500427,-93.260269165,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2404 10TH AVE S,44.9588813782,-93.2601776123,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2422 10TH AVE S,44.9585227966,-93.2599029541,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2416 10TH AVE S,44.9585227966,-93.2599029541,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2416 10TH AVE S,44.9586372375,-93.2597961426,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2412 10TH AVE S,44.9586372375,-93.2597961426,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2504 10TH AVE S,44.957359313999994,-93.2598495483,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2612 10TH AVE S,44.9554595947,-93.26002502440001,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2610 10TH AVE S,44.955646514899996,-93.2612304688,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2608 10TH AVE S,44.9557304382,-93.2607650757,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2606 10TH AVE S,44.9558525085,-93.260269165,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2606 10TH AVE S,44.955646514899996,-93.2612304688,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
904 33 1/2 ST E,44.9421424866,-93.2610092163,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3028 10TH AVE S,44.947322845500004,-93.2601242065,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3018 11TH AVE S,44.947719574,-93.2588424683,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3008 11TH AVE S,44.9480628967,-93.2588577271,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3008 12TH AVE S,44.94812393189999,-93.2576828003,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3024 12TH AVE S,44.947353363000005,-93.25762939450001,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3022 12TH AVE S,44.9474449158,-93.25762939450001,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3020 12TH AVE S,44.9475059509,-93.257598877,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3016 12TH AVE S,44.9475593567,-93.2576065063,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3110 12TH AVE S,44.9462127686,-93.2576141357,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3112 13TH AVE S,44.9460792542,-93.2563018799,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3110 13TH AVE S,44.9461212158,-93.25630950930001,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3018 13TH AVE S,44.9477996826,-93.2563018799,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3008 13TH AVE S,44.9481582642,-93.25637817379999,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3056 14TH AVE S,44.9467430115,-93.2550888062,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3016 14TH AVE S,44.947807311999995,-93.2550888062,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3138 14TH AVE S,44.945400238000005,-93.25504302979999,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3136 14TH AVE S,44.9454460144,-93.255027771,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3132 14TH AVE S,44.9454917908,-93.2550506592,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3116 14TH AVE S,44.945930481000005,-93.25505828860001,Powderhorn Park,Powderhorn,9,2,6,01/16/2018,00:00,Olive
3104 40TH AVE S,44.9466705322,-93.2153778076,Cooper,Longfellow,2,2,6,01/16/2018,00:00,Olive
3336 40TH AVE S,44.9466743469,-93.2153396606,Cooper,Longfellow,2,2,6,01/16/2018,00:00,Olive
3836 38TH AVE S,44.9466743469,-93.2153396606,Cooper,Longfellow,2,2,6,01/16/2018,00:00,Olive
4044 38TH AVE S,44.9466743469,-93.2153396606,Cooper,Longfellow,2,2,6,01/16/2018,00:00,Olive
3632 35TH AVE S,44.9368247986,-93.22166442870001,Howe,Longfellow,12,2,6,01/16/2018,00:00,Olive
1530 27TH ST E,44.9537200928,-93.2520446777,East Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
1534 27TH ST E,44.9537200928,-93.2520141602,East Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
1612 27TH ST E,44.953735351599995,-93.25050354,East Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
1810 27TH ST E,44.9537467957,-93.2471313477,East Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2826 40TH AVE S,44.951110839799995,-93.2153396606,Cooper,Longfellow,2,2,4,01/16/2018,00:00,Olive
2942 40TH AVE S,44.948764801,-93.2153549194,Cooper,Longfellow,2,2,4,01/16/2018,00:00,Olive
2820 38TH AVE S,44.9512367249,-93.2178344727,Cooper,Longfellow,2,2,4,01/16/2018,00:00,Olive
2954 37TH AVE S,44.948551178,-93.21918487549999,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2954 37TH AVE S,44.948711395299995,-93.21914672850001,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2944 37TH AVE S,44.9488258362,-93.2191619873,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2940 37TH AVE S,44.9489517212,-93.2191925049,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2808 34TH AVE S,44.95156860350001,-93.222946167,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2906 34TH AVE S,44.949962616,-93.222984314,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2938 34TH AVE S,44.9487266541,-93.222984314,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2940 34TH AVE S,44.948680877700006,-93.2229614258,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2942 34TH AVE S,44.948600768999995,-93.2229614258,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2936 33RD AVE S,44.9488258362,-93.22434997559999,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2934 33RD AVE S,44.9488677979,-93.22434997559999,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2932 33RD AVE S,44.9488983154,-93.2243804932,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2926 33RD AVE S,44.949138641400005,-93.224357605,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2800 32ND AVE S,44.951820373500006,-93.22569274899999,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2802 32ND AVE S,44.9517936707,-93.22570800780001,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2804 32ND AVE S,44.9517326355,-93.22570800780001,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2806 32ND AVE S,44.9515953064,-93.2257232666,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2810 32ND AVE S,44.9514923096,-93.22569274899999,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2816 32ND AVE S,44.9513053894,-93.2257232666,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2818 32ND AVE S,44.9513168335,-93.22570800780001,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2826 32ND AVE S,44.951015472399995,-93.2257003784,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
2832 32ND AVE S,44.9508285522,-93.2257232666,Longfellow,Longfellow,2,2,4,01/16/2018,00:00,Olive
909 15TH ST E,44.9680290222,-93.2606506348,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
913 15TH ST E,44.968032836899994,-93.2604598999,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
919 15TH ST E,44.9680175781,-93.2602081299,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
923 15TH ST E,44.968002319300005,-93.2600708008,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1425 10TH AVE S,44.968135833699996,-93.25960540770001,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1423 10TH AVE S,44.968208313000005,-93.2595672607,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1419 10TH AVE S,44.9683456421,-93.2596206665,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1417 10TH AVE S,44.96835327149999,-93.2596359253,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1415 10TH AVE S,44.9684066772,-93.2596282959,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1413 10TH AVE S,44.9684677124,-93.2596511841,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1411 10TH AVE S,44.968585968,-93.2596130371,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1621 10TH AVE S,44.9665412903,-93.2596282959,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1611 10TH AVE S,44.9668273926,-93.2596817017,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1529 10TH AVE S,44.9671440125,-93.2596282959,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1525 10TH AVE S,44.9672622681,-93.25964355469999,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1517 10TH AVE S,44.9674568176,-93.2596130371,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1513 10TH AVE S,44.9676094055,-93.2595748901,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1511 10TH AVE S,44.9676895142,-93.2595748901,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1509 10TH AVE S,44.9677314758,-93.2595748901,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1505 10TH AVE S,44.9677886963,-93.2595748901,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1621 ELLIOT AVE,44.9664955139,-93.2610473633,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1619 ELLIOT AVE,44.9665908813,-93.2610321045,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1613 ELLIOT AVE,44.9668235779,-93.2610321045,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1609 ELLIOT AVE,44.9669113159,-93.2610244751,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1607 ELLIOT AVE,44.966960907,-93.26103973389999,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
1603 ELLIOT AVE,44.967067718500005,-93.2609939575,Elliot Park,Central,6,3,3,01/17/2018,00:00,Olive
2632 10TH AVE S,44.9539909363,-93.2604904175,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2630 10TH AVE S,44.9541244507,-93.26090240479999,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2628 10TH AVE S,44.953701019300006,-93.2604598999,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2626 10TH AVE S,44.9543075562,-93.2608032227,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2916 11TH AVE S,44.94933700560001,-93.25891113280001,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2920 11TH AVE S,44.9493713379,-93.25894927979999,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2922 11TH AVE S,44.949226379399995,-93.25894927979999,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2928 11TH AVE S,44.9490814209,-93.2588729858,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2930 11TH AVE S,44.9491195679,-93.2588348389,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2938 11TH AVE S,44.9491882324,-93.25891113280001,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2940 11TH AVE S,44.9489250183,-93.2592697144,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2942 11TH AVE S,44.9488296509,-93.2588348389,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2824 11TH AVE S,44.950908660900005,-93.2587127686,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2818 11TH AVE S,44.951263427700006,-93.25894927979999,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2816 11TH AVE S,44.9514083862,-93.25910949709998,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2736 11TH AVE S,44.952583313000005,-93.2587127686,Midtown Phillips,Phillips,9,2,3,01/16/2018,00:00,Olive
2407 5TH AVE S,44.9591598511,-93.26825714110001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2409 5TH AVE S,44.9587745667,-93.2689971924,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
108 3RD AVE NE,44.990241,-93.26067900000001,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
110 3RD AVE NE,44.990252000000005,-93.26061,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
404 3RD AVE NE,44.991565,-93.25673,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
728 3RD AVE NE,44.993502,-93.251947,St. Anthony East,Northeast,3,2,2,01/16/2018,00:00,Olive
724 3RD AVE NE,44.993454,-93.252077,St. Anthony East,Northeast,3,2,2,01/16/2018,00:00,Olive
222 4TH AVE NE,44.991988,-93.260203,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
204 4TH AVE NE,44.991902,-93.260468,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
326 5TH AVE NE,44.993802,-93.259658,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
216 5TH AVE NE,44.993204999999996,-93.261395,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
316 6TH AVE NE,44.994564000000004,-93.26023,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
652 SUMMER ST NE,44.996884,-93.255361,St. Anthony East,Northeast,3,2,2,01/16/2018,00:00,Olive
904 SUMMER ST NE,44.996904,-93.24844,St. Anthony East,Northeast,3,2,2,01/16/2018,00:00,Olive
920 SUMMER ST NE,44.996895,-93.248056,St. Anthony East,Northeast,3,2,2,01/16/2018,00:00,Olive
728 6TH ST NE,44.997823,-93.257889,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
730 6TH ST NE,44.997929,-93.25791600000001,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
1220 WASHINGTON ST NE,45.00057983399999,-93.2575912476,Sheridan,Northeast,1,2,2,01/16/2018,00:00,Olive
1530 WASHINGTON ST NE,45.0038642883,-93.25749206540002,Logan Park,Northeast,1,2,2,01/16/2018,00:00,Olive
216 5TH ST NE,44.9915351868,-93.25505828860001,St. Anthony East,Northeast,3,2,2,01/16/2018,00:00,Olive
216 5TH ST NE,44.997470855699994,-93.2592086792,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
718 4TH ST NE,44.9968757629,-93.26091766360001,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
320 4TH ST NE,44.9923324585,-93.2577590942,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
306 9TH AVE NE,44.9979515076,-93.2627410889,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
124 10TH AVE NE,44.997543335,-93.2667999268,St. Anthony West,Northeast,3,2,2,01/16/2018,00:00,Olive
724 5TH ST SE,44.984783172600004,-93.2437210083,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1304 7TH AVE SE,44.983730316199996,-93.23461151120001,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1306 7TH AVE SE,44.983695983900006,-93.2345657349,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1312 7TH AVE SE,44.983520507799994,-93.2343521118,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1316 7TH AVE SE,44.9836730957,-93.23397827149999,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1318 7TH AVE SE,44.983520507799994,-93.2343521118,Marcy Holmes,University,3,2,4,01/16/2018,00:00,Olive
1716 POLK ST NE,45.005596160900005,-93.24521636959999,Northeast Park,Northeast,1,2,2,01/16/2018,00:00,Olive
2310 POLK ST NE,45.0111312866,-93.2456054688,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
1820 TYLER ST NE,45.0065116882,-93.24382019040002,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
2330 FILLMORE ST NE,45.011589050299996,-93.2422637939,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
2414 FILLMORE ST NE,45.0128593445,-93.2425231934,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
2246 PIERCE ST NE,45.0112304688,-93.2408370972,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
1710 JOHNSON ST NE,45.0050926208,-93.23726654049999,Northeast Park,Northeast,1,2,2,01/16/2018,00:00,Olive
1820 HAYES ST NE,45.0066642761,-93.23455810549999,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
1808 HAYES ST NE,45.0063743591,-93.2345275879,Windom Park,Northeast,1,2,2,01/16/2018,00:00,Olive
219 3RD AVE NE,44.9906959534,-93.25891113280001,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
225 3RD AVE NE,44.9907150269,-93.2582015991,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
313 3RD AVE NE,44.9912490845,-93.2574005127,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
311 3RD AVE NE,44.991130828900005,-93.2577362061,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
309 3RD AVE NE,44.991230011000006,-93.258102417,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
513 3RD AVE NE,44.992126464799995,-93.2548141479,St. Anthony East,Northeast,3,3,2,01/17/2018,00:00,Olive
221 4TH AVE NE,44.9919624329,-93.26055908200001,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
227 5TH AVE NE,44.9934654236,-93.26029205319999,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
209 7TH AVE NE,44.9954719543,-93.2627716064,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
529 7TH AVE NE,44.996757507299996,-93.25735473629999,St. Anthony East,Northeast,3,3,2,01/17/2018,00:00,Olive
673 SUMMER ST NE,44.99695205689999,-93.2543334961,St. Anthony East,Northeast,3,3,2,01/17/2018,00:00,Olive
217 5TH ST NE,44.991611480699994,-93.25498962399999,St. Anthony East,Northeast,3,3,2,01/17/2018,00:00,Olive
219 5TH ST NE,44.991680145299995,-93.2550811768,St. Anthony East,Northeast,3,3,2,01/17/2018,00:00,Olive
127 5TH ST NE,44.9907073975,-93.2546157837,Nicollet Island - East Bank,University,3,3,2,01/17/2018,00:00,Olive
123 5TH ST NE,44.990600585900005,-93.25456237790002,Nicollet Island - East Bank,University,3,3,2,01/17/2018,00:00,Olive
121 5TH ST NE,44.9906387329,-93.254524231,Nicollet Island - East Bank,University,3,3,2,01/17/2018,00:00,Olive
121 5TH ST NE,44.990604400600006,-93.25448608399999,Nicollet Island - East Bank,University,3,3,2,01/17/2018,00:00,Olive
301 4TH ST NE,44.9912490845,-93.2574005127,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
505 4TH ST NE,44.994197845500004,-93.2589187622,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
515 4TH ST NE,44.9946975708,-93.2592086792,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
617 4TH ST NE,44.995414733900006,-93.2596893311,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
619 4TH ST NE,44.9954109192,-93.259765625,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
801 4TH ST NE,44.9972038269,-93.26084136959999,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
901 4TH ST NE,44.998374938999994,-93.26195526120001,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
411 9TH AVE NE,44.9981307983,-93.2615737915,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
219 9TH AVE NE,44.9975509644,-93.2640380859,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
217 9TH AVE NE,44.9975852966,-93.26407623290001,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
207 9TH AVE NE,44.997402191199996,-93.2640991211,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
137 10TH AVE NE,44.997478485100004,-93.2665557861,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
127 11TH AVE NE,44.9985389709,-93.26770019530001,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
801 MAIN ST NE,44.995830535900005,-93.2655792236,St. Anthony West,Northeast,3,3,2,01/17/2018,00:00,Olive
1906 2ND AVE S,44.963684082,-93.27410125729999,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1904 2ND AVE S,44.963760376,-93.27411651610001,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1900 2ND AVE S,44.9638328552,-93.2741470337,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1832 2ND AVE S,44.9640464783,-93.27409362790002,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1830 2ND AVE S,44.964164733900006,-93.27406311040001,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1828 2ND AVE S,44.964176178,-93.2740859985,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1826 2ND AVE S,44.964199066199996,-93.2740859985,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1814 2ND AVE S,44.9646034241,-93.2740859985,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1812 2ND AVE S,44.964717865,-93.2740783691,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1810 2ND AVE S,44.9648284912,-93.2740859985,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1802 2ND AVE S,44.9649963379,-93.27411651610001,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1728 2ND AVE S,44.9653739929,-93.2740707397,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1726 2ND AVE S,44.9654083252,-93.27410125729999,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1716 2ND AVE S,44.9655265808,-93.2740859985,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1716 2ND AVE S,44.9655838013,-93.2740859985,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1714 2ND AVE S,44.965675354,-93.2740707397,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1712 2ND AVE S,44.9657211304,-93.27411651610001,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1712 2ND AVE S,44.9658088684,-93.27409362790002,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
1710 2ND AVE S,44.9658355713,-93.2741394043,Steven's Square - Loring Heights,Central,6,2,3,01/16/2018,00:00,Olive
