Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
3011 17TH AVE S,44.947897999999995,-93.249976,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3013 17TH AVE S,44.947814,-93.249976,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3015 17TH AVE S,44.94778,-93.24996800000001,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3015 17TH AVE S,44.947767,-93.249997,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3019 17TH AVE S,44.947707,-93.250024,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3021 17TH AVE S,44.947702,-93.250026,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3117 17TH AVE S,44.945941,-93.249975,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3135 17TH AVE S,44.945297,-93.249932,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3203 17TH AVE S,44.944448,-93.249893,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3237 17TH AVE S,44.943463,-93.249845,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3245 17TH AVE S,44.943143,-93.24974,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3415 17TH AVE S,44.940868,-93.249829,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4713 17TH AVE S,44.917572,-93.24973299999999,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4735 16TH AVE S,44.917024,-93.251188,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4733 16TH AVE S,44.917058000000004,-93.25102700000001,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4725 16TH AVE S,44.917233,-93.251222,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4709 16TH AVE S,44.917603,-93.25123,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4709 16TH AVE S,44.917767,-93.250945,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4533 16TH AVE S,44.920547,-93.251265,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4455 16TH AVE S,44.921996,-93.251178,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4421 16TH AVE S,44.922709999999995,-93.25121999999999,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4417 16TH AVE S,44.922895000000004,-93.251276,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4337 16TH AVE S,44.92378,-93.25130300000001,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4327 16TH AVE S,44.924057,-93.251361,11,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4239 16TH AVE S,44.925398,-93.251,8,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4231 16TH AVE S,44.925683,-93.251152,8,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4229 16TH AVE S,44.925596,-93.251188,8,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4141 16TH AVE S,44.927027,-93.250753,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4129 16TH AVE S,44.927718,-93.25038,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4029 16TH AVE S,44.929442,-93.251036,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4025 16TH AVE S,44.929701,-93.251189,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4005 16TH AVE S,44.930151,-93.25109300000001,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3817 16TH AVE S,44.933553,-93.251134,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3805 16TH AVE S,44.933833,-93.251277,8,Bancroft,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3421 16TH AVE S,44.940751,-93.251347,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3233 16TH AVE S,44.943903999999996,-93.251297,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3225 16TH AVE S,44.943915999999994,-93.25125,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3207 16TH AVE S,44.944393,-93.251253,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3205 16TH AVE S,44.944346,-93.251334,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3201 16TH AVE S,44.944974,-93.251223,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3135 PILLSBURY AVE,44.945322999999995,-93.28154,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3257 PILLSBURY AVE,44.943086,-93.28124100000001,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3549 PILLSBURY AVE,44.93823,-93.281391,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3607 PILLSBURY AVE,44.937342,-93.281398,8,King Field,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3629 PILLSBURY AVE,44.936567,-93.281352,8,King Field,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3829 PILLSBURY AVE,44.933191,-93.281181,8,King Field,Southwest,5,3,Diamond Lake,03/12/2019,00:00
4445 ALDRICH AVE S,44.921679,-93.289559,13,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
4439 ALDRICH AVE S,44.92198,-93.28978599999999,13,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
4011 ALDRICH AVE S,44.930075,-93.289539,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3955 ALDRICH AVE S,44.930524,-93.289726,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3817 ALDRICH AVE S,44.933461,-93.28956600000001,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3821 ALDRICH AVE S,44.933376,-93.289688,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3733 ALDRICH AVE S,44.934975,-93.28941999999999,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3551 ALDRICH AVE S,44.937774,-93.28945999999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3517 ALDRICH AVE S,44.938962,-93.289542,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3449 ALDRICH AVE S,44.939814,-93.28939799999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3453 ALDRICH AVE S,44.939786,-93.289613,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3333 ALDRICH AVE S,44.942109,-93.289513,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3147 ALDRICH AVE S,44.945119,-93.28921700000001,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3143 ALDRICH AVE S,44.945175,-93.289355,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3023 ALDRICH AVE S,44.947573,-93.28953299999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3025 ALDRICH AVE S,44.947438,-93.289342,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3029 ALDRICH AVE S,44.9473,-93.28930799999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3011 COLFAX AVE S,44.94782,-93.291916,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3217 COLFAX AVE S,44.944037,-93.291878,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3343 COLFAX AVE S,44.941662,-93.291845,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3419 COLFAX AVE S,44.940626,-93.292034,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3513 COLFAX AVE S,44.939069,-93.29205999999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3537 COLFAX AVE S,44.938167,-93.291837,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3641 COLFAX AVE S,44.936816,-93.292005,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3641 COLFAX AVE S,44.936539,-93.292141,10,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
4321 COLFAX AVE S,44.924375,-93.29213,13,East Harriet,Southwest,5,3,Diamond Lake,03/12/2019,00:00
3551 GIRARD AVE S,44.938061,-93.297198,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3539 GIRARD AVE S,44.938218,-93.297155,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3451 GIRARD AVE S,44.939769,-93.297152,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3435 GIRARD AVE S,44.940236,-93.29726099999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3433 GIRARD AVE S,44.940302,-93.297234,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3309 GIRARD AVE S,44.942695,-93.297115,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3241 GIRARD AVE S,44.943444,-93.297102,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3233 GIRARD AVE S,44.943536,-93.297081,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3215 GIRARD AVE S,44.944320000000005,-93.297094,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3117 GIRARD AVE S,44.945955,-93.29708199999999,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3121 GIRARD AVE S,44.945966,-93.297072,10,South Uptown,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3225 HOLMES AVE,44.943796,-93.299384,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3211 HOLMES AVE,44.944458000000004,-93.29961,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3215 HOLMES AVE,44.944146,-93.299658,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3311 HOLMES AVE,44.942309,-93.299611,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3401 HOLMES AVE,44.94101,-93.299621,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3405 HOLMES AVE,44.94099,-93.29957399999999,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3417 HOLMES AVE,44.940638,-93.29964,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
2741 PLEASANT AVE,44.952341,-93.282987,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2745 PLEASANT AVE,44.952262,-93.283015,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2747 PLEASANT AVE,44.952226,-93.283052,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2749 PLEASANT AVE,44.952084,-93.282904,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2801 PLEASANT AVE,44.951726,-93.282955,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2819 PLEASANT AVE,44.951312,-93.282949,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2821 PLEASANT AVE,44.951197,-93.282924,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2825 PLEASANT AVE,44.95113,-93.282978,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2829 PLEASANT AVE,44.950829,-93.283074,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2005 2ND AVE S,44.962161,-93.274109,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2013 2ND AVE S,44.96208,-93.27409,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2107 2ND AVE S,44.961493,-93.273866,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2109 2ND AVE S,44.961403999999995,-93.273872,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2111 2ND AVE S,44.961379,-93.273838,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2113 2ND AVE S,44.961372999999995,-93.273886,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
2117 2ND AVE S,44.961207,-93.273886,10,Whittier,Powderhorn,3,3,Diamond Lake,03/12/2019,00:00
1614 25TH ST E,44.957525,-93.250698,9,East Phillips,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2936 BRYANT AVE S,44.948741,-93.290502,10,Lowry Hill East,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
2940 BRYANT AVE S,44.948806,-93.29034300000001,10,Lowry Hill East,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
2310 DUPONT AVE S,44.959439,-93.292653,10,Lowry Hill East,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
2320 DUPONT AVE S,44.959334000000005,-93.29299999999999,10,Lowry Hill East,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
3402 EMERSON AVE S,44.941005,-93.294498,10,South Uptown,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3454 FREMONT AVE S,44.9399,-93.295631,10,South Uptown,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3508 JAMES AVE S,44.938767999999996,-93.295716,10,South Uptown,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3550 JAMES AVE S,44.937948,-93.29604,10,South Uptown,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3136 JAMES AVE S,44.945384000000004,-93.30341700000001,10,ECCO,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3132 JAMES AVE S,44.945518,-93.30355300000001,10,ECCO,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3040 JAMES AVE S,44.946894,-93.303428,10,ECCO,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3012 JAMES AVE S,44.947895,-93.303349,10,ECCO,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3014 JAMES AVE S,44.947829999999996,-93.30341,10,ECCO,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
26 33RD ST W,44.942956,-93.279105,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
22 33RD ST W,44.942968,-93.27889499999999,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
18 33RD ST W,44.942956,-93.27879399999999,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
14 33RD ST W,44.942955,-93.278534,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
8 33RD ST W,44.942962,-93.278412,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
6 33RD ST W,44.942955,-93.278309,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
2 33RD ST E,44.943191,-93.277628,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3153 16TH AVE S,44.944865,-93.251264,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3151 16TH AVE S,44.945003,-93.251231,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3121 16TH AVE S,44.945906,-93.251194,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3117 16TH AVE S,44.945975,-93.25125899999999,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3113 16TH AVE S,44.946341,-93.251178,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3045 16TH AVE S,44.946923999999996,-93.251278,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3043 16TH AVE S,44.947102,-93.251254,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3037 16TH AVE S,44.947078999999995,-93.25110500000001,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3033 16TH AVE S,44.947144,-93.251195,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3029 16TH AVE S,44.94725,-93.251214,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3027 16TH AVE S,44.947585,-93.251301,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3025 16TH AVE S,44.947251,-93.251255,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3015 16TH AVE S,44.947904,-93.25134,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3017 16TH AVE S,44.947922,-93.251368,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3021 16TH AVE S,44.947413,-93.251378,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3011 16TH AVE S,44.947584,-93.251349,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3009 16TH AVE S,44.947628,-93.251352,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3009 16TH AVE S,44.948046000000005,-93.251272,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3021 15TH AVE S,44.947454,-93.253875,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3045 15TH AVE S,44.947045,-93.253744,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3053 15TH AVE S,44.946806,-93.253722,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3053 15TH AVE S,44.946822999999995,-93.25386999999999,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3055 15TH AVE S,44.946794,-93.253637,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3115 15TH AVE S,44.94596,-93.253762,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3113 15TH AVE S,44.946078,-93.25369599999999,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3131 15TH AVE S,44.9454,-93.25369599999999,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3141 15TH AVE S,44.945374,-93.253637,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3143 15TH AVE S,44.945221000000004,-93.253712,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3147 15TH AVE S,44.945134,-93.25368,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3149 15TH AVE S,44.945146,-93.253784,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3151 15TH AVE S,44.945096,-93.25375,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3153 15TH AVE S,44.944933,-93.253878,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1327 YALE AVE SE,44.966258,-93.219352,2,Prospect Park - East River Road,University,4,3,Diamond Lake,03/12/2019,00:00
1323 YALE AVE SE,44.966237,-93.219543,2,Prospect Park - East River Road,University,4,3,Diamond Lake,03/12/2019,00:00
1321 YALE AVE SE,44.966246000000005,-93.219555,2,Prospect Park - East River Road,University,4,3,Diamond Lake,03/12/2019,00:00
1305 YALE AVE SE,44.966252000000004,-93.220217,2,Prospect Park - East River Road,University,4,3,Diamond Lake,03/12/2019,00:00
2707 BRIGHTON AVE NE,45.017109000000005,-93.231335,1,Audubon Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2609 BENJAMIN ST NE,45.015468,-93.229472,1,Audubon Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
3507 BENJAMIN ST NE,45.031669,-93.229524,1,Waite Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
3615 BENJAMIN ST NE,45.03399,-93.22945,1,Waite Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
4049 LONGFELLOW AVE S,44.92908,-93.24620999999999,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4101 LONGFELLOW AVE S,44.92855,-93.24607900000001,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4149 LONGFELLOW AVE S,44.927085999999996,-93.24613000000001,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4219 LONGFELLOW AVE S,44.926425,-93.246072,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4235 LONGFELLOW AVE S,44.925681,-93.246113,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4251 LONGFELLOW AVE S,44.925315000000005,-93.246036,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4251 LONGFELLOW AVE S,44.925329,-93.246042,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4323 LONGFELLOW AVE S,44.924467,-93.24596,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4407 LONGFELLOW AVE S,44.92307,-93.246119,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4553 LONGFELLOW AVE S,44.919699,-93.247099,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4553 LONGFELLOW AVE S,44.919944,-93.246608,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
4607 LONGFELLOW AVE S,44.919436,-93.246753,12,Ericsson,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
5734 SANDER DR,44.899322,-93.224434,11,Wenonah,Nokomis,6,2,Diamond Lake,03/11/2019,00:00
3220 57TH ST E,44.900187,-93.226164,11,Wenonah,Nokomis,6,2,Diamond Lake,03/11/2019,00:00
4724 32ND AVE S,44.916711,-93.22590799999999,12,Ericsson,Nokomis,6,2,Diamond Lake,03/11/2019,00:00
3016 20TH AVE S,44.947866,-93.243702,9,Corcoran,Powderhorn,6,2,Diamond Lake,03/11/2019,00:00
4224 24TH AVE S,44.926152,-93.237257,12,Standish,Powderhorn,6,2,Diamond Lake,03/11/2019,00:00
3020 20TH AVE S,44.937243,-93.24361400000001,12,Standish,Powderhorn,6,2,Diamond Lake,03/11/2019,00:00
3443 HOLMES AVE,44.939761,-93.29960799999999,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3523 HOLMES AVE,44.938825,-93.299623,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3339 HUMBOLDT AVE S,44.941534000000004,-93.300851,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3129 HUMBOLDT AVE S,44.945555999999996,-93.30086700000001,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3117 HUMBOLDT AVE S,44.945837,-93.300728,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3029 HUMBOLDT AVE S,44.947340999999994,-93.300881,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
3019 HUMBOLDT AVE S,44.947626,-93.30032800000001,10,ECCO,Calhoun Isle,5,3,Diamond Lake,03/12/2019,00:00
4831 EMERSON AVE S,44.915079,-93.294793,13,Lynnhurst,Southwest,5,2,Diamond Lake,03/11/2019,00:00
3006 PLEASANT AVE,44.948029999999996,-93.28314,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3004 PLEASANT AVE,44.948168,-93.283156,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3002 PLEASANT AVE,44.948122999999995,-93.28311500000001,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3034 PILLSBURY AVE,44.947086999999996,-93.28155600000001,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3020 PILLSBURY AVE,44.947558,-93.281486,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3416 PILLSBURY AVE,44.940626,-93.281367,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3426 PILLSBURY AVE,44.940635,-93.281385,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3518 PILLSBURY AVE,44.938885,-93.281482,8,Lyndale,Powderhorn,5,2,Diamond Lake,03/11/2019,00:00
3146 ALDRICH AVE S,44.945221999999994,-93.289552,10,South Uptown,Calhoun Isle,5,2,Diamond Lake,03/11/2019,00:00
3003 34TH AVE N,45.016847,-93.31761800000001,4,Cleveland,Camden,1,3,Diamond Lake,03/12/2019,00:00
2907 33RD AVE N,45.015093,-93.316243,4,Cleveland,Camden,1,3,Diamond Lake,03/12/2019,00:00
2201 33RD AVE N,45.015058,-93.307108,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
819 33RD AVE N,45.014920000000004,-93.290305,4,McKinley,Camden,1,3,Diamond Lake,03/12/2019,00:00
715 33RD AVE N,45.014931,-93.28878399999999,4,McKinley,Camden,1,3,Diamond Lake,03/12/2019,00:00
411 33RD AVE N,45.014885,-93.285624,4,McKinley,Camden,1,3,Diamond Lake,03/12/2019,00:00
409 33RD AVE N,45.014945000000004,-93.285445,4,McKinley,Camden,1,3,Diamond Lake,03/12/2019,00:00
1017 31ST AVE N,45.012284,-93.292358,5,Hawthorne,Near North,1,3,Diamond Lake,03/12/2019,00:00
1011 31ST AVE N,45.012294,-93.292112,5,Hawthorne,Near North,1,3,Diamond Lake,03/12/2019,00:00
1009 31ST AVE N,45.012259,-93.291771,5,Hawthorne,Near North,1,3,Diamond Lake,03/12/2019,00:00
731 31ST AVE N,45.012206,-93.289221,5,Hawthorne,Near North,1,3,Diamond Lake,03/12/2019,00:00
413 31ST AVE N,45.011959000000004,-93.285412,5,Hawthorne,Near North,1,3,Diamond Lake,03/12/2019,00:00
309 31ST AVE N,45.011998999999996,-93.283727,5,Hawthorne,Near North,1,3,Diamond Lake,03/12/2019,00:00
2405 46TH AVE N,45.038511,-93.310843,4,Victory,Camden,1,3,Diamond Lake,03/12/2019,00:00
1305 43RD AVE N,45.033512,-93.295009,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
1405 43RD AVE N,45.033381,-93.297514,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
1407 43RD AVE N,45.033366,-93.29766500000001,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
2415 43RD AVE N,45.033427,-93.310625,4,Victory,Camden,1,3,Diamond Lake,03/12/2019,00:00
2319 43RD AVE N,45.033393,-93.30931600000001,4,Victory,Camden,1,3,Diamond Lake,03/12/2019,00:00
2305 43RD AVE N,45.033398,-93.308736,4,Victory,Camden,1,3,Diamond Lake,03/12/2019,00:00
