Location,Latitude,Longitude,Neighborhood,Community,Ward,Day,Tow_Zone,Date,Time,Emergency
2306 26TH AVE NE,45.0152053833,-93.2279052734,Audubon Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
22 37TH ST E,44.93592453,-93.27759552,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
3618 VAN BUREN ST NE,45.034229278599994,-93.2486114502,Columbia Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
1828 14TH AVE S,44.9641876221,-93.2555007935,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
1520 43RD ST E,44.925163268999995,-93.25282287600001,Northrop,Nokomis,8,2,6,01/23/2018,00:00,Pembina
910 22ND AVE SE,44.987106323199995,-93.2215652466,Como,University,2,2,4,01/23/2018,00:00,Pembina
130 LOGAN AVE N,44.9772911072,-93.30325317379999,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
10 37TH ST E,44.935909271199996,-93.277633667,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
4516 39TH ST E,44.9326629639,-93.2079772949,Howe,Longfellow,12,2,6,01/23/2018,00:00,Pembina
3136 HARRIET AVE S,44.9452781677,-93.28555297850001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
706 15TH AVE NE,45.003051757799994,-93.25199127200001,Logan Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
2940 COLUMBUS AVE S,44.9486885071,-93.26399230959998,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
4010 DUPONT AVE N,45.028007507299996,-93.2931976318,Webber - Camden,Camden,4,2,1,01/23/2018,00:00,Pembina
2824 GARFIELD AVE S,44.9511947632,-93.28693389889999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1528 43RD ST E,44.925174713100006,-93.25267028809999,Northrop,Nokomis,8,2,6,01/23/2018,00:00,Pembina
906 22ND AVE SE,44.986938476599995,-93.22155761719999,Como,University,2,2,4,01/23/2018,00:00,Pembina
2614 LONGFELLOW AVE S,44.955017089799995,-93.2461547852,East Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
4514 39TH ST E,44.93249893189999,-93.20868682860001,Howe,Longfellow,12,2,6,01/23/2018,00:00,Pembina
1910 LOGAN AVE N,44.999103546099995,-93.3031463623,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
1914 FILLMORE ST NE,45.0082359314,-93.2421951294,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
3650 VAN BUREN ST NE,45.035522460900005,-93.2488861084,Columbia Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
4528 43RD ST E,44.925090789799995,-93.20774841309999,Hiawatha,Longfellow,12,2,6,01/23/2018,00:00,Pembina
4556 OAKLAND AVE S,44.919872283900006,-93.2664031982,Regina,Nokomis,8,2,5,01/23/2018,00:00,Pembina
4618 CAMDEN AVE N,45.0390167236,-93.2888641357,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2828 GARFIELD AVE S,44.950973510699995,-93.28693389889999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1320 33RD AVE N,45.0149688721,-93.29647064209999,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
18 RUSTIC LODGE W,44.915100097700005,-93.2790756226,Tangletown,Southwest,11,2,5,01/23/2018,00:00,Pembina
3042 HARRIET AVE S,44.9468154907,-93.2856216431,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3534 KNOX AVE N,45.0195426941,-93.30191802979999,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
912 25TH ST E,44.957370758100005,-93.26049804690001,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
1826 14TH AVE S,44.9641876221,-93.2555007935,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
4620 CAMDEN AVE N,45.0390968323,-93.2888565063,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
1926 FILLMORE ST NE,45.008666992200006,-93.24248504639999,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
1818 14TH AVE S,44.9642982483,-93.2553939819,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
4238 DUPONT AVE N,45.0329360962,-93.2932510376,Webber - Camden,Camden,4,2,1,01/23/2018,00:00,Pembina
4240 DUPONT AVE N,45.0329589844,-93.2932357788,Webber - Camden,Camden,4,2,1,01/23/2018,00:00,Pembina
2830 GARFIELD AVE S,44.9507522583,-93.28701019290001,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1622 43RD ST E,44.9251861572,-93.25154876709999,Northrop,Nokomis,8,2,6,01/23/2018,00:00,Pembina
5842 42ND AVE S,44.896854400600006,-93.2128143311,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
2304 27TH AVE NE,45.0168075562,-93.228012085,Audubon Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
1910 LOGAN AVE N,44.99921035770001,-93.30313873290001,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
324 MORGAN AVE N,44.980556488000005,-93.3044586182,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
512 25TH ST E,44.957344055200004,-93.268196106,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
4556 OAKLAND AVE S,44.9231033325,-93.2663726807,Regina,Nokomis,8,2,5,01/23/2018,00:00,Pembina
4750 CAMDEN AVE N,45.041679382299996,-93.2888717651,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
4238 EMERSON AVE N,45.0328521729,-93.29452514649999,Webber - Camden,Camden,4,2,1,01/23/2018,00:00,Pembina
2936 GARFIELD AVE S,44.9490776062,-93.28701019290001,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1720 43RD ST E,44.9251480103,-93.2493667603,Northrop,Nokomis,8,2,6,01/23/2018,00:00,Pembina
3030 HARRIET AVE S,44.947322845500004,-93.2856216431,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
2414 FILLMORE ST NE,45.0128593445,-93.2425231934,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
528 25TH ST E,44.9573326111,-93.2678527832,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
1816 14TH AVE S,44.964584350600006,-93.2555847168,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
2604 LONGFELLOW AVE S,44.955410003699996,-93.24610900879999,East Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
4210 EMERSON AVE N,45.031997680699995,-93.2945480347,Webber - Camden,Camden,4,2,1,01/23/2018,00:00,Pembina
4220 59TH ST E,44.8963317871,-93.2119903564,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
3020 HARRIET AVE S,44.947578430200004,-93.28559112549999,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
4556 OAKLAND AVE S,44.924018859899995,-93.2664031982,Regina,Nokomis,8,2,5,01/23/2018,00:00,Pembina
4842 CAMDEN AVE N,45.0433616638,-93.2888565063,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2928 ALDRICH AVE S,44.9488983154,-93.28941345209999,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3016 HARRIET AVE S,44.9477081299,-93.2856216431,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1814 14TH AVE S,44.964553833000004,-93.25546264649999,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
2500 43RD ST E,44.925136566199996,-93.23567199709998,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
857 22ND AVE SE,44.9853248596,-93.22157287600001,Como,University,2,2,4,01/23/2018,00:00,Pembina
4400 59TH ST E,44.896335601800004,-93.21012115479999,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
2246 PIERCE ST NE,45.010833740200006,-93.2406005859,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
640 27TH ST E,44.953754425,-93.2656555176,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
4556 OAKLAND AVE S,44.9254989624,-93.2663116455,Regina,Nokomis,8,2,5,01/23/2018,00:00,Pembina
3730 EMERSON AVE N,45.023147583000004,-93.2944107056,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2926 ALDRICH AVE S,44.949226379399995,-93.2894515991,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
2008 BRYANT AVE S,44.962387085,-93.29047393799999,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
1102 49TH ST W,44.9141578674,-93.2935714722,Lynnhurst,Southwest,13,2,5,01/23/2018,00:00,Pembina
636 27TH ST E,44.953765869099996,-93.2659606934,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
1808 14TH AVE S,44.9649887085,-93.2555160522,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
4854 CAMDEN AVE N,45.0435523987,-93.2888717651,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
3722 EMERSON AVE N,45.022800445600005,-93.2943649292,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2618 43RD ST E,44.925113678,-93.2338867188,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
322 NEWTON AVE N,44.980518341099994,-93.306312561,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
1530 MORGAN AVE N,44.9950523376,-93.3044128418,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
3016 PILLSBURY AVE,44.947971343999995,-93.2814178467,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1806 14TH AVE S,44.964824676499994,-93.2561264038,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
3714 EMERSON AVE N,45.022552490200006,-93.29438018799999,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
5808 45TH AVE S,44.897773742700004,-93.2089614868,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
1902 E. M. STATELY ST,44.956489563000005,-93.2456817627,East Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
1510 MORGAN AVE N,44.994438171400006,-93.30442810059999,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
1804 14TH AVE S,44.965179443400004,-93.25518035889999,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
2106 BRYANT AVE S,44.961582183800004,-93.2905426025,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
622 18TH AVE NE,45.0060691833,-93.25679779049999,Logan Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
324 NEWTON AVE N,44.9806022644,-93.3062973022,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
5804 45TH AVE S,44.897830963100006,-93.2089614868,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
1906 E. M. STATELY ST,44.956493377700006,-93.2456207275,East Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
636 27TH ST E,44.953830718999995,-93.2644271851,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
3606 EMERSON AVE N,45.020614624,-93.29434967040001,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2924 ALDRICH AVE S,44.9495201111,-93.2894515991,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3020 PILLSBURY AVE,44.9476127625,-93.28142547610001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3722 LOGAN AVE N,45.022968292200005,-93.303237915,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
4556 OAKLAND AVE S,44.9261665344,-93.2663192749,Regina,Nokomis,8,2,5,01/23/2018,00:00,Pembina
3044 PILLSBURY AVE,44.9468765259,-93.28143310549999,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
320 39TH ST W,44.932308197,-93.28469848629999,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
730 27TH ST E,44.9537506104,-93.26332092290001,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
3546 EMERSON AVE N,45.019985199,-93.2943191528,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2116 BRYANT AVE S,44.9613952637,-93.29071807860001,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
866 24TH AVE SE,44.985660553,-93.21904754639999,Como,University,2,2,4,01/23/2018,00:00,Pembina
1506 33RD AVE N,45.01504516600001,-93.3021240234,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
1018 28TH AVE NE,45.0185699463,-93.244354248,Audubon Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
958 18 1/2 AVE NE,45.0069351196,-93.2459564209,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
3708 LOGAN AVE N,45.0225868225,-93.3031997681,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
5214 CAMDEN AVE N,45.0498046875,-93.28896331790001,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
322 NEWTON AVE N,44.9804039001,-93.3063049316,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
5840 44TH AVE S,44.8968582153,-93.21027374270001,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
312 39TH ST W,44.932277679399995,-93.28351593020001,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
3418 EMERSON AVE N,45.0177536011,-93.2946395874,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2920 ALDRICH AVE S,44.9496688843,-93.2893676758,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
2208 BRYANT AVE S,44.9603424072,-93.29055786129999,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
854 24TH AVE SE,44.9852828979,-93.2190551758,Como,University,2,2,4,01/23/2018,00:00,Pembina
5816 44TH AVE S,44.8974761963,-93.21022033690001,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
3708 LOGAN AVE N,45.022407531700004,-93.3032302856,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
4822 33RD AVE S,44.9152145386,-93.224319458,Keewaydin,Nokomis,12,2,6,01/23/2018,00:00,Pembina
3346 EMERSON AVE N,45.0165328979,-93.2943649292,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
1526 33RD AVE N,45.015048980699994,-93.30269622799999,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
10 39TH ST W,44.9322967529,-93.27828216549999,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
3016 PLEASANT AVE,44.947719574,-93.2830352783,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3112 PILLSBURY AVE,44.946025848400005,-93.2817459106,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
4530 45TH ST E,44.9217033386,-93.20762634280001,Hiawatha,Longfellow,12,2,6,01/23/2018,00:00,Pembina
2442 ELLIOT AVE,44.95753479,-93.2612991333,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
3336 EMERSON AVE N,45.0161972046,-93.2943344116,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2918 ALDRICH AVE S,44.9496688843,-93.2893676758,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
2428 BRYANT AVE S,44.958015441899995,-93.2904510498,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3114 PILLSBURY AVE,44.9460716248,-93.2814025879,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
832 24TH AVE SE,44.98453521729999,-93.2190322876,Como,University,2,2,4,01/23/2018,00:00,Pembina
416 35TH AVE NE,45.032070159899995,-93.26063537600001,Columbia Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
3022 PLEASANT AVE,44.947624206499995,-93.2830352783,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3808 OAKLAND AVE S,44.9337081909,-93.26630401610001,Bryant,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
5208 ALDRICH AVE N,45.0496673584,-93.29022216799999,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
3322 EMERSON AVE N,45.0157661438,-93.29434204100001,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2500 BRYANT AVE S,44.9573478699,-93.2908477783,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
1004 MORGAN AVE N,44.988319397,-93.30442810059999,Near - North,Near North,5,2,1,01/23/2018,00:00,Pembina
3330 LOGAN AVE N,45.0160293579,-93.3032455444,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
1522 27TH ST E,44.953792572,-93.25283050540001,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
5216 ALDRICH AVE N,45.0498390198,-93.2902297974,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2432 ELLIOT AVE,44.9577903748,-93.2613296509,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
3122 PILLSBURY AVE,44.9457244873,-93.28143310549999,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
5812 44TH AVE S,44.8976325989,-93.2102432251,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
3324 LOGAN AVE N,45.015823364300005,-93.3032302856,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
1534 27TH ST E,44.953792572,-93.252166748,East Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
3028 PLEASANT AVE,44.947326660200005,-93.28308105469999,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
2422 ELLIOT AVE,44.9580802917,-93.26131439209999,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
2524 BRYANT AVE S,44.956554412799996,-93.2905960083,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3306 EMERSON AVE N,45.015209198,-93.2943572998,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2500 DELAWARE ST SE,44.9723052979,-93.2218780518,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
112 39TH ST E,44.9323501587,-93.27626037600001,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
3322 LOGAN AVE N,45.01574325560001,-93.3031463623,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2220 ULYSSES ST NE,45.010204315200006,-93.2358322144,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
3808 OAKLAND AVE S,44.9346122742,-93.2663345337,Central,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
5134 ALDRICH AVE N,45.0487213135,-93.2902526855,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2908 ALDRICH AVE S,44.9498138428,-93.2893676758,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3124 PILLSBURY AVE,44.9456214905,-93.2814025879,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3036 PLEASANT AVE,44.947143554700006,-93.2830657959,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
29404 ALDRICH AVE S,44.949882507299996,-93.2894515991,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3126 PILLSBURY AVE,44.945571899399994,-93.2814483643,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
424 QUEEN AVE N,44.982414245600005,-93.30975341799999,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
2400 33RD AVE N,45.015083313000005,-93.311050415,Cleveland,Camden,4,2,1,01/23/2018,00:00,Pembina
2900 33RD ST E,44.942989349399994,-93.2295761108,Longfellow,Longfellow,2,2,6,01/23/2018,00:00,Pembina
3318 LOGAN AVE N,45.0156517029,-93.30313110350001,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
3040 PLEASANT AVE,44.9469566345,-93.2830505371,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
5300 32ND AVE S,44.9071121216,-93.22513580319999,Keewaydin,Nokomis,11,2,6,01/23/2018,00:00,Pembina
2700 BRYANT AVE S,44.953563690200006,-93.2906494141,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
3128 PILLSBURY AVE,44.9455299377,-93.2814407349,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
2504 DELAWARE ST SE,44.972278595,-93.22178649899999,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
1836 27TH ST E,44.953792572,-93.24649810790001,East Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
5016 ALDRICH AVE N,45.0463562012,-93.2902297974,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2426 ELLIOT AVE,44.958236694300005,-93.26131439209999,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
3130 PILLSBURY AVE,44.9454879761,-93.28142547610001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3248 LOGAN AVE N,45.0146903992,-93.3031463623,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
3036 COLUMBUS AVE S,44.947315216099994,-93.26399230959998,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
5416 32ND AVE S,44.904666900600006,-93.2258071899,Wenonah,Nokomis,11,2,6,01/23/2018,00:00,Pembina
3132 PILLSBURY AVE,44.945365905799996,-93.2814178467,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
400 QUEEN AVE N,44.981784820600005,-93.30973052979999,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
5516 43RD AVE S,44.9030723572,-93.2114715576,Morris Park,Nokomis,12,2,6,01/23/2018,00:00,Pembina
332 19TH AVE NE,45.007450103800004,-93.262840271,Holland,Northeast,1,2,2,01/23/2018,00:00,Pembina
1814 HAYES ST NE,45.0065536499,-93.234664917,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
3112 PLEASANT AVE,44.9460105896,-93.2830505371,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3808 OAKLAND AVE S,44.9363174438,-93.2663192749,Central,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
4924 ALDRICH AVE N,45.0449104309,-93.2901687622,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2404 ELLIOT AVE,44.9588432312,-93.26128387450001,Midtown Phillips,Phillips,9,2,3,01/23/2018,00:00,Pembina
2844 ALDRICH AVE S,44.950763702399996,-93.2892150879,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
2506 DELAWARE ST SE,44.972248077399996,-93.2217636108,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
3246 LOGAN AVE N,45.0146331787,-93.30316925049999,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
626 19TH ST E,44.963886261000006,-93.2661132813,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
302 19TH AVE NE,45.007453918500005,-93.26461029049999,Bottineau,Northeast,3,2,2,01/23/2018,00:00,Pembina
322 QUEEN AVE N,44.981494903599994,-93.30969238280001,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
2508 DELAWARE ST SE,44.972229003900004,-93.2217254639,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
3128 PLEASANT AVE,44.9455451965,-93.28304290770001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3544 OAKLAND AVE S,44.9380950928,-93.26635742190001,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
3220 PILLSBURY AVE,44.9439888,-93.2814178467,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3002 31ST ST E,44.9466667175,-93.22839355469999,Longfellow,Longfellow,2,2,6,01/23/2018,00:00,Pembina
3118 LOGAN AVE N,45.0127792358,-93.30316925049999,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
3104 COLUMBUS AVE S,44.9462547302,-93.2639770508,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
630 19TH ST E,44.9640007019,-93.2659301758,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
2802 ALDRICH AVE S,44.9516983032,-93.28960418700001,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
2510 DELAWARE ST SE,44.9722328186,-93.2216720581,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
5002 43RD AVE S,44.912475585900005,-93.2113647461,Minnehaha,Nokomis,12,2,6,01/23/2018,00:00,Pembina
2506 34TH AVE N,45.016864776599995,-93.3126296997,Cleveland,Camden,4,2,1,01/23/2018,00:00,Pembina
3544 OAKLAND AVE S,44.9381828308,-93.2663345337,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
3216 PILLSBURY AVE,44.9441833496,-93.2814559937,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1520 47TH ST E,44.917930603,-93.2528839111,Northrop,Nokomis,11,2,6,01/23/2018,00:00,Pembina
310 QUEEN AVE N,44.9802894592,-93.30967712399999,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
3142 PLEASANT AVE,44.9450683594,-93.2830657959,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
642 19TH ST E,44.9639778137,-93.265411377,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
4848 ALDRICH AVE N,45.0437431335,-93.2901687622,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2512 DELAWARE ST SE,44.9721832275,-93.2214813232,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
3148 PLEASANT AVE,44.9450569153,-93.2830505371,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
3228 COLUMBUS AVE S,44.9438018799,-93.263961792,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
3544 OAKLAND AVE S,44.9389953613,-93.26634216309999,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
1528 47TH ST E,44.917907714799995,-93.2527008057,Northrop,Nokomis,11,2,6,01/23/2018,00:00,Pembina
284 QUEEN AVE N,44.9797363281,-93.3096237183,Harrison,Near North,5,2,3,01/23/2018,00:00,Pembina
2502 34TH AVE N,45.016887664799995,-93.3124084473,Cleveland,Camden,4,2,1,01/23/2018,00:00,Pembina
3018 31ST ST E,44.9467201233,-93.22757720950001,Longfellow,Longfellow,2,2,6,01/23/2018,00:00,Pembina
202 35TH AVE NE,45.0319862366,-93.26522827149999,Columbia Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
4842 ALDRICH AVE N,45.0433235168,-93.2901763916,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2744 ALDRICH AVE S,44.952209472700005,-93.28968811040001,Lowry Hill East,Calhoun Isle,10,2,3,01/23/2018,00:00,Pembina
412 20TH AVE NE,45.0084342957,-93.2609329224,Holland,Northeast,1,2,2,01/23/2018,00:00,Pembina
1834 CLEVELAND ST NE,45.0069618225,-93.2305297852,Windom Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
3230 COLUMBUS AVE S,44.9437141418,-93.2639541626,Central,Powderhorn,9,2,5,01/23/2018,00:00,Pembina
2314 ELLIOT AVE,44.959697723400005,-93.2611312866,Ventura Village,Phillips,6,2,3,01/23/2018,00:00,Pembina
2516 DELAWARE ST SE,44.9720344543,-93.22110748290001,Prospect Park - East River Road,University,2,2,4,01/23/2018,00:00,Pembina
