Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"302 RUSSELL AVE N,Minneapolis,MN",44.980740999999995,-93.311089,5,Harrison,Near North,2,3,12/12/2016,16:46,Dana
"2800-2899 EMERSON AVE S,Minneapolis,MN",44.951575,-93.29446999999999,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:13,Dana
"3000 lyndale av s,Minneapolis,MN",44.948341,-93.288126,10,South Uptown,Calhoun Isle,2,5,12/12/2016,00:40,Dana
"3122 22nd ave s,Minneapolis,MN",44.945831,-93.241117,9,Corcoran,Powderhorn,2,6,12/12/2016,15:00,Dana
"3740 25th Ave. so,Minneapolis,MN",44.934433,-93.236189,12,Standish,Powderhorn,2,6,12/12/2016,10:02,Dana
"3204 Gerard Ave s,Minneapolis,MN",44.944533,-93.297072,10,South Uptown,Calhoun Isle,2,5,12/12/2016,11:59,Dana
"3742 Colfax Ave n,Minneapolis,MN",45.023378,-93.291589,4,McKinley,Camden,2,1,12/12/2016,16:47,Dana
"120 19TH ST E,Minneapolis,MN",44.963968,-93.27558,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,10:57,Dana
"2906 Hennepin Ave S,Minneapolis,MN",44.948951,-93.298293,7,East Isles,Calhoun Isle,2,3,12/12/2016,00:42,Dana
"2800-2899 Dupont av s,Minneapolis,MN",44.951233,-93.293203,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:13,Dana
"1364 spruce pl,Minneapolis,MN",44.968503999999996,-93.28085300000001,7,Loring Park,Central,2,3,12/12/2016,10:03,Dana
"700 5th Ave n,Minneapolis,MN",44.98292,-93.289226,5,Sumner - Glenwood,Near North,2,3,12/12/2016,16:48,Dana
"334 19TH ST E,Minneapolis,MN",44.96397,-93.270938,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:59,Dana
"5119 Bryant Ave n ,Minneapolis,MN",45.048297,-93.291809,4,Lind - Bohanon,Camden,2,1,12/12/2016,00:43,Dana
"2886 james ave s,Minneapolis,MN",44.949625,-93.303714,7,East Isles,Calhoun Isle,2,3,12/12/2016,10:57,Dana
"810 12th Ave n ,Minneapolis,MN",44.990848,-93.289715,5,Near - North,Near North,2,1,12/12/2016,10:03,Dana
"4325 3rd Avenue South,Minneapolis,MN",44.924574,-93.272087,8,Regina,Nokomis,1,5,12/11/2016,23:14,Dana
"3014 19th ave so,Minneapolis,MN",44.947798,-93.24515600000001,9,Corcoran,Powderhorn,2,6,12/12/2016,15:03,Dana
"3020 4th st. N. ,Minneapolis,MN",45.011476,-93.284518,5,Hawthorne,Near North,2,1,12/12/2016,12:00,Dana
"802 5th Ave n ,Minneapolis,MN",44.982938,-93.289694,5,Sumner - Glenwood,Near North,2,3,12/12/2016,16:50,Dana
"3844 15th ave s,Minneapolis,MN",44.932793,-93.253925,8,Bancroft,Powderhorn,2,6,12/12/2016,10:58,Dana
"726 Central Ave NE,Minneapolis,MN",44.991359,-93.250687,3,Marcy Holmes,University,2,2,12/12/2016,00:44,Dana
"200 7th ave ne,Minneapolis,MN",44.9952,-93.263086,3,St. Anthony West,Northeast,2,2,12/12/2016,10:05,Dana
"4313 3rd Ave s,Minneapolis,MN",44.924886,-93.272747,8,Regina,Nokomis,1,5,12/11/2016,23:15,Dana
"1918 2nd Ave s,Minneapolis,MN",44.963254,-93.274374,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:00,Dana
"2216 Bryant Ave n. ,Minneapolis,MN",45.002046,-93.291032,5,Hawthorne,Near North,2,1,12/12/2016,15:04,Dana
"3800 Lyndale Ave N,Minneapolis,MN",45.024087,-93.287798,4,Webber - Camden,Camden,2,1,12/12/2016,00:46,Dana
"328 RUSSELL AVE N,Minneapolis,MN",44.981392,-93.310743,5,Harrison,Near North,2,3,12/12/2016,16:50,Dana
"1026 Irving Ave. N. ,Minneapolis,MN",44.988355,-93.299846,5,Near - North,Near North,2,1,12/12/2016,11:01,Dana
"308 4th Ave se,Minneapolis,MN",44.985486,-93.250078,3,Marcy Holmes,University,2,4,12/12/2016,10:05,Dana
"1924 2ND av s,Minneapolis,MN",44.962959000000005,-93.274054,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:01,Dana
"312 8th Ave se,Minneapolis,MN",44.983184,-93.244566,3,Marcy Holmes,University,2,4,12/12/2016,15:04,Dana
"3300 4th ave s,Minneapolis,MN",44.943042,-93.27046800000001,9,Central,Powderhorn,1,5,12/11/2016,23:15,Dana
"3243 3rd ave s,Minneapolis,MN",44.943583000000004,-93.272515,9,Central,Powderhorn,2,5,12/12/2016,00:48,Dana
"706 9th Ave. N. ,Minneapolis,MN",44.998577000000004,-93.260251,3,St. Anthony West,Northeast,2,2,12/12/2016,16:55,Dana
"826 12th Ave n,Minneapolis,MN",44.990848,-93.28995400000001,5,Near - North,Near North,2,1,12/12/2016,10:05,Dana
"1912 Emerson s,Minneapolis,MN",44.963894,-93.294736,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,11:01,Dana
"420 6th ave se,Minneapolis,MN",44.98531,-93.24655200000001,3,Marcy Holmes,University,2,4,12/12/2016,12:02,Dana
"3800-3899 lyndale Ave n,Minneapolis,MN",45.024087,-93.287798,4,Webber - Camden,Camden,2,1,12/12/2016,00:51,Dana
"1636 Sheridan Ave N,Minneapolis,MN",44.996303000000005,-93.311776,5,Willard - Hay,Near North,2,1,12/12/2016,16:55,Dana
"4506 29TH AV S,Minneapolis,MN",44.921175,-93.230912,12,Ericsson,Nokomis,2,6,12/12/2016,10:09,Dana
"600 2nd st n. ,Minneapolis,MN",44.988078,-93.274552,3,North Loop,Central,1,1,12/11/2016,23:15,Dana
"1520 36TH ST E,Minneapolis,MN",44.937759,-93.252655,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,11:02,Dana
"3404 holmes ave s,Minneapolis,MN",44.941039,-93.299982,10,ECCO,Calhoun Isle,2,5,12/12/2016,12:02,Dana
"2218 Bryant Ave n,Minneapolis,MN",45.002123,-93.290807,5,Hawthorne,Near North,2,1,12/12/2016,15:04,Dana
"948 11th Ave n,Minneapolis,MN",44.989086,-93.287418,5,North Loop,Central,2,1,12/12/2016,17:00,Dana
"3000 lyndale,Minneapolis,MN",45.010903000000006,-93.28765,5,Hawthorne,Near North,2,1,12/12/2016,00:52,Dana
"304 5th st ne,Minneapolis,MN",44.992069,-93.25600899999999,3,St. Anthony West,Northeast,2,2,12/12/2016,11:04,Dana
"2510 4th st n,Minneapolis,MN",45.00525,-93.284642,5,Hawthorne,Near North,2,1,12/12/2016,12:03,Dana
"2200 harriet ave s,Minneapolis,MN",44.96071,-93.28576899999999,10,Whittier,Powderhorn,2,3,12/12/2016,17:02,Dana
"5139 Bryant AV no,Minneapolis,MN",45.049025,-93.29182800000001,4,Lind - Bohanon,Camden,2,1,12/12/2016,00:55,Dana
"410 5th Avenue Southeast ,Minneapolis,MN",44.985784,-93.247726,3,Marcy Holmes,University,2,4,12/12/2016,11:04,Dana
"1826 Stevens av s,Minneapolis,MN",44.964304,-93.275639,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:04,Dana
"Lyndale Ave s and 31st st e,Minneapolis,MN",44.946599,-93.288117,10,Lyndale,Powderhorn,2,5,12/12/2016,00:55,Dana
"3036 HARRIET AVE S ,Minneapolis,MN",44.947058,-93.285875,8,Lyndale,Powderhorn,2,5,12/12/2016,17:03,Dana
"3814 15th ave so,Minneapolis,MN",44.933603000000005,-93.253677,8,Bancroft,Powderhorn,2,6,12/12/2016,11:04,Dana
"1528 33RD ST E,Minneapolis,MN",44.942933000000004,-93.252415,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,12:04,Dana
"2444 grand ave s,Minneapolis,MN",44.957552,-93.28423599999999,10,Whittier,Powderhorn,2,3,12/12/2016,17:04,Dana
"3133 Central Ave NE,Minneapolis,MN",45.025038,-93.246978,1,Audubon Park,Northeast,2,2,12/12/2016,00:55,Dana
"630 8th ave se,Minneapolis,MN",44.986594000000004,-93.241883,3,Marcy Holmes,University,2,4,12/12/2016,15:04,Dana
"2804 DuPont av s,Minneapolis,MN",44.951223,-93.293203,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:16,Dana
"2012 Emerson s,Minneapolis,MN",44.962266,-93.294721,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,11:05,Dana
"3402 holmes ave s,Minneapolis,MN",44.941098,-93.299658,10,ECCO,Calhoun Isle,2,5,12/12/2016,12:05,Dana
"326 12th ave se,Minneapolis,MN",44.980878999999995,-93.23911,3,Marcy Holmes,University,2,4,12/12/2016,17:06,Dana
"718 Central Ave NE,Minneapolis,MN",44.991114,-93.250781,3,Marcy Holmes,University,2,2,12/12/2016,00:56,Dana
"238 humbolt ave n,Minneapolis,MN",44.97933,-93.29790600000001,5,Harrison,Near North,2,3,12/12/2016,15:05,Dana
"3108 humbolt Ave s,Minneapolis,MN",44.946171,-93.301128,10,ECCO,Calhoun Isle,2,5,12/12/2016,11:05,Dana
"1820 Stevens Ave s,Minneapolis,MN",44.964494,-93.275679,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:05,Dana
"1600 2nd st n,Minneapolis,MN",44.995631,-93.279444,5,Near - North,Near North,1,1,12/11/2016,23:16,Dana
"1102 5th st se,Minneapolis,MN",44.982996,-93.238823,3,Marcy Holmes,University,2,4,12/12/2016,17:06,Dana
"412 8TH AV SE,Minneapolis,MN",44.984075,-93.243415,3,Marcy Holmes,University,2,4,12/12/2016,15:05,Dana
"720 Adams st ne,Minneapolis,MN",44.997574,-93.256625,3,St. Anthony East,Northeast,2,2,12/12/2016,11:05,Dana
"3026 4th st n,Minneapolis,MN",45.01157,-93.284882,5,Hawthorne,Near North,2,1,12/12/2016,12:05,Dana
"2500 n 2nd st,Minneapolis,MN",45.00496,-93.27964300000001,5,Hawthorne,Near North,1,1,12/11/2016,23:17,Dana
"400 CLIFTON AVE,Minneapolis,MN",44.966787,-93.285093,7,Loring Park,Central,2,3,12/12/2016,15:06,Dana
"232 e 18th st,Minneapolis,MN",44.965235,-93.273611,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:08,Dana
"1110 Irving Ave. N.,Minneapolis,MN",44.989379,-93.29969399999999,5,Near - North,Near North,2,1,12/12/2016,12:06,Dana
"2800-2899 DUPONT AVE S,Minneapolis,MN",44.951233,-93.293203,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:17,Dana
"1104 Irving Ave n,Minneapolis,MN",44.989272,-93.300066,5,Near - North,Near North,2,1,12/12/2016,11:09,Dana
"330 newton av n,Minneapolis,MN",44.980859,-93.30581,5,Harrison,Near North,2,3,12/12/2016,15:06,Dana
"3228 21st Ave. S.,Minneapolis,MN",44.943614000000004,-93.24268599999999,9,Corcoran,Powderhorn,2,6,12/12/2016,12:07,Dana
"1006 Irving Ave n,Minneapolis,MN",44.98768,-93.29925300000001,5,Near - North,Near North,2,1,12/12/2016,11:09,Dana
"700 2nd st n,Minneapolis,MN",44.995243,-93.26379200000001,3,St. Anthony West,Northeast,1,2,12/11/2016,23:19,Dana
"1202 James Ave n ,Minneapolis,MN",44.990226,-93.300413,5,Near - North,Near North,2,1,12/12/2016,12:07,Dana
"2418 Bryant Ave n,Minneapolis,MN",45.004417,-93.290763,5,Hawthorne,Near North,2,1,12/12/2016,15:06,Dana
"3110 3rd st n,Minneapolis,MN",45.012094,-93.283396,5,Hawthorne,Near North,2,1,12/12/2016,11:09,Dana
"101 15th st w,Minneapolis,MN",44.967707,-93.280109,7,Loring Park,Central,1,3,12/11/2016,23:20,Dana
"1700 s stevens ave,Minneapolis,MN",44.966144,-93.275635,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:07,Dana
"3900 11th ave,Minneapolis,MN",44.932204,-93.259059,8,Bancroft,Powderhorn,2,6,12/12/2016,11:10,Dana
"1120 James Ave n,Minneapolis,MN",44.989624,-93.30068,5,Near - North,Near North,2,1,12/12/2016,12:07,Dana
"4248 11th ave,Minneapolis,MN",44.925401,-93.259026,8,Northrop,Nokomis,2,6,12/12/2016,11:12,Dana
"126 18TH ST E,Minneapolis,MN",44.96523,-93.27493,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:07,Dana
"624 5th ave se,Minneapolis,MN",44.987679,-93.24651800000001,3,Marcy Holmes,University,2,4,12/12/2016,11:12,Dana
"2018 Fremont ave s,Minneapolis,MN",44.962019,-93.29599499999999,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,12:08,Dana
"3126 3rd st n,Minneapolis,MN",45.012277000000005,-93.283394,5,Hawthorne,Near North,2,1,12/12/2016,11:12,Dana
"330 4th st ne,Minneapolis,MN",44.992358,-93.258038,3,St. Anthony West,Northeast,2,2,12/12/2016,12:08,Dana
"334 9th st se,Minneapolis,MN",44.990594,-93.246087,3,Marcy Holmes,University,2,4,12/12/2016,11:13,Dana
"3310 3rd ave s,Minneapolis,MN",44.94271,-93.272818,9,Central,Powderhorn,1,5,12/11/2016,23:20,Dana
"2432 Pillsbury ave s,Minneapolis,MN",44.957917,-93.281305,10,Whittier,Powderhorn,2,3,12/12/2016,15:06,Dana
"720 van white Blvd n,Minneapolis,MN",44.985948,-93.291966,5,Sumner - Glenwood,Near North,2,1,12/12/2016,01:42,Dana
"2100 2 st no,Minneapolis,MN",45.000848,-93.27975699999999,5,Hawthorne,Near North,1,1,12/11/2016,23:22,Dana
"608 7th ave se,Minneapolis,MN",44.986585,-93.24345799999999,3,Marcy Holmes,University,2,4,12/12/2016,12:10,Dana
"200 19TH ST E,Minneapolis,MN",44.963968,-93.273395,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:15,Dana
"2416 Pillsbury ave s,Minneapolis,MN",44.958416,-93.281304,10,Whittier,Powderhorn,2,3,12/12/2016,15:08,Dana
"306 4th st ne,Minneapolis,MN",44.99175,-93.25749300000001,3,St. Anthony West,Northeast,2,2,12/12/2016,12:12,Dana
"200 block 5th Ave se,Minneapolis,MN",44.98369,-93.249661,3,Marcy Holmes,University,2,4,12/12/2016,01:42,Dana
"3730 elliot,Minneapolis,MN",44.935016999999995,-93.261268,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,11:15,Dana
"2500 N 2ND ST,Minneapolis,MN",45.00496,-93.27964300000001,5,Hawthorne,Near North,1,1,12/11/2016,23:10,Dana
"516 6th ave se,Minneapolis,MN",44.986445,-93.245292,3,Marcy Holmes,University,2,4,12/12/2016,12:12,Dana
"2130 Jackson St ne,Minneapolis,MN",45.009671999999995,-93.249172,1,Holland,Northeast,2,2,12/12/2016,15:09,Dana
"319 9th st se,Minneapolis,MN",44.990996,-93.24648,3,Marcy Holmes,University,2,4,12/12/2016,11:15,Dana
"4000 lyndale ave,Minneapolis,MN",44.930205,-93.288696,10,East Harriet,Southwest,2,5,12/12/2016,01:42,Dana
"3744 17th ave s,Minneapolis,MN",44.934604,-93.250262,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,12:13,Dana
"4711 Bryant Ave n ,Minneapolis,MN",45.040676,-93.29180600000001,4,Lind - Bohanon,Camden,1,1,12/11/2016,23:23,Dana
"1110 5th st ne,Minneapolis,MN",44.999291,-93.260266,3,Sheridan,Northeast,2,2,12/12/2016,11:15,Dana
"1700-1899 lasalle,Minneapolis,MN",44.966364,-93.279353,7,Loring Park,Central,2,3,12/12/2016,01:46,Dana
"414 8th Avenue Southeast ,Minneapolis,MN",44.98427,-93.243726,3,Marcy Holmes,University,2,4,12/12/2016,15:10,Dana
"104 9th ave ne,Minneapolis,MN",44.997254,-93.26408599999999,3,St. Anthony West,Northeast,2,2,12/12/2016,12:13,Dana
"4120 Chicago ave,Minneapolis,MN",44.928012,-93.262879,8,Bryant,Powderhorn,1,5,12/11/2016,23:24,Dana
"2204 4th st n,Minneapolis,MN",45.001714,-93.284915,5,Hawthorne,Near North,2,1,12/12/2016,11:16,Dana
"720 van white Blvd n,Minneapolis,MN",44.985948,-93.291966,5,Sumner - Glenwood,Near North,2,1,12/12/2016,01:47,Dana
"310 12th Ave se,Minneapolis,MN",44.980723,-93.239232,3,Marcy Holmes,University,2,4,12/12/2016,17:06,Dana
"504 6th Ave se ,Minneapolis,MN",44.986075,-93.245953,3,Marcy Holmes,University,2,4,12/12/2016,12:14,Dana
"324 CLIFTON AVE,Minneapolis,MN",44.965906,-93.28323,7,Loring Park,Central,2,3,12/12/2016,15:10,Dana
"508 5th st ne,Minneapolis,MN",44.994794,-93.257903,3,St. Anthony West,Northeast,2,2,12/12/2016,11:17,Dana
"3108 3rd Ave s,Minneapolis,MN",44.946292,-93.273214,9,Central,Powderhorn,1,5,12/11/2016,23:26,Dana
"2226 4th ave n,Minneapolis,MN",44.981598999999996,-93.30947900000001,5,Harrison,Near North,2,3,12/12/2016,17:14,Dana
"1000-1098 van white memorial blvd,Minneapolis,MN",44.9826,-93.29487900000001,5,Sumner - Glenwood,Near North,2,3,12/12/2016,01:48,Dana
"108 9th st ne,Minneapolis,MN",44.974216,-93.272067,7,Downtown West,Central,2,3,12/12/2016,12:15,Dana
"3524 COLFAX AVE S ,Minneapolis,MN",44.938689000000004,-93.292375,10,South Uptown,Calhoun Isle,2,5,12/12/2016,15:12,Dana
"718 6th ave se,Minneapolis,MN",44.988341999999996,-93.244151,3,Marcy Holmes,University,2,4,12/12/2016,11:18,Dana
"2400 2nd st no,Minneapolis,MN",45.004081,-93.27937,5,Hawthorne,Near North,1,1,12/11/2016,23:27,Dana
"2220 4th Ave n,Minneapolis,MN",44.981768,-93.30934599999999,5,Harrison,Near North,2,3,12/12/2016,17:15,Dana
"1000 - 1098 Van White Mermorial Blvd,Minneapolis,MN",44.9826,-93.29487900000001,5,Sumner - Glenwood,Near North,2,3,12/12/2016,01:52,Dana
"626 39th st e,Minneapolis,MN",44.932376,-93.266266,8,Bryant,Powderhorn,2,5,12/12/2016,12:15,Dana
"314 8th ave se,Minneapolis,MN",44.983245000000004,-93.244519,3,Marcy Holmes,University,2,4,12/12/2016,15:12,Dana
"2200 6th st n,Minneapolis,MN",45.001637,-93.28613,5,Hawthorne,Near North,2,1,12/12/2016,11:19,Dana
"105 15th st w,Minneapolis,MN",44.967707,-93.280141,7,Loring Park,Central,1,3,12/11/2016,23:27,Dana
"332 12th Avenue Southeast,Minneapolis,MN",44.980937,-93.239064,3,Marcy Holmes,University,2,4,12/12/2016,17:18,Dana
"1700 lasalle av s,Minneapolis,MN",44.966364,-93.279353,7,Loring Park,Central,2,3,12/12/2016,01:53,Dana
"430 4th ave ne,Minneapolis,MN",44.977166,-93.264641,7,Downtown West,Central,2,3,12/12/2016,12:16,Dana
"1810 Jackson St ne,Minneapolis,MN",45.006309,-93.24963699999999,1,Logan Park,Northeast,2,2,12/12/2016,15:13,Dana
"614 5th ave se,Minneapolis,MN",44.987582,-93.246597,3,Marcy Holmes,University,2,4,12/12/2016,11:19,Dana
"3308 Chicago ave,Minneapolis,MN",44.942799,-93.262938,9,Central,Powderhorn,1,5,12/11/2016,23:28,Dana
"522 2nd Avenue Southeast,Minneapolis,MN",44.988904,-93.25131800000001,3,Marcy Holmes,University,3,4,12/13/2016,08:14,Dana
"1000 van white memorial blvd ,Minneapolis,MN",44.98806,-93.292245,5,Sumner - Glenwood,Near North,2,1,12/12/2016,01:53,Dana
"102 9th ave ne,Minneapolis,MN",44.996173,-93.26724899999999,3,St. Anthony West,Northeast,2,2,12/12/2016,12:17,Dana
"502 8th ave se,Minneapolis,MN",44.985115,-93.243052,3,Marcy Holmes,University,2,4,12/12/2016,15:13,Dana
"228 19th st e,Minneapolis,MN",44.963968,-93.273063,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:20,Dana
"2800 dupont Ave s,Minneapolis,MN",44.951233,-93.293203,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:29,Dana
"521 2nd ave se,Minneapolis,MN",44.988826,-93.25142199999999,3,Marcy Holmes,University,3,4,12/13/2016,08:16,Dana
"200 block 3rd Ave se ,Minneapolis,MN",44.984704,-93.252815,3,Marcy Holmes,University,2,4,12/12/2016,01:54,Dana
"201 18th st e,Minneapolis,MN",44.965211,-93.274015,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,12:18,Dana
"710 20th ave ne,Minneapolis,MN",45.00873,-93.251808,1,Holland,Northeast,2,2,12/12/2016,15:14,Dana
"210 5th st ne,Minneapolis,MN",44.991295,-93.25571,3,St. Anthony West,Northeast,2,2,12/12/2016,11:20,Dana
"545 2nd st n,Minneapolis,MN",44.987427000000004,-93.27428,3,North Loop,Central,1,1,12/11/2016,23:29,Dana
"1719 Lyn Park Ave N,Minneapolis,MN",44.997068,-93.286147,5,Near - North,Near North,3,1,12/13/2016,08:18,Dana
"1900 Lasalle Ave,Minneapolis,MN",44.963918,-93.279777,7,Steven's Square - Loring Heights,Central,2,3,12/12/2016,01:56,Dana
"118 9th ave ne,Minneapolis,MN",44.996292,-93.266903,3,St. Anthony West,Northeast,2,2,12/12/2016,12:18,Dana
"618 18th St e,Minneapolis,MN",44.965205,-93.267184,6,Ventura Village,Phillips,2,3,12/12/2016,15:19,Dana
"3146 Holmes Ave s,Minneapolis,MN",44.944953000000005,-93.299625,10,ECCO,Calhoun Isle,2,5,12/12/2016,11:20,Dana
"1800 Emerson Ave n ,Minneapolis,MN",44.997955,-93.293696,5,Near - North,Near North,2,1,12/12/2016,01:56,Dana
"523 2nd ave se,Minneapolis,MN",44.988867,-93.25139,3,Marcy Holmes,University,3,4,12/13/2016,08:22,Dana
"3752 3RD AVE S ,Minneapolis,MN",44.934355,-93.273043,8,Central,Powderhorn,1,5,12/11/2016,23:35,Dana
"402 7th Avenue Southeast ,Minneapolis,MN",44.984421000000005,-93.245421,3,Marcy Holmes,University,2,4,12/12/2016,12:19,Dana
"1018 Irving Ave. N. ,Minneapolis,MN",44.987941,-93.299563,5,Near - North,Near North,2,1,12/12/2016,11:21,Dana
"1715 Lyn park ave n,Minneapolis,MN",44.997053,-93.286146,5,Near - North,Near North,3,1,12/13/2016,08:27,Dana
"2116 stevens ave s,Minneapolis,MN",44.961506,-93.275305,10,Whittier,Powderhorn,2,3,12/12/2016,12:20,Dana
"1918 2nd Ave s,Minneapolis,MN",44.963254,-93.274374,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:21,Dana
"122 9th ave ne,Minneapolis,MN",44.996321,-93.266816,3,St. Anthony West,Northeast,2,2,12/12/2016,12:21,Dana
"5 15th St w,Minneapolis,MN",44.967586,-93.278324,7,Loring Park,Central,1,3,12/11/2016,23:36,Dana
"1900 lasalle ave,Minneapolis,MN",44.963918,-93.279777,7,Steven's Square - Loring Heights,Central,2,3,12/12/2016,01:57,Dana
"2514 Jackson st ne,Minneapolis,MN",45.0137,-93.249416,1,Holland,Northeast,2,2,12/12/2016,15:20,Dana
"1081 12th Ave SE ,Minneapolis,MN",44.99035,-93.23495,2,Como,University,3,4,12/13/2016,08:28,Dana
"310 19th st e,Minneapolis,MN",44.963969,-93.272067,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:21,Dana
"118 10th ave ne,Minneapolis,MN",44.99731,-93.266901,3,St. Anthony West,Northeast,2,2,12/12/2016,12:22,Dana
"2400 2ND ST N ,Minneapolis,MN",45.004081,-93.27937,5,Hawthorne,Near North,1,1,12/11/2016,23:37,Dana
"4343 Thomas AV no,Minneapolis,MN",45.03463,-93.313975,4,Victory,Camden,2,1,12/12/2016,00:58,Dana
"5300 lyndale ave,Minneapolis,MN",44.906678,-93.288713,13,Lynnhurst,Southwest,2,5,12/12/2016,01:57,Dana
"1312 Russell Ave N,Minneapolis,MN",44.992059000000005,-93.3105,5,Willard - Hay,Near North,2,1,12/12/2016,15:20,Dana
"505 Lyn park lane n,Minneapolis,MN",44.99576,-93.286912,5,Near - North,Near North,3,1,12/13/2016,08:30,Dana
"230 5th st ne,Minneapolis,MN",44.991624,-93.255825,3,St. Anthony West,Northeast,2,2,12/12/2016,11:22,Dana
"1236 Logan Ave n,Minneapolis,MN",44.990891999999995,-93.303189,5,Near - North,Near North,2,1,12/12/2016,12:24,Dana
"3000 Lyndale Avenue South,Minneapolis,MN",44.948341,-93.288126,10,South Uptown,Calhoun Isle,2,5,12/12/2016,00:58,Dana
"3139 3RD AVE S ,Minneapolis,MN",44.945387,-93.272534,9,Central,Powderhorn,1,5,12/11/2016,23:38,Dana
"3600 Nicollet ave,Minneapolis,MN",44.937397999999995,-93.278312,8,King Field,Southwest,2,5,12/12/2016,01:59,Dana
"1508 queen Ave n ,Minneapolis,MN",44.994403999999996,-93.30913000000001,5,Willard - Hay,Near North,2,1,12/12/2016,15:20,Dana
"2208 Pillsbury ave s,Minneapolis,MN",44.960415000000005,-93.28129100000001,10,Whittier,Powderhorn,2,3,12/12/2016,12:40,Dana
"328 19th st e,Minneapolis,MN",44.96397,-93.271176,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:23,Dana
"699 46th ave n ,Minneapolis,MN",45.038507,-93.288842,4,Lind - Bohanon,Camden,2,1,12/12/2016,00:59,Dana
"3408 10th ave S,Minneapolis,MN",44.940983,-93.260054,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,12:25,Dana
"204 15th St w,Minneapolis,MN",44.967739,-93.281142,7,Loring Park,Central,1,3,12/11/2016,23:38,Dana
"4045 Chicago ave,Minneapolis,MN",44.929196999999995,-93.262103,8,Bancroft,Powderhorn,2,6,12/12/2016,02:00,Dana
"1908 Jackson st ne ,Minneapolis,MN",45.008307,-93.249441,1,Holland,Northeast,2,2,12/12/2016,15:21,Dana
"2954 Aldrich Ave. n. ,Minneapolis,MN",45.010993,-93.289249,5,Hawthorne,Near North,2,1,12/12/2016,12:41,Dana
"212 5th st ne,Minneapolis,MN",44.991295,-93.25571,3,St. Anthony West,Northeast,2,2,12/12/2016,11:23,Dana
"715 2nd Ave se,Minneapolis,MN",44.990741,-93.250194,3,Marcy Holmes,University,3,2,12/13/2016,08:30,Dana
"716 6th Avenue Southeast,Minneapolis,MN",44.98829,-93.24419300000001,3,Marcy Holmes,University,2,4,12/12/2016,12:26,Dana
"511 15TH st e,Minneapolis,MN",44.968046,-93.26826899999999,6,Elliot Park,Central,1,3,12/11/2016,23:39,Dana
"5300 lyndale,Minneapolis,MN",44.906678,-93.288713,13,Lynnhurst,Southwest,2,5,12/12/2016,02:01,Dana
"3148 15th Ave S,Minneapolis,MN",44.945111,-93.253982,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,12:42,Dana
"1708 34th St E.,Minneapolis,MN",44.941537,-93.24937,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,11:24,Dana
"1093 12th Ave SE ,Minneapolis,MN",44.990696,-93.234883,2,Como,University,3,4,12/13/2016,08:32,Dana
"112 9th ave ne,Minneapolis,MN",44.996247,-93.267033,3,St. Anthony West,Northeast,2,2,12/12/2016,12:26,Dana
"328 newton av n,Minneapolis,MN",44.980837,-93.30581,5,Harrison,Near North,2,3,12/12/2016,15:21,Dana
"2100 2ND ST N ,Minneapolis,MN",45.000848,-93.27975699999999,5,Hawthorne,Near North,1,1,12/11/2016,23:40,Dana
"3720 Bloomington Avenue South,Minneapolis,MN",44.935117,-93.252725,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,02:01,Dana
"124 18th st e,Minneapolis,MN",44.965441,-93.274939,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:26,Dana
"3332 Gerard Ave s,Minneapolis,MN",44.941928000000004,-93.29737800000001,10,South Uptown,Calhoun Isle,2,5,12/12/2016,12:43,Dana
"3835 14th ave s,Minneapolis,MN",44.933058,-93.25490400000001,8,Bancroft,Powderhorn,3,6,12/13/2016,08:33,Dana
