Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
LOGAN AVE N,44.993201,-93.30318199999999,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.958335,-93.281263,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.904024,-93.27915300000001,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.002994,-93.291048,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
JAMES AVE N,45.001002,-93.30396800000001,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
13TH AVE S,44.946884999999995,-93.25632,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
16TH AVE NE,45.003873999999996,-93.270746,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
35TH AVE N,45.018536,-93.29338,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.968361,-93.225686,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.958355,-93.281261,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.903614000000005,-93.279219,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.944176,-93.28562600000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
31ST AVE S,44.905008,-93.22733199999999,11,Wenonah,Nokomis,6,2,Armatage,02/25/2019,00:00
22ND ST E,44.961102000000004,-93.276415,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
QUEEN AVE N,44.993966,-93.309517,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
13TH AVE S,44.947086,-93.256375,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
13TH AVE S,44.947047999999995,-93.256376,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
35TH AVE S,44.957752,-93.22089,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.958473,-93.281304,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
MADISON ST NE,45.013027,-93.254367,1,Holland,Northeast,2,2,Armatage,02/25/2019,00:00
13TH AVE S,44.94716,-93.25640200000001,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.945169,-93.285557,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
KNOX AVE N,44.992157,-93.30194399999999,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
43RD ST E,44.925209,-93.273776,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
43RD ST E,44.925209,-93.273776,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
FINDLEY PL,44.944896,-93.28055,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.958543,-93.281334,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
13TH AVE S,44.947246,-93.256374,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.946357,-93.285622,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
25TH ST E,44.957414,-93.271969,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
43RD ST E,44.925107000000004,-93.27365400000001,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
5TH ST SE,44.986725,-93.248234,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
FINDLEY PL,44.944899,-93.280548,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.958789,-93.281334,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.903496000000004,-93.279223,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
MADISON ST NE,45.012888000000004,-93.254365,1,Holland,Northeast,2,2,Armatage,02/25/2019,00:00
30TH AVE S,44.957095,-93.228438,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
25TH ST E,44.957337,-93.275611,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.961749,-93.286728,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
35TH AVE N,45.018652,-93.30706500000001,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.968507,-93.22572,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.903403999999995,-93.279268,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.903403000000004,-93.27925400000001,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.004877,-93.29106,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
DUPONT AVE S,44.900496999999994,-93.293396,13,Kenny,Southwest,5,2,Armatage,02/25/2019,00:00
13TH AVE S,44.947956,-93.25635600000001,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.961475,-93.286778,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.947095000000004,-93.28546300000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
16TH AVE S,44.954372,-93.251281,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
5TH ST SE,44.986795,-93.248358,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.960445,-93.281253,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.034955,-93.28645300000001,4,Camden Industrial,Camden,1,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.903116,-93.279375,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
MADISON ST NE,45.01258,-93.25435300000001,1,Holland,Northeast,2,2,Armatage,02/25/2019,00:00
13TH AVE S,44.948023,-93.256376,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.947322,-93.285639,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.947196000000005,-93.285666,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
16TH AVE S,44.954587,-93.25114599999999,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
35TH AVE S,44.956853,-93.22107,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
35TH AVE N,45.018676,-93.308617,4,Cleveland,Camden,1,2,Armatage,02/25/2019,00:00
5TH ST SE,44.986866,-93.248457,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.968544,-93.22568199999999,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.903323,-93.279239,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.947351,-93.28563199999999,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
16TH AVE S,44.954382,-93.251153,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
15TH AVE NE,45.003054,-93.2544,1,Logan Park,Northeast,2,2,Armatage,02/25/2019,00:00
22ND ST E,44.961058,-93.275734,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.960561,-93.281254,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
MADISON ST NE,45.012389,-93.25435999999999,1,Holland,Northeast,2,2,Armatage,02/25/2019,00:00
30TH AVE S,44.957414,-93.228789,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.960460999999995,-93.28669000000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.947832,-93.28553199999999,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
37TH AVE S,44.947733,-93.21891600000001,2,Longfellow,Longfellow,6,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.968793,-93.225732,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.959917,-93.290699,10,Lowry Hill East,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
25TH ST E,44.957291999999995,-93.27553,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.947716,-93.285226,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
35TH AVE N,45.018674,-93.309624,4,Cleveland,Camden,1,2,Armatage,02/25/2019,00:00
45TH ST E,44.921514,-93.26747399999999,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.90285,-93.279409,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
14TH AVE S,44.947428,-93.255125,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.958566999999995,-93.28676999999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
35TH AVE N,45.018656,-93.309725,4,Cleveland,Camden,1,2,Armatage,02/25/2019,00:00
22ND ST E,44.961188,-93.275402,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.961321999999996,-93.281253,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.96118,-93.281261,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.034955,-93.28645300000001,4,Camden Industrial,Camden,1,2,Armatage,02/25/2019,00:00
16TH AVE S,44.95568,-93.251204,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.960242,-93.290607,10,Lowry Hill East,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
25TH ST E,44.957346,-93.275704,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.948017,-93.285635,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.948,-93.285591,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
45TH ST E,44.921525,-93.267896,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.034955,-93.28645300000001,4,Camden Industrial,Camden,1,2,Armatage,02/25/2019,00:00
16TH AVE S,44.955763,-93.251249,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
FREMONT AVE S,44.894936,-93.295967,13,Kenny,Southwest,5,2,Armatage,02/25/2019,00:00
POLK ST NE,45.006834000000005,-93.245632,1,Windom Park,Northeast,2,2,Armatage,02/25/2019,00:00
30TH AVE S,44.960403,-93.228217,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.958237,-93.286889,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
HARRIET AVE S,44.94806,-93.285771,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
15TH AVE NE,45.003023,-93.253054,1,Logan Park,Northeast,2,2,Armatage,02/25/2019,00:00
31ST AVE S,44.90178,-93.227149,11,Wenonah,Nokomis,6,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.969294,-93.22574300000001,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.961288,-93.2813,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
14TH AVE S,44.947338,-93.255084,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
25TH ST E,44.957351,-93.275779,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.958184,-93.286897,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
45TH ST E,44.921676,-93.272387,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
10TH AVE S,44.942784,-93.260111,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
22ND ST E,44.960984,-93.27223000000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.961376,-93.281289,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.022453999999996,-93.284701,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.008043,-93.29053,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.962283,-93.29051,10,Lowry Hill East,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
25TH ST E,44.957314000000004,-93.276033,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.961465000000004,-93.281318,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.022453999999996,-93.284701,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.008138,-93.29055100000001,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
14TH AVE S,44.947182,-93.25509699999999,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
14TH AVE S,44.947254,-93.255093,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
JAMES AVE N,45.0003,-93.301521,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.956493,-93.286855,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
35TH AVE S0,44.945948,-93.221518,2,Longfellow,Longfellow,6,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.969508000000005,-93.22575,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
16TH AVE S,44.957122999999996,-93.251191,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.008208,-93.290531,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
POLK ST NE,45.010721999999994,-93.245595,1,Windom Park,Northeast,2,2,Armatage,02/25/2019,00:00
14TH AVE S,44.947059,-93.25509100000001,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
25TH ST E,44.957343,-93.275986,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
27TH ST E,44.953855,-93.273474,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.961779,-93.281312,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
30TH AVE S,44.963519,-93.228348,6,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
14TH AVE S,44.947053000000004,-93.255088,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
JAMES AVE N,45.000809999999994,-93.302132,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.955785999999996,-93.286799,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
38TH AVE S,44.956776,-93.218096,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
47TH AVE S,44.943596,-93.20639200000001,2,Cooper,Longfellow,6,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.969551,-93.225702,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
48TH ST W,44.916321,-93.318609,13,Fulton,Southwest,5,2,Armatage,02/25/2019,00:00
25TH ST E,44.957304,-93.27650600000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.955711,-93.286794,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.986698,-93.305758,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
36TH AVE N,45.020486,-93.30869200000001,4,Cleveland,Camden,1,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.961911,-93.281276,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
POLK ST NE,45.012305,-93.245641,1,Windom Park,Northeast,2,2,Armatage,02/25/2019,00:00
30TH AVE S,44.963027000000004,-93.22829399999999,6,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
17TH AVE NE,45.005214,-93.256731,1,Logan Park,Northeast,2,2,Armatage,02/25/2019,00:00
47TH ST E,44.917902000000005,-93.26564300000001,8,Field,Nokomis,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.948066,-93.283066,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.96962,-93.225679,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
22ND ST E,44.960819,-93.272242,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.962129,-93.281253,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.009947,-93.290538,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.955704,-93.286778,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
27TH ST E,44.953734999999995,-93.27390600000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.948018,-93.28305300000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
39TH ST E,44.932590000000005,-93.207912,12,Howe,Longfellow,6,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.962299,-93.281256,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.022453999999996,-93.284701,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.906595,-93.297247,13,Lynnhurst,Southwest,5,2,Armatage,02/25/2019,00:00
25TH ST E,44.957325,-93.276186,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
47TH ST E,44.917912,-93.263324,8,Field,Nokomis,5,2,Armatage,02/25/2019,00:00
47TH ST E,44.917819,-93.262862,8,Field,Nokomis,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.947955,-93.283037,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
35TH AVE S0,44.935932,-93.221787,12,Howe,Longfellow,6,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.969778999999996,-93.225735,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.962398,-93.281306,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.022453999999996,-93.284701,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.955214,-93.286828,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
36TH AVE N,45.020454,-93.305257,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.947911,-93.283045,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.947672999999995,-93.283211,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
48TH ST W,44.916140000000006,-93.324178,13,Fulton,Southwest,5,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.032228,-93.310188,4,Victory,Camden,1,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.032228,-93.310188,4,Victory,Camden,1,2,Armatage,02/25/2019,00:00
16TH AVE S,44.958179,-93.251182,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.010135999999996,-93.290518,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
25TH ST E,44.957287,-93.27640600000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.955220000000004,-93.28679100000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.987103999999995,-93.305777,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.94775,-93.283052,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.947613,-93.28314,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
GRAND AVE S,44.962047999999996,-93.2842,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.01312,-93.294696,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
TAYLOR ST NE,45.011664,-93.243866,1,Windom Park,Northeast,2,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.926474,-93.28314300000001,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.987144,-93.305771,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
49TH ST E,44.914332,-93.263177,8,Field,Nokomis,5,2,Armatage,02/25/2019,00:00
48TH ST W,44.916199,-93.324786,13,Fulton,Southwest,5,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.954679,-93.286754,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.947408,-93.282877,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.969881,-93.225761,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
16TH AVE S,44.958727,-93.251196,9,East Phillips,Phillips,3,2,Armatage,02/25/2019,00:00
25TH ST E,44.957301,-93.277247,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.955053,-93.286778,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.987275,-93.305727,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
34TH AVE S,44.934367,-93.222824,12,Howe,Longfellow,6,2,Armatage,02/25/2019,00:00
22ND ST E,44.960966,-93.272186,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
WENTWORTH AVE S,44.891446,-93.280722,11,Windom,Southwest,5,2,Armatage,02/25/2019,00:00
BEDFORD ST SE,44.969623999999996,-93.208046,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.987327,-93.305775,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
36TH AVE N,45.020358,-93.296097,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.946246,-93.283096,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
39TH ST E,44.932334999999995,-93.209039,12,Howe,Longfellow,6,2,Armatage,02/25/2019,00:00
34TH AVE S,44.934558,-93.22278100000001,12,Howe,Longfellow,6,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.946346999999996,-93.283163,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
GRAND AVE S,44.96158,-93.28424,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.01312,-93.294696,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.013519,-93.290539,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
25TH ST E,44.957301,-93.277247,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.932037,-93.283088,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
17TH AVE NE,45.006004,-93.270914,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
33RD AVE S,44.957174,-93.22398199999999,2,Seward,Longfellow,4,2,Armatage,02/25/2019,00:00
27TH ST E,44.95389,-93.274598,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
36TH AVE N,45.02037,-93.295874,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
ONTARIO ST SE,44.970093,-93.225719,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
22ND ST E,44.960912,-93.272035,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
16TH AVE S,44.959455,-93.25116700000001,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
BEDFORD ST SE,44.969477000000005,-93.208286,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.953645,-93.286658,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
25TH ST E,44.957306,-93.277287,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.987957,-93.305773,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.945533000000005,-93.283066,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
34TH AVE S,44.935544,-93.222709,12,Howe,Longfellow,6,2,Armatage,02/25/2019,00:00
GRAND AVE S,44.961543,-93.284244,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.01312,-93.294696,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
43RD ST E,44.925216999999996,-93.262209,8,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.945291,-93.283107,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
22ND ST E,44.960884,-93.271893,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GRAND AVE S,44.961416,-93.284254,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
BEDFORD ST SE,44.969254,-93.20863,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.013876,-93.290532,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
16TH AVE S,44.959897,-93.25108399999999,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.988102000000005,-93.30573299999999,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.945355,-93.282944,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
EMERSON AVE N,45.015656,-93.297834,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.953532,-93.286694,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GRAND AVE S,44.960759,-93.284246,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
GRAND AVE S,44.960910999999996,-93.284266,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
16TH AVE S,44.960636,-93.251133,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.016427,-93.290552,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.953219,-93.2869,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
22ND ST E,44.960809999999995,-93.271851,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
34TH AVE S,44.946279,-93.222993,2,Longfellow,Longfellow,6,2,Armatage,02/25/2019,00:00
16TH AVE S,44.961257,-93.251142,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
BRYANT AVE N,45.017661,-93.290541,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
25TH ST W,44.957291999999995,-93.27923299999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
NEWTON AVE N,44.988452,-93.305758,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
47TH ST W,44.919663,-93.32769499999999,13,Linden Hills,Southwest,5,2,Armatage,02/25/2019,00:00
16TH AVE S,44.961402,-93.25114599999999,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
EMERALD ST SE,44.962684,-93.208186,2,Prospect Park - East River Road,University,4,2,Armatage,02/25/2019,00:00
GARFIELD AVE S,44.952771000000006,-93.28677900000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
FILLMORE ST NE,45.009253,-93.242275,1,Windom Park,Northeast,2,2,Armatage,02/25/2019,00:00
