Community,Date,Day,Emergency,Latitude,Location,Longitude,Neighborhood,Time,Tow_Zone,Ward
Powderhorn,01/29/2019,2.0,Quincy,44.953931,"2648 2nd Ave South,Minneapolis,MN",-93.274384,Whittier,14:08,3.0,10.0
Near North,01/29/2019,2.0,Quincy,44.990804,"1236 queen Ave n,Minneapolis,MN",-93.309173,Willard - Hay,14:08,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.956128,"2532 stevens,Minneapolis,MN",-93.27557900000001,Whittier,14:09,3.0,10.0
University,01/29/2019,2.0,Quincy,44.983118,"314 8th ave se,Minneapolis,MN",-93.244188,Marcy Holmes,14:09,4.0,3.0
Camden,01/29/2019,2.0,Quincy,45.019064,"3514 Bryant Ave n,Minneapolis,MN",-93.2903,McKinley,14:10,1.0,4.0
Northeast,01/29/2019,2.0,Quincy,45.006334,"1810 jackson st ne,Minneapolis,MN",-93.249462,Logan Park,14:10,2.0,1.0
University,01/29/2019,2.0,Quincy,44.986822,"618 6TH AVE SE ,Minneapolis,MN",-93.243224,Marcy Holmes,14:10,4.0,3.0
University,01/29/2019,2.0,Quincy,44.986903999999996,"520 5TH AVE SE ,Minneapolis,MN",-93.24674399999999,Marcy Holmes,14:10,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.958021,"2434 Stevens ave s ,Minneapolis,MN",-93.275598,Whittier,14:11,3.0,10.0
Near North,01/29/2019,2.0,Quincy,44.998249,"1820 queen Ave n ,Minneapolis,MN",-93.309232,Willard - Hay,14:12,1.0,5.0
Near North,01/29/2019,2.0,Quincy,44.981722999999995,"404 queen av n,Minneapolis,MN",-93.309438,Harrison,14:12,3.0,5.0
Near North,01/29/2019,1.0,Quincy,45.004428000000004,"2418 EMERSON AVE N ,Minneapolis,MN",-93.293814,Hawthorne,02:13,1.0,5.0
Near North,01/29/2019,1.0,Quincy,44.978934,"800 2ND AVE N ,Minneapolis,MN",-93.289552,Harrison,02:13,3.0,5.0
Powderhorn,01/29/2019,1.0,Quincy,44.960681,"2200 BLAISDELL AV S,Minneapolis,MN",-93.280064,Whittier,02:15,3.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.947643,"3022 10th ave so,Minneapolis,MN",-93.260475,Powderhorn Park,14:15,6.0,9.0
Northeast,01/29/2019,2.0,Quincy,45.008176,"1904 jackson st ne,Minneapolis,MN",-93.249454,Holland,14:16,2.0,1.0
Powderhorn,01/29/2019,2.0,Quincy,44.94495,"2324 32nd Street East,Minneapolis,MN",-93.23788,Corcoran,14:16,6.0,9.0
Near North,01/29/2019,1.0,Quincy,45.001096000000004,"2121 Emerson ave n ,Minneapolis,MN",-93.294524,Jordan,02:17,1.0,5.0
Longfellow,01/29/2019,2.0,Quincy,44.960845,"2222 32nd Street East,Minneapolis,MN",-93.225425,Seward,14:19,4.0,2.0
Near North,01/29/2019,1.0,Quincy,45.00097,"2119 emerson ave n,Minneapolis,MN",-93.294426,Jordan,02:20,1.0,5.0
University,01/29/2019,2.0,Quincy,44.985531,"802 6th st se,Minneapolis,MN",-93.24255600000001,Marcy Holmes,14:20,4.0,3.0
Nokomis,01/29/2019,1.0,Quincy,44.905374,"3800 54th st e,Minneapolis,MN",-93.217782,Morris Park,02:21,6.0,12.0
Near North,01/29/2019,2.0,Quincy,44.979345,"272 queen ave n,Minneapolis,MN",-93.30935699999999,Harrison,14:23,3.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.945896999999995,"1318 PowDERHOR TER,Minneapolis,MN",-93.255573,Powderhorn Park,14:24,6.0,9.0
University,01/29/2019,2.0,Quincy,44.984525,"800 5th st se,Minneapolis,MN",-93.24324,Marcy Holmes,14:24,4.0,3.0
University,01/29/2019,2.0,Quincy,44.988762,"1030 14th ave se,Minneapolis,MN",-93.23174,Como,14:25,4.0,1.0
Camden,01/29/2019,2.0,Quincy,45.017213,"3412 BRYANT AVE N,Minneapolis,MN",-93.290284,McKinley,14:26,1.0,4.0
Northeast,01/29/2019,1.0,Quincy,45.012198,"2401 marshall st ne,Minneapolis,MN",-93.271323,Bottineau,02:27,2.0,3.0
Camden,01/29/2019,1.0,Quincy,45.015221999999994,"3300 FREMOUNT AVE N ,Minneapolis,MN",-93.295175,Folwell,02:27,1.0,4.0
Near North,01/29/2019,1.0,Quincy,44.984895,"616 penn Ave n,Minneapolis,MN",-93.308015,Near - North,02:28,1.0,5.0
Powderhorn,01/29/2019,1.0,Quincy,44.959732,"2300 BLOCK OF BLAISDELL AVE,Minneapolis,MN",-93.280183,Whittier,02:28,3.0,10.0
Powderhorn,01/29/2019,1.0,Quincy,44.959732,"2300 block of Blaisdell ave,Minneapolis,MN",-93.280183,Whittier,02:28,3.0,10.0
Longfellow,01/29/2019,1.0,Quincy,44.939738,"3410 35th st e,Minneapolis,MN",-93.22245600000001,Howe,02:30,6.0,12.0
Longfellow,01/29/2019,1.0,Quincy,44.964017999999996,"2100 BLOCK 9TH ST S,Minneapolis,MN",-93.242491,Seward,02:31,4.0,6.0
Powderhorn,01/29/2019,1.0,Quincy,44.928736,"4099 3rd Ave South,Minneapolis,MN",-93.272728,Bryant,02:31,5.0,8.0
Powderhorn,01/29/2019,1.0,Quincy,44.960681,"2200 block of blaisdell Ave ,Minneapolis,MN",-93.280064,Whittier,02:32,3.0,10.0
Northeast,01/29/2019,1.0,Quincy,45.016489,"2647 marshall st ne,Minneapolis,MN",-93.271985,Marshall Terrace,02:33,2.0,1.0
Powderhorn,01/29/2019,1.0,Quincy,44.939985,"3441 23rd av s,Minneapolis,MN",-93.238546,Corcoran,02:34,6.0,9.0
Longfellow,01/29/2019,1.0,Quincy,44.964017999999996,"2099 9th st s,Minneapolis,MN",-93.24252299999999,Seward,02:35,4.0,6.0
Powderhorn,01/29/2019,1.0,Quincy,44.941188000000004,"3400 block of 3rd Avenue south,Minneapolis,MN",-93.27311800000001,Central,02:37,5.0,9.0
Near North,01/29/2019,2.0,Quincy,44.981658,"402 QUEEN AV N,Minneapolis,MN",-93.309439,Harrison,14:41,3.0,5.0
Northeast,01/29/2019,1.0,Quincy,45.002703000000004,"1490 MARSHALL ST NE,Minneapolis,MN",-93.271528,Sheridan,02:42,2.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.955125,"2608 pillsbury ave,Minneapolis,MN",-93.281587,Whittier,14:42,3.0,10.0
Camden,01/29/2019,1.0,Quincy,45.025011,"3834 Freemont ave n,Minneapolis,MN",-93.295373,Webber - Camden,02:43,1.0,4.0
Camden,01/29/2019,2.0,Quincy,45.030736,"4144 Bryant Ave n,Minneapolis,MN",-93.290417,Webber - Camden,14:43,1.0,4.0
Powderhorn,01/29/2019,2.0,Quincy,44.957117,"2502 Harriet Ave South,Minneapolis,MN",-93.28581,Whittier,14:44,3.0,10.0
Near North,01/29/2019,2.0,Quincy,44.980806,"310 Russell Ave n,Minneapolis,MN",-93.31110600000001,Harrison,14:44,3.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.945972999999995,"3118 12 ave s,Minneapolis,MN",-93.257908,Powderhorn Park,14:44,6.0,9.0
Powderhorn,01/29/2019,1.0,Quincy,44.958876000000004,"2400 BLAISDELL AVE S,Minneapolis,MN",-93.280113,Whittier,02:45,3.0,10.0
Northeast,01/29/2019,1.0,Quincy,45.002712,"1492 MARSHALL ST NE,Minneapolis,MN",-93.271529,Sheridan,02:45,2.0,3.0
Camden,01/29/2019,1.0,Quincy,45.025298,"3845 Fremont Ave n,Minneapolis,MN",-93.29598,Webber - Camden,02:45,1.0,4.0
Powderhorn,01/29/2019,1.0,Quincy,44.959732,"2300 BLOCK OF BLAISDELL AVE,Minneapolis,MN",-93.280183,Whittier,02:46,3.0,10.0
Northeast,01/29/2019,1.0,Quincy,45.016412,"2650 marshall st ne,Minneapolis,MN",-93.27257,Marshall Terrace,02:49,2.0,1.0
Near North,01/29/2019,2.0,Quincy,44.980742,"302 Russell Ave N,Minneapolis,MN",-93.31110699999999,Harrison,14:51,3.0,5.0
Powderhorn,01/29/2019,1.0,Quincy,44.958876000000004,"2400 BLAISDELL AV S,Minneapolis,MN",-93.280113,Whittier,02:52,3.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.945784,"3124 Elliot ave ,Minneapolis,MN",-93.261651,Powderhorn Park,14:52,6.0,9.0
Near North,01/29/2019,2.0,Quincy,44.999043,"1906 queen ave n ,Minneapolis,MN",-93.309217,Willard - Hay,14:53,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.94158,"2116 34th st,Minneapolis,MN",-93.241522,Corcoran,14:53,6.0,9.0
Longfellow,01/29/2019,1.0,Quincy,44.964017999999996,"2100 9TH ST S,Minneapolis,MN",-93.242491,Seward,02:54,4.0,6.0
Northeast,01/29/2019,1.0,Quincy,45.012198,"2401 MARSHALL ST NE,Minneapolis,MN",-93.271323,Bottineau,02:54,2.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.954442,"2624 2nd ave s,Minneapolis,MN",-93.274428,Whittier,14:54,3.0,10.0
Camden,01/29/2019,2.0,Quincy,45.032344,"4224 Colfax Ave n,Minneapolis,MN",-93.29163,Webber - Camden,14:54,1.0,4.0
University,01/29/2019,2.0,Quincy,44.986676,"610 7TH ST SE,Minneapolis,MN",-93.243309,Marcy Holmes,14:55,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.944967999999996,"2218 32nd st,Minneapolis,MN",-93.239799,Corcoran,14:55,6.0,9.0
Near North,01/29/2019,1.0,Quincy,45.008815999999996,"2806 EMERSON AVE N ,Minneapolis,MN",-93.294062,Hawthorne,02:56,1.0,5.0
Near North,01/29/2019,2.0,Quincy,45.009802,"2900 queen ave n ,Minneapolis,MN",-93.309196,Jordan,14:56,1.0,5.0
Camden,01/29/2019,1.0,Quincy,45.043912,"1800 block 49th Ave n,Minneapolis,MN",-93.30298499999999,Humboldt Industrial Area,02:57,1.0,4.0
Camden,01/29/2019,1.0,Quincy,45.035447,"1460 44TH AVE N,Minneapolis,MN",-93.298644,Webber - Camden,02:57,1.0,4.0
Camden,01/29/2019,2.0,Quincy,45.017715,"3428 bryant ave n,Minneapolis,MN",-93.290287,McKinley,14:57,1.0,4.0
Camden,01/29/2019,1.0,Quincy,45.02534,"3846 FREMONT AVE N ,Minneapolis,MN",-93.295371,Webber - Camden,02:58,1.0,4.0
Camden,01/29/2019,2.0,Quincy,45.032432,"4226 Colfax Ave n ,Minneapolis,MN",-93.291739,Webber - Camden,14:58,1.0,4.0
University,01/29/2019,2.0,Quincy,44.982751,"302 8TH AVE SE,Minneapolis,MN",-93.24446800000001,Marcy Holmes,14:58,4.0,3.0
Longfellow,01/29/2019,1.0,Quincy,44.964017999999996,"2100 9TH ST S,Minneapolis,MN",-93.242491,Seward,03:00,4.0,6.0
Camden,01/29/2019,1.0,Quincy,45.021183,"3626 FREMONT AVE N ,Minneapolis,MN",-93.295288,Folwell,03:00,1.0,4.0
Northeast,01/29/2019,1.0,Quincy,45.00297,"1501 MARSHALL ST NE,Minneapolis,MN",-93.270893,Sheridan,03:00,2.0,3.0
Powderhorn,01/29/2019,1.0,Quincy,44.960681,"2200 BLAISDELL AVE S,Minneapolis,MN",-93.280064,Whittier,03:00,3.0,10.0
Longfellow,01/29/2019,1.0,Quincy,44.964017999999996,"2100 9TH ST S,Minneapolis,MN",-93.242491,Seward,03:00,4.0,6.0
Camden,01/29/2019,2.0,Quincy,45.028804,"4038 bryant ave n,Minneapolis,MN",-93.290353,Webber - Camden,15:00,1.0,4.0
University,01/29/2019,2.0,Quincy,44.984315,"818 5th st se,Minneapolis,MN",-93.24268000000001,Marcy Holmes,15:01,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.957621,"2444 STEVENS AVE S,Minneapolis,MN",-93.275592,Whittier,15:01,3.0,10.0
Longfellow,01/29/2019,1.0,Quincy,44.963997,"2199 9TH ST S,Minneapolis,MN",-93.24092900000001,Seward,03:04,4.0,6.0
Powderhorn,01/29/2019,2.0,Quincy,44.952495,"2734 2ND AVE S,Minneapolis,MN",-93.274372,Whittier,15:04,3.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.952501,"2732 2nd ave s ,Minneapolis,MN",-93.27435600000001,Whittier,15:04,3.0,10.0
Near North,01/29/2019,2.0,Quincy,44.980933,"326 russell av,Minneapolis,MN",-93.311105,Harrison,15:05,3.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.947371999999994,"3028 Elliott ave,Minneapolis,MN",-93.261736,Powderhorn Park,15:08,6.0,9.0
Nokomis,01/29/2019,1.0,Quincy,44.904109999999996,"5440 34TH AVE S,Minneapolis,MN",-93.22322,Wenonah,03:09,6.0,11.0
Powderhorn,01/29/2019,2.0,Quincy,44.952574,"2730 2ND AVE S ,Minneapolis,MN",-93.274371,Whittier,15:09,3.0,10.0
Northeast,01/29/2019,2.0,Quincy,45.00134,"116 14th ave ne,Minneapolis,MN",-93.269897,Sheridan,15:12,2.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.943160999999996,"1932 33rd Street East,Minneapolis,MN",-93.303565,ECCO,15:14,5.0,10.0
Northeast,01/29/2019,2.0,Quincy,45.003719,"56 16th ave ne,Minneapolis,MN",-93.269577,Sheridan,15:15,2.0,3.0
Powderhorn,01/29/2019,1.0,Quincy,44.958876000000004,"2400 BLAISDELL AVE S,Minneapolis,MN",-93.280113,Whittier,03:16,3.0,10.0
Powderhorn,01/29/2019,1.0,Quincy,44.957001,"2500 BLOCK OF BLAISDELL AVE,Minneapolis,MN",-93.280076,Whittier,03:17,3.0,10.0
Powderhorn,01/29/2019,1.0,Quincy,44.941188000000004,"3400 block of 3rd Avenue south,Minneapolis,MN",-93.27311800000001,Central,03:18,5.0,9.0
Near North,01/29/2019,1.0,Quincy,44.98514,"1100 7TH AVE N ,Minneapolis,MN",-93.293975,Near - North,03:19,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.947637,"3020 11th Avenue South,Minneapolis,MN",-93.25909,Powderhorn Park,15:19,6.0,9.0
Near North,01/29/2019,1.0,Quincy,44.98158,"1411 4th ave n ,Minneapolis,MN",-93.301339,Harrison,03:26,3.0,5.0
Nokomis,01/29/2019,1.0,Quincy,44.906137,"5335 34th ave s,Minneapolis,MN",-93.222604,Minnehaha,03:27,6.0,12.0
Camden,01/29/2019,1.0,Quincy,45.041197,"4729 LYNDALE AVE N,Minneapolis,MN",-93.287071,Lind - Bohanon,03:29,1.0,4.0
Near North,01/29/2019,1.0,Quincy,44.990255,"1216 penn Ave n,Minneapolis,MN",-93.30793299999999,Near - North,03:29,1.0,5.0
Near North,01/29/2019,1.0,Quincy,44.98158,"1421 4th ave n,Minneapolis,MN",-93.301339,Harrison,03:31,3.0,5.0
Nokomis,01/29/2019,1.0,Quincy,44.906169,"5333 34th ave s,Minneapolis,MN",-93.222643,Minnehaha,03:31,6.0,12.0
Powderhorn,01/29/2019,1.0,Quincy,44.957001,"2500 BLAISDELL AVE S,Minneapolis,MN",-93.280076,Whittier,03:34,3.0,10.0
Central,01/29/2019,1.0,Quincy,44.963797,"1 19th st e,Minneapolis,MN",-93.277559,Steven's Square - Loring Heights,03:34,3.0,6.0
Longfellow,01/29/2019,1.0,Quincy,44.943815,"3226 MINNEHAHA AVE S,Minneapolis,MN",-93.2313,Longfellow,03:35,6.0,9.0
Longfellow,01/29/2019,1.0,Quincy,44.963743,"2189 9TH ST S,Minneapolis,MN",-93.241035,Seward,03:35,4.0,6.0
Longfellow,01/29/2019,1.0,Quincy,44.944369,"3206 MINNEHAHA AVE S,Minneapolis,MN",-93.231757,Longfellow,03:38,6.0,9.0
Central,01/29/2019,1.0,Quincy,44.963955,"200 19TH ST ,Minneapolis,MN",-93.273395,Steven's Square - Loring Heights,03:41,3.0,6.0
Central,01/29/2019,1.0,Quincy,44.963955,"200 BLOCK 19TH ST E,Minneapolis,MN",-93.273395,Steven's Square - Loring Heights,03:41,3.0,6.0
Powderhorn,01/29/2019,1.0,Quincy,44.957001,"2500 Blaisdell ave,Minneapolis,MN",-93.280076,Whittier,03:45,3.0,10.0
Southwest,01/29/2019,1.0,Quincy,44.923018,"4400 NICOLLET AVE S,Minneapolis,MN",-93.278286,King Field,03:46,5.0,8.0
Near North,01/29/2019,1.0,Quincy,44.996694,"1706 penn Ave n,Minneapolis,MN",-93.30788100000001,Willard - Hay,03:47,1.0,5.0
Southwest,01/29/2019,1.0,Quincy,44.923018,"4400 NICOLLET AVE S,Minneapolis,MN",-93.278286,King Field,03:50,5.0,8.0
Camden,01/29/2019,1.0,Quincy,45.035242,"1421 44TH AVE N ,Minneapolis,MN",-93.298074,Webber - Camden,03:51,1.0,4.0
Camden,01/29/2019,1.0,Quincy,45.04356,"4851 LYNDALE AVE N ,Minneapolis,MN",-93.286116,Lind - Bohanon,03:53,1.0,4.0
Camden,01/29/2019,1.0,Quincy,45.035273,"1411 44th ave n,Minneapolis,MN",-93.297623,Webber - Camden,03:54,1.0,4.0
Near North,01/29/2019,1.0,Quincy,44.99858,"1838 PENN AVE N,Minneapolis,MN",-93.307877,Willard - Hay,03:55,1.0,5.0
Camden,01/29/2019,1.0,Quincy,45.039916999999996,"4643 LYNDALE AVE N ,Minneapolis,MN",-93.287774,Lind - Bohanon,03:56,1.0,4.0
Longfellow,01/29/2019,1.0,Quincy,44.964017999999996,"2100 9TH ST S,Minneapolis,MN",-93.242491,Seward,03:57,4.0,6.0
Powderhorn,01/29/2019,1.0,Quincy,44.939584,"3499 3rd AVE south,Minneapolis,MN",-93.272772,Central,04:01,5.0,9.0
Phillips,01/29/2019,1.0,Quincy,44.963704,"00 BLOCK 19TH ST E,Minneapolis,MN",-93.257473,Ventura Village,04:02,3.0,6.0
Powderhorn,01/29/2019,1.0,Quincy,44.95552100000001,"2600 block of Blaisdell av,Minneapolis,MN",-93.279634,Whittier,04:06,3.0,10.0
Central,01/29/2019,1.0,Quincy,44.96405,"00 19th st e,Minneapolis,MN",-93.272827,Steven's Square - Loring Heights,04:06,3.0,6.0
Camden,01/29/2019,1.0,Quincy,45.014171999999995,"3229 Penn Ave n,Minneapolis,MN",-93.308611,Cleveland,04:07,1.0,4.0
Powderhorn,01/29/2019,1.0,Quincy,44.941188000000004,"3400 3 Ave St,Minneapolis,MN",-93.27311800000001,Central,04:07,5.0,9.0
Longfellow,01/29/2019,1.0,Quincy,44.964186,"2500 9th st s,Minneapolis,MN",-93.235391,Seward,04:08,4.0,6.0
Near North,01/29/2019,1.0,Quincy,45.001151,"2117 penn Ave n,Minneapolis,MN",-93.308494,Willard - Hay,04:09,1.0,5.0
Powderhorn,01/29/2019,1.0,Quincy,44.957001,"2500 block of blaisdell Ave ,Minneapolis,MN",-93.280076,Whittier,04:09,3.0,10.0
Camden,01/29/2019,1.0,Quincy,45.013594,"3213 Penn Ave n ,Minneapolis,MN",-93.308614,Cleveland,04:14,1.0,4.0
Camden,01/29/2019,1.0,Quincy,45.014171999999995,"3229 PENN AVE N,Minneapolis,MN",-93.308611,Cleveland,04:22,1.0,4.0
Longfellow,01/29/2019,1.0,Quincy,44.947885,"3010 Minnehaha Avenue South,Minneapolis,MN",-93.234477,Longfellow,04:23,6.0,9.0
Phillips,01/29/2019,1.0,Quincy,44.963704,"00 BLOCK 19TH ST E,Minneapolis,MN",-93.257473,Ventura Village,04:28,3.0,6.0
Longfellow,01/29/2019,1.0,Quincy,44.942029,"3328 Minnehaha Avenue South,Minneapolis,MN",-93.23004399999999,Longfellow,04:29,6.0,9.0
Central,01/29/2019,1.0,Quincy,44.96405,"00 19th st e,Minneapolis,MN",-93.272827,Steven's Square - Loring Heights,04:30,3.0,6.0
Powderhorn,01/29/2019,1.0,Quincy,44.953632,"2700 BLAISDELL AVE S,Minneapolis,MN",-93.280025,Whittier,04:32,3.0,10.0
Powderhorn,01/29/2019,1.0,Quincy,44.953632,"2700 BLAISDELL AVE S,Minneapolis,MN",-93.280025,Whittier,04:33,3.0,10.0
Near North,01/29/2019,1.0,Quincy,44.995127000000004,"1556 PENN AVE N ,Minneapolis,MN",-93.30821800000001,Willard - Hay,04:45,1.0,5.0
Longfellow,01/29/2019,1.0,Quincy,44.964017,"2150 9TH ST S,Minneapolis,MN",-93.241694,Seward,04:46,4.0,6.0
Camden,01/29/2019,1.0,Quincy,45.04407,"4900 PENN AVE N ,Minneapolis,MN",-93.308965,Shingle Creek,04:48,1.0,4.0
Camden,01/29/2019,1.0,Quincy,45.014171999999995,"3229 PENN AVE N ,Minneapolis,MN",-93.308611,Cleveland,04:48,1.0,4.0
Longfellow,01/29/2019,1.0,Quincy,44.947885,"3010 MINNEHAHA AVE S,Minneapolis,MN",-93.234477,Longfellow,04:50,6.0,9.0
Phillips,01/29/2019,1.0,Quincy,44.963704,"00 BLOCK 19TH ST E,Minneapolis,MN",-93.257473,Ventura Village,04:50,3.0,6.0
Longfellow,01/29/2019,1.0,Quincy,44.940335,"3441 MINNEHAHA AVE S,Minneapolis,MN",-93.22784200000001,Howe,04:56,6.0,12.0
Near North,01/29/2019,1.0,Quincy,45.00190900000001,"2211 PENN AVE N ,Minneapolis,MN",-93.308441,Willard - Hay,04:59,1.0,5.0
Near North,01/29/2019,2.0,Quincy,44.994181,"2420 3rd st n,Minneapolis,MN",-93.281878,Near - North,08:20,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,45.012567,"2410 3rd ave n ,Minneapolis,MN",-93.264979,Bottineau,08:23,2.0,3.0
Near North,01/29/2019,2.0,Quincy,44.997076,"500 lyn park cir n ,Minneapolis,MN",-93.286424,Near - North,08:29,1.0,5.0
Near North,01/29/2019,2.0,Quincy,44.99712,"502 LYN PARK CIR,Minneapolis,MN",-93.286587,Near - North,08:37,1.0,5.0
Central,01/29/2019,2.0,Quincy,44.968798,"124 14TH ST W,Minneapolis,MN",-93.28066899999999,Loring Park,08:38,3.0,7.0
Powderhorn,01/29/2019,2.0,Quincy,44.93581500000001,"3701 S 4TH AVE ,Minneapolis,MN",-93.269856,Central,08:39,5.0,8.0
Near North,01/29/2019,2.0,Quincy,44.988359,"1032 Aldrich ave n ,Minneapolis,MN",-93.290778,Sumner - Glenwood,08:41,1.0,5.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.948259,"3002 knox Avenue s,Minneapolis,MN",-93.304899,ECCO,08:41,5.0,10.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.94694000000001,"3040 james ave s,Minneapolis,MN",-93.303703,ECCO,08:44,5.0,10.0
Near North,01/29/2019,2.0,Quincy,44.988347999999995,"1030 aldrich ave n,Minneapolis,MN",-93.290777,Sumner - Glenwood,08:48,1.0,5.0
University,01/29/2019,2.0,Quincy,44.983413,"408 2nd Ave SE,Minneapolis,MN",-93.250399,Marcy Holmes,08:50,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.996999,"1712 lyn park ave n,Minneapolis,MN",-93.285923,Near - North,08:51,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.928715000000004,"1512 41st e ,Minneapolis,MN",-93.253529,Bancroft,08:52,6.0,8.0
Central,01/29/2019,2.0,Quincy,44.968798,"114 14TH ST W,Minneapolis,MN",-93.280647,Loring Park,08:53,3.0,7.0
University,01/29/2019,2.0,Quincy,44.983428,"406 2nd Ave SE,Minneapolis,MN",-93.250437,Marcy Holmes,08:55,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.988402,"1040 ALDRICH AVE N,Minneapolis,MN",-93.290779,Sumner - Glenwood,08:56,1.0,5.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.947834,"3012 Knox ave s,Minneapolis,MN",-93.30494200000001,ECCO,08:57,5.0,10.0
University,01/29/2019,2.0,Quincy,44.980975,"1208 main st SE,Minneapolis,MN",-93.246438,Marcy Holmes,08:59,4.0,3.0
Near North,01/29/2019,2.0,Quincy,45.012062,"3108 N 3rd St ,Minneapolis,MN",-93.283377,Hawthorne,08:59,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,45.0005,"1218 NE Main St ,Minneapolis,MN",-93.267977,Sheridan,09:00,2.0,3.0
Near North,01/29/2019,2.0,Quincy,45.012038000000004,"3106 N 3rd St ,Minneapolis,MN",-93.283377,Hawthorne,09:02,1.0,5.0
Central,01/29/2019,2.0,Quincy,44.968938,"120 14TH ST W,Minneapolis,MN",-93.280491,Loring Park,09:04,3.0,7.0
Powderhorn,01/29/2019,2.0,Quincy,44.937071,"3616 15 ave s,Minneapolis,MN",-93.253943,Powderhorn Park,09:06,6.0,9.0
Central,01/29/2019,2.0,Quincy,44.968798,"100 14TH ST W,Minneapolis,MN",-93.280617,Loring Park,09:07,3.0,7.0
Near North,01/29/2019,2.0,Quincy,44.983835,"530 N BRYANT AVE ,Minneapolis,MN",-93.290499,Sumner - Glenwood,09:09,3.0,5.0
Central,01/29/2019,2.0,Quincy,44.966904,"1526 Spruce Pl,Minneapolis,MN",-93.280556,Loring Park,09:09,3.0,7.0
Northeast,01/29/2019,2.0,Quincy,45.00190900000001,"1408 grand st ne,Minneapolis,MN",-93.269938,Sheridan,09:11,2.0,3.0
Near North,01/29/2019,2.0,Quincy,44.986064,"724 Aldrich ave n ,Minneapolis,MN",-93.290012,Sumner - Glenwood,09:11,1.0,5.0
Central,01/29/2019,2.0,Quincy,44.988836,"700 block 2nd st n ,Minneapolis,MN",-93.27623299999999,North Loop,09:16,1.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.931422999999995,"3928 15th ave,Minneapolis,MN",-93.253904,Bancroft,09:16,6.0,8.0
Northeast,01/29/2019,2.0,Quincy,44.999876,"1202 main st ne,Minneapolis,MN",-93.267975,Sheridan,09:16,2.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.947706,"3016 James ave,Minneapolis,MN",-93.303703,ECCO,09:18,5.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.929964,"4016 14th ave,Minneapolis,MN",-93.255239,Bancroft,09:19,6.0,8.0
Powderhorn,01/29/2019,2.0,Quincy,44.938856,"3516 15th Avenue South,Minneapolis,MN",-93.253943,Powderhorn Park,09:20,6.0,9.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.947069,"3036 James ave s,Minneapolis,MN",-93.30368299999999,ECCO,09:21,5.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.938702,"3522 14th Avenue South,Minneapolis,MN",-93.25520999999999,Powderhorn Park,09:23,6.0,9.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.947214,"3032 James ave s,Minneapolis,MN",-93.30368299999999,ECCO,09:24,5.0,10.0
Central,01/29/2019,2.0,Quincy,44.968306,"1410 SPRUCE PLACE,Minneapolis,MN",-93.281143,Loring Park,09:27,3.0,7.0
Near North,01/29/2019,2.0,Quincy,44.991984,"1108 FREMONT AVE N,Minneapolis,MN",-93.29565,Near - North,09:28,1.0,5.0
Nokomis,01/29/2019,2.0,Quincy,44.926783,"4200 Longfellow ave s,Minneapolis,MN",-93.246341,Ericsson,09:34,6.0,12.0
Near North,01/29/2019,2.0,Quincy,45.002339,"2226 4th st n,Minneapolis,MN",-93.284665,Hawthorne,09:34,1.0,5.0
Near North,01/29/2019,2.0,Quincy,44.991409999999995,"724 bryant ave n ,Minneapolis,MN",-93.291051,Near - North,09:35,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.944334999999995,"3210 15th ave s,Minneapolis,MN",-93.25412,Powderhorn Park,09:35,6.0,9.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.94637700000001,"3102 james ave s,Minneapolis,MN",-93.303708,ECCO,09:36,5.0,10.0
University,01/29/2019,2.0,Quincy,44.987427000000004,"422 2nd ave se,Minneapolis,MN",-93.252525,Marcy Holmes,09:37,4.0,3.0
