Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"1828 Ulysses st ne,Minneapolis,MN",45.007096999999995,-93.23625899999999,1,Windom Park,Northeast,2,2,01/12/2017,13:53,Jane
"1830 ulysses st ne,Minneapolis,MN",45.007099,-93.236214,1,Windom Park,Northeast,2,2,01/12/2017,13:59,Jane
"2406 Fillmore st ne,Minneapolis,MN",45.012464,-93.242498,1,Windom Park,Northeast,2,2,01/12/2017,14:01,Jane
"1808 Garfield st ne,Minneapolis,MN",45.006405,-93.233345,1,Windom Park,Northeast,2,2,01/12/2017,14:03,Jane
"1804 Garfield st ne,Minneapolis,MN",45.006347999999996,-93.233345,1,Windom Park,Northeast,2,2,01/12/2017,14:10,Jane
"1806 Garfield st ne,Minneapolis,MN",45.006376,-93.233345,1,Windom Park,Northeast,2,2,01/12/2017,14:16,Jane
"948 24th ave ne,Minneapolis,MN",45.012153000000005,-93.246403,1,Windom Park,Northeast,2,2,01/12/2017,14:28,Jane
"2412 Polk st ne,Minneapolis,MN",45.012664,-93.246051,1,Windom Park,Northeast,2,2,01/12/2017,15:25,Jane
"1911 Taylor st ne,Minneapolis,MN",45.008356,-93.2438,1,Windom Park,Northeast,3,2,01/13/2017,12:05,Jane
"2303 Fillmore st ne,Minneapolis,MN",45.011569,-93.242232,1,Windom Park,Northeast,3,2,01/13/2017,12:09,Jane
"2227 Polk st ne,Minneapolis,MN",45.010711,-93.24509300000001,1,Windom Park,Northeast,3,2,01/13/2017,12:26,Jane
"1831 Ulysses st ne,Minneapolis,MN",45.00694,-93.235869,1,Windom Park,Northeast,3,2,01/13/2017,12:30,Jane
"1827 Hayes st ne,Minneapolis,MN",45.006898,-93.234587,1,Windom Park,Northeast,3,2,01/13/2017,12:40,Jane
"1813 Garfield st ne,Minneapolis,MN",45.006391,-93.233308,1,Windom Park,Northeast,3,2,01/13/2017,12:46,Jane
"954 18 1/2 ave ne,Minneapolis,MN",45.006918,-93.247033,1,Windom Park,Northeast,3,2,01/13/2017,13:05,Jane
"2313 Polk st ne,Minneapolis,MN",45.011319,-93.245215,1,Windom Park,Northeast,3,2,01/13/2017,13:06,Jane
"1807 Garfield st ne,Minneapolis,MN",45.006232000000004,-93.233307,1,Windom Park,Northeast,3,2,01/13/2017,13:39,Jane
"4032 Bloomington Avenue South,Minneapolis,MN",44.929368,-93.252415,8,Bancroft,Powderhorn,2,6,01/12/2017,01:02,Jane
"966 41st st e,Minneapolis,MN",44.928752,-93.260403,8,Bancroft,Powderhorn,2,6,01/12/2017,08:22,Jane
"4042 14tbh ave s,Minneapolis,MN",44.929244,-93.25495500000001,8,Bancroft,Powderhorn,2,6,01/12/2017,08:33,Jane
"1532 41st st e,Minneapolis,MN",44.928724,-93.253302,8,Bancroft,Powderhorn,2,6,01/12/2017,08:39,Jane
"4138 12th Avenue South,Minneapolis,MN",44.927566,-93.25749,8,Bancroft,Powderhorn,2,6,01/12/2017,09:31,Jane
"4020 15th Ave. S.,Minneapolis,MN",44.929619,-93.253683,8,Bancroft,Powderhorn,2,6,01/12/2017,09:43,Jane
"3836 13th ave s,Minneapolis,MN",44.932969,-93.256427,8,Bancroft,Powderhorn,2,6,01/12/2017,09:48,Jane
"4018 15th Avenue South,Minneapolis,MN",44.929619,-93.253683,8,Bancroft,Powderhorn,2,6,01/12/2017,09:48,Jane
"3938 14th ave so,Minneapolis,MN",44.931155,-93.25495,8,Bancroft,Powderhorn,2,6,01/12/2017,10:24,Jane
"3912 13th ave s,Minneapolis,MN",44.931895000000004,-93.25644100000001,8,Bancroft,Powderhorn,2,6,01/12/2017,10:40,Jane
"4102 10th Avenue South,Minneapolis,MN",44.928608000000004,-93.26001099999999,8,Bancroft,Powderhorn,2,6,01/12/2017,10:54,Jane
"1364 39th Street East,Minneapolis,MN",44.932347,-93.255368,8,Bancroft,Powderhorn,2,6,01/12/2017,11:00,Jane
"3904 17th ave s,Minneapolis,MN",44.932047,-93.250215,8,Bancroft,Powderhorn,2,6,01/12/2017,12:02,Jane
"4019 14th Ave. S.,Minneapolis,MN",44.929624,-93.254917,8,Bancroft,Powderhorn,3,6,01/13/2017,08:34,Jane
"1515 41st st,Minneapolis,MN",44.928701000000004,-93.253507,8,Bancroft,Powderhorn,3,6,01/13/2017,08:44,Jane
"4101 12th ave s,Minneapolis,MN",44.92859,-93.257166,8,Bancroft,Powderhorn,3,6,01/13/2017,09:30,Jane
"4139 17th ave so,Minneapolis,MN",44.927562,-93.249462,8,Bancroft,Powderhorn,3,6,01/13/2017,09:47,Jane
"3919 13th ave s,Minneapolis,MN",44.931709999999995,-93.256168,8,Bancroft,Powderhorn,3,6,01/13/2017,10:14,Jane
"4121 11th ave s,Minneapolis,MN",44.928059000000005,-93.258411,8,Bancroft,Powderhorn,3,6,01/13/2017,11:30,Jane
"3833 11th ave s,Minneapolis,MN",44.93309,-93.258427,8,Bancroft,Powderhorn,3,6,01/13/2017,11:32,Jane
"742 Polk St ne,Minneapolis,MN",44.998131,-93.244828,3,Beltrami,Northeast,2,2,01/12/2017,12:33,Jane
"750 Buchanan St ne,Minneapolis,MN",44.998382,-93.239983,3,Beltrami,Northeast,2,2,01/12/2017,12:49,Jane
"740 Buchanan st ne,Minneapolis,MN",44.998098999999996,-93.239735,3,Beltrami,Northeast,2,2,01/12/2017,12:50,Jane
"414 Buchanan St ne,Minneapolis,MN",44.993796,-93.23996899999999,3,Beltrami,Northeast,2,2,01/12/2017,13:08,Jane
"620 Buchanan St ne,Minneapolis,MN",44.995796,-93.239953,3,Beltrami,Northeast,2,2,01/12/2017,13:09,Jane
"432 Buchanan st ne,Minneapolis,MN",44.994276,-93.239983,3,Beltrami,Northeast,2,2,01/12/2017,13:10,Jane
"1308 Summer st ne,Minneapolis,MN",44.996919,-93.240874,3,Beltrami,Northeast,2,2,01/12/2017,13:32,Jane
"611 Fillmore st ne,Minneapolis,MN",44.995515999999995,-93.242228,3,Beltrami,Northeast,3,2,01/13/2017,11:56,Jane
"719 Tyler st ne,Minneapolis,MN",44.99738,-93.246062,3,Beltrami,Northeast,3,2,01/13/2017,11:57,Jane
"1900 2nd st ne,Minneapolis,MN",45.007453000000005,-93.266201,3,Bottineau,Northeast,2,2,01/12/2017,00:45,Jane
"2001 3rd St n,Minneapolis,MN",45.008718,-93.26432,3,Bottineau,Northeast,3,2,01/13/2017,08:18,Jane
"2215 Grand st ne,Minneapolis,MN",45.010596,-93.26988399999999,3,Bottineau,Northeast,3,2,01/13/2017,11:31,Jane
"305 17th ave ne,Minneapolis,MN",45.005424,-93.26432199999999,3,Bottineau,Northeast,3,2,01/13/2017,12:27,Jane
"3032 DuPont Ave s,Minneapolis,MN",44.947195,-93.29350699999999,10,South Uptown,Calhoun Isle,1,5,01/11/2017,22:52,Jane
"3040 DuPont Ave s,Minneapolis,MN",44.946856,-93.293554,10,South Uptown,Calhoun Isle,1,5,01/11/2017,22:59,Jane
"3500 LYNDALE AVE S,Minneapolis,MN",44.93938,-93.288521,10,South Uptown,Calhoun Isle,2,5,01/12/2017,03:51,Jane
"3300 block of Lyndale Avenue South,Minneapolis,MN",44.942787,-93.28819200000001,10,South Uptown,Calhoun Isle,2,5,01/12/2017,04:19,Jane
"3400 block of Lyndale ave s,Minneapolis,MN",44.941134999999996,-93.288533,10,South Uptown,Calhoun Isle,2,5,01/12/2017,04:22,Jane
"3328 fremont Ave s,Minneapolis,MN",44.942028,-93.296165,10,South Uptown,Calhoun Isle,2,5,01/12/2017,11:53,Jane
"3124 Girard ave s,Minneapolis,MN",44.945673,-93.29734599999999,10,South Uptown,Calhoun Isle,2,5,01/12/2017,14:11,Jane
"3108 girard ave s,Minneapolis,MN",44.94615,-93.297393,10,South Uptown,Calhoun Isle,2,5,01/12/2017,14:12,Jane
"3220 girard ave s,Minneapolis,MN",44.944047999999995,-93.29747900000001,10,South Uptown,Calhoun Isle,2,5,01/12/2017,14:57,Jane
"3336 Fremont ave s,Minneapolis,MN",44.941814,-93.29616899999999,10,South Uptown,Calhoun Isle,2,5,01/12/2017,14:59,Jane
"1012 33rd st w,Minneapolis,MN",44.942924,-93.292491,10,South Uptown,Calhoun Isle,2,5,01/12/2017,15:33,Jane
"3344 Fremont ave s,Minneapolis,MN",44.941593,-93.29616999999999,10,South Uptown,Calhoun Isle,2,5,01/12/2017,16:05,Jane
"3204 Fremont ave s,Minneapolis,MN",44.944454,-93.29606,10,South Uptown,Calhoun Isle,2,5,01/12/2017,16:08,Jane
"3229 Girard,Minneapolis,MN",44.94377,-93.296809,10,South Uptown,Calhoun Isle,3,5,01/13/2017,09:24,Jane
"3321 Fremont Ave s,Minneapolis,MN",44.942243,-93.295438,10,South Uptown,Calhoun Isle,3,5,01/13/2017,10:07,Jane
"1325 33rd st w,Minneapolis,MN",44.942894,-93.296127,10,South Uptown,Calhoun Isle,3,5,01/13/2017,10:52,Jane
"1205 33rd st w,Minneapolis,MN",44.942902000000004,-93.294597,10,South Uptown,Calhoun Isle,3,5,01/13/2017,10:54,Jane
"3117 FREEMONT AVE S,Minneapolis,MN",44.945903,-93.295402,10,South Uptown,Calhoun Isle,3,5,01/13/2017,11:37,Jane
"1323 34TH ST W,Minneapolis,MN",44.9413,-93.296364,10,South Uptown,Calhoun Isle,3,5,01/13/2017,11:44,Jane
"811 34 TH ST W,Minneapolis,MN",44.941169,-93.290028,10,South Uptown,Calhoun Isle,3,5,01/13/2017,12:27,Jane
"829 34TH ST W,Minneapolis,MN",44.941297999999996,-93.29033199999999,10,South Uptown,Calhoun Isle,3,5,01/13/2017,12:40,Jane
"715' 32ND ST W,Minneapolis,MN",44.944721,-93.288336,10,South Uptown,Calhoun Isle,3,5,01/13/2017,13:15,Jane
"3405 COLFAX AVE S,Minneapolis,MN",44.940494,-93.291985,10,South Uptown,Calhoun Isle,3,5,01/13/2017,13:22,Jane
"2521 butler pl,Minneapolis,MN",44.964626,-93.236018,2,Cedar Riverside,University,1,4,01/11/2017,23:40,Jane
"1400-1499 3rd st s,Minneapolis,MN",44.972991,-93.249325,6,Cedar Riverside,University,2,4,01/12/2017,04:07,Jane
"1400-1499 3rd st s,Minneapolis,MN",44.972991,-93.249325,6,Cedar Riverside,University,2,4,01/12/2017,04:30,Jane
"302 19th St s ,Minneapolis,MN",44.970538,-93.245684,6,Cedar Riverside,University,2,4,01/12/2017,12:12,Jane
"322 19th ave ne,Minneapolis,MN",44.97047,-93.24568199999999,6,Cedar Riverside,University,2,4,01/12/2017,15:21,Jane
"421 19th ave ne,Minneapolis,MN",44.969543,-93.245622,2,Cedar Riverside,University,3,4,01/13/2017,14:16,Jane
"713 27th Ave s,Minneapolis,MN",44.966435,-93.232968,2,Cedar Riverside,University,3,4,01/13/2017,14:17,Jane
"721 27th Ave s,Minneapolis,MN",44.966331,-93.232968,2,Cedar Riverside,University,3,4,01/13/2017,14:19,Jane
"701 27th Ave s,Minneapolis,MN",44.966590999999994,-93.232968,2,Cedar Riverside,University,3,4,01/13/2017,14:54,Jane
"703 27th Ave s,Minneapolis,MN",44.966565,-93.232968,2,Cedar Riverside,University,3,4,01/13/2017,14:56,Jane
"707 27th Ave s,Minneapolis,MN",44.966513,-93.232968,2,Cedar Riverside,University,3,4,01/13/2017,15:41,Jane
"719 27 th Ave s,Minneapolis,MN",44.966357,-93.232968,2,Cedar Riverside,University,3,4,01/13/2017,15:43,Jane
"3024 chicago ave s,Minneapolis,MN",44.947497,-93.26300400000001,9,Central,Powderhorn,1,5,01/11/2017,21:29,Jane
"3732 Chicago Avenue South,Minneapolis,MN",44.934802000000005,-93.262888,8,Central,Powderhorn,1,5,01/11/2017,22:03,Jane
"3436 Chicago Avenue South,Minneapolis,MN",44.939981,-93.262948,9,Central,Powderhorn,1,5,01/11/2017,22:12,Jane
"3022 Chicago Ave S,Minneapolis,MN",44.947595,-93.263048,9,Central,Powderhorn,1,5,01/11/2017,22:15,Jane
"3123 20 3rd Avenue South,Minneapolis,MN",44.945818,-93.272806,9,Central,Powderhorn,2,5,01/12/2017,05:38,Jane
"3512 4th ave s,Minneapolis,MN",44.938914000000004,-93.27059200000001,9,Central,Powderhorn,2,5,01/12/2017,15:20,Jane
"3013 columbus ave s,Minneapolis,MN",44.947849,-93.263918,9,Central,Powderhorn,3,5,01/13/2017,14:57,Jane
"3723 Penn ave n ,Minneapolis,MN",45.022960999999995,-93.308684,4,Cleveland,Camden,2,1,01/12/2017,00:05,Jane
"3733 Penn ave n,Minneapolis,MN",45.023288,-93.308689,4,Cleveland,Camden,2,1,01/12/2017,00:41,Jane
"2700 CENTRAL AVE NE,Minneapolis,MN",45.017124,-93.247783,1,Columbia Park,Northeast,2,2,01/12/2017,00:01,Jane
"2800 block of central,Minneapolis,MN",45.018603000000006,-93.24745300000001,1,Columbia Park,Northeast,2,2,01/12/2017,00:10,Jane
"611 35th ave ne,Minneapolis,MN",45.031372999999995,-93.256559,1,Columbia Park,Northeast,3,2,01/13/2017,13:33,Jane
"745 36th ave ne,Minneapolis,MN",45.034134,-93.251793,1,Columbia Park,Northeast,3,2,01/13/2017,13:38,Jane
"3631 Quincy st ne,Minneapolis,MN",45.034881,-93.251127,1,Columbia Park,Northeast,3,2,01/13/2017,14:00,Jane
"1101 como Ave SE,Minneapolis,MN",44.987935,-93.235782,2,Como,University,2,4,01/12/2017,01:10,Jane
"1082 12th Ave SE ,Minneapolis,MN",44.990361,-93.234341,2,Como,University,2,4,01/12/2017,08:39,Jane
"1114 12th Ave SE ,Minneapolis,MN",44.991233,-93.23434,2,Como,University,2,4,01/12/2017,08:42,Jane
"334 Garfield St ne,Minneapolis,MN",44.992141,-93.233351,1,Como,University,2,2,01/12/2017,08:59,Jane
"328 Garfield st ne,Minneapolis,MN",44.992034999999994,-93.233351,1,Como,University,2,2,01/12/2017,09:00,Jane
"334 Ulysses St NE,Minneapolis,MN",44.991505,-93.235895,1,Como,University,2,4,01/12/2017,09:06,Jane
"924 12th ave se,Minneapolis,MN",44.986983,-93.234551,2,Como,University,2,4,01/12/2017,09:37,Jane
"1008 12th Ave SE -,Minneapolis,MN",44.988109,-93.234377,2,Como,University,2,4,01/12/2017,09:43,Jane
"1026 12th Ave SE -,Minneapolis,MN",44.988654,-93.234193,2,Como,University,2,4,01/12/2017,09:47,Jane
"1211 talmage ave e,Minneapolis,MN",44.989678000000005,-93.234116,2,Como,University,2,4,01/12/2017,10:21,Jane
"1086 13th ave se,Minneapolis,MN",44.990463,-93.233032,2,Como,University,2,4,01/12/2017,10:23,Jane
"1034 12th Ave SE ,Minneapolis,MN",44.988883,-93.234328,2,Como,University,2,4,01/12/2017,10:45,Jane
"1024 15th Ave SE - ,Minneapolis,MN",44.988655,-93.230447,1,Como,University,2,4,01/12/2017,10:49,Jane
"1058 16th Ave se,Minneapolis,MN",44.989513,-93.229222,1,Como,University,2,4,01/12/2017,10:55,Jane
"1090 15th Ave s e,Minneapolis,MN",44.990561,-93.230491,1,Como,University,2,4,01/12/2017,11:34,Jane
"1104 14th ave se,Minneapolis,MN",44.990996,-93.23174,1,Como,University,2,4,01/12/2017,11:38,Jane
"1070 14th ave se,Minneapolis,MN",44.990007,-93.231647,1,Como,University,2,4,01/12/2017,11:40,Jane
"952 weeks ave se,Minneapolis,MN",44.986908,-93.21737900000001,2,Como,University,2,4,01/12/2017,11:55,Jane
"924 19th ave se,Minneapolis,MN",44.987313,-93.225277,2,Como,University,2,4,01/12/2017,11:58,Jane
"1094 17th Ave s e,Minneapolis,MN",44.99066,-93.227936,1,Como,University,2,4,01/12/2017,12:13,Jane
"888 21st ave se,Minneapolis,MN",44.986379,-93.222826,2,Como,University,2,4,01/12/2017,12:19,Jane
"850 18th Ave SE ,Minneapolis,MN",44.984974,-93.22691,2,Como,University,2,4,01/12/2017,12:34,Jane
"1117 talmage,Minneapolis,MN",44.989678000000005,-93.23561600000001,2,Como,University,2,4,01/12/2017,12:45,Jane
"1030 19th Ave s e,Minneapolis,MN",44.988771,-93.225337,1,Como,University,2,4,01/12/2017,12:50,Jane
"854 23rd Ave SE ,Minneapolis,MN",44.985298,-93.219942,2,Como,University,2,4,01/12/2017,12:54,Jane
"2304 Talmage Ave SE ,Minneapolis,MN",44.9897,-93.220213,1,Como,University,2,4,01/12/2017,12:58,Jane
"834 23rd ave se,Minneapolis,MN",44.984671,-93.220311,2,Como,University,2,4,01/12/2017,13:02,Jane
"1034 19th ave se,Minneapolis,MN",44.988895,-93.22529399999999,1,Como,University,2,4,01/12/2017,13:06,Jane
"1018 16th ave se,Minneapolis,MN",44.988423,-93.229244,1,Como,University,2,4,01/12/2017,13:10,Jane
"922 18th ave se,Minneapolis,MN",44.987244,-93.22691400000001,2,Como,University,2,4,01/12/2017,13:16,Jane
"1527 talmage ave se,Minneapolis,MN",44.989672999999996,-93.229854,1,Como,University,2,4,01/12/2017,13:17,Jane
"2412 colr av se ,Minneapolis,MN",44.985938,-93.218874,2,Como,University,2,4,01/12/2017,13:23,Jane
"1028 23rd Ave s e,Minneapolis,MN",44.988805,-93.219983,1,Como,University,2,4,01/12/2017,13:33,Jane
"860 20th ave se,Minneapolis,MN",44.985283,-93.223947,2,Como,University,2,4,01/12/2017,13:51,Jane
"844 18th ave se,Minneapolis,MN",44.984837,-93.226912,2,Como,University,2,4,01/12/2017,14:03,Jane
"846 25th ave se,Minneapolis,MN",44.984992999999996,-93.217539,2,Como,University,2,4,01/12/2017,14:03,Jane
"1020 27th Ave s e ,Minneapolis,MN",44.988624,-93.21475,1,Como,University,2,4,01/12/2017,14:22,Jane
"1708 Rollins Ave se,Minneapolis,MN",44.985344,-93.228211,2,Como,University,2,4,01/12/2017,14:24,Jane
"894 26th ave se,Minneapolis,MN",44.986649,-93.216094,2,Como,University,2,4,01/12/2017,14:45,Jane
"1706 rollins ave se,Minneapolis,MN",44.985345,-93.228311,2,Como,University,2,4,01/12/2017,14:50,Jane
"1704 Rollins Ave se,Minneapolis,MN",44.985347,-93.228411,2,Como,University,2,4,01/12/2017,15:19,Jane
"1071 12th Ave SE - ,Minneapolis,MN",44.990029,-93.23489000000001,2,Como,University,3,4,01/13/2017,08:49,Jane
"1033 12th Ave SE - ,Minneapolis,MN",44.988819,-93.234615,2,Como,University,3,4,01/13/2017,08:52,Jane
"333 Garfield st ne,Minneapolis,MN",44.992489,-93.23306099999999,1,Como,University,3,2,01/13/2017,09:00,Jane
"333 Ulysses st ne,Minneapolis,MN",44.991776,-93.235905,1,Como,University,3,2,01/13/2017,09:45,Jane
"1021 12th Ave SE - ,Minneapolis,MN",44.988562,-93.234616,2,Como,University,3,4,01/13/2017,10:02,Jane
"1027 14th ave se,Minneapolis,MN",44.988661,-93.232411,2,Como,University,3,4,01/13/2017,10:20,Jane
"1011 16th ave se,Minneapolis,MN",44.988209000000005,-93.229861,1,Como,University,3,4,01/13/2017,10:38,Jane
"1053 15th ave se,Minneapolis,MN",44.989398,-93.231073,1,Como,University,3,4,01/13/2017,10:47,Jane
"1005 25th ave se,Minneapolis,MN",44.988175,-93.218071,1,Como,University,3,4,01/13/2017,10:49,Jane
"1043 13th Ave SE - ,Minneapolis,MN",44.989090999999995,-93.23369,2,Como,University,3,4,01/13/2017,11:02,Jane
"931 13th Ave SE - ,Minneapolis,MN",44.987189,-93.233331,2,Como,University,3,4,01/13/2017,11:05,Jane
"1027 17th ave se,Minneapolis,MN",44.988651000000004,-93.22845600000001,1,Como,University,3,4,01/13/2017,11:14,Jane
"933 13th ave se,Minneapolis,MN",44.987189,-93.233331,2,Como,University,3,4,01/13/2017,11:21,Jane
"1045 16th ave se,Minneapolis,MN",44.989128,-93.229865,1,Como,University,3,4,01/13/2017,11:26,Jane
"1503 brook ave se,Minneapolis,MN",44.986598,-93.230257,2,Como,University,3,4,01/13/2017,11:43,Jane
"1087 17th ave se,Minneapolis,MN",44.990421999999995,-93.22858599999999,1,Como,University,3,4,01/13/2017,11:45,Jane
"919 12th Avenue Southeast ,Minneapolis,MN",44.987083,-93.235101,2,Como,University,3,4,01/13/2017,11:46,Jane
"1223 BROOK AVE SE ,Minneapolis,MN",44.986955,-93.23427099999999,2,Como,University,3,4,01/13/2017,11:47,Jane
"1221 BROOK AVE SE ,Minneapolis,MN",44.986955,-93.23427099999999,2,Como,University,3,4,01/13/2017,11:50,Jane
"1055 16th Ave SE ,Minneapolis,MN",44.98941,-93.22979699999999,1,Como,University,3,4,01/13/2017,12:00,Jane
"981 17th Ave SE ,Minneapolis,MN",44.987114,-93.228868,2,Como,University,3,4,01/13/2017,12:02,Jane
"1021 17th ave se,Minneapolis,MN",44.988479,-93.228241,1,Como,University,3,4,01/13/2017,12:05,Jane
"1019 17th ave se,Minneapolis,MN",44.988427,-93.228535,1,Como,University,3,4,01/13/2017,12:05,Jane
"1505 Brook Ave se,Minneapolis,MN",44.986598,-93.230148,2,Como,University,3,4,01/13/2017,12:07,Jane
"851 18th Ave SE ,Minneapolis,MN",44.985186999999996,-93.22694399999999,2,Como,University,3,4,01/13/2017,12:08,Jane
"927 18th Ave se,Minneapolis,MN",44.985515,-93.226943,2,Como,University,3,4,01/13/2017,12:08,Jane
"1515 brooks ave se,Minneapolis,MN",44.986863,-93.229641,2,Como,University,3,4,01/13/2017,12:08,Jane
"1707 Rollins ave se,Minneapolis,MN",44.985371,-93.22824399999999,2,Como,University,3,4,01/13/2017,12:13,Jane
"841 19th Avenue Southeast ,Minneapolis,MN",44.984707,-93.22588499999999,2,Como,University,3,4,01/13/2017,12:15,Jane
"993 17th ave se,Minneapolis,MN",44.987607000000004,-93.228607,2,Como,University,3,4,01/13/2017,12:26,Jane
"989 17th Ave se,Minneapolis,MN",44.987468,-93.228608,2,Como,University,3,4,01/13/2017,12:30,Jane
"985 17th ave se ,Minneapolis,MN",44.987328999999995,-93.228608,2,Como,University,3,4,01/13/2017,12:31,Jane
"829 23rd Ave se,Minneapolis,MN",44.984574,-93.22066,2,Como,University,3,4,01/13/2017,12:36,Jane
"1030 19th ave se,Minneapolis,MN",44.988771,-93.225337,1,Como,University,3,4,01/13/2017,12:40,Jane
"919 21st ave se,Minneapolis,MN",44.987286,-93.222853,2,Como,University,3,4,01/13/2017,12:42,Jane
"915 21st ave se,Minneapolis,MN",44.987111999999996,-93.223209,2,Como,University,3,4,01/13/2017,12:45,Jane
"1805 Talmage Ave se,Minneapolis,MN",44.98981,-93.226496,1,Como,University,3,4,01/13/2017,12:46,Jane
"853 20th Ave se,Minneapolis,MN",44.985046999999994,-93.224487,2,Como,University,3,4,01/13/2017,12:46,Jane
"1011 21ST AVE SE,Minneapolis,MN",44.988232,-93.223232,1,Como,University,3,4,01/13/2017,12:48,Jane
"1105 22nd Ave se,Minneapolis,MN",44.991171,-93.221753,1,Como,University,3,4,01/13/2017,12:49,Jane
"1057 16th ave se,Minneapolis,MN",44.989465,-93.229514,1,Como,University,3,4,01/13/2017,12:50,Jane
"823 22nd Avenue Southeast ,Minneapolis,MN",44.984421000000005,-93.221613,2,Como,University,3,4,01/13/2017,12:54,Jane
"1067 16th ave se,Minneapolis,MN",44.989901,-93.22980799999999,1,Como,University,3,4,01/13/2017,13:01,Jane
"861 23rd ave se,Minneapolis,MN",44.985457000000004,-93.220341,2,Como,University,3,4,01/13/2017,13:02,Jane
"865 23rd Ave SE ,Minneapolis,MN",44.985553,-93.22034000000001,2,Como,University,3,4,01/13/2017,13:11,Jane
"1025 21st Ave se,Minneapolis,MN",44.98867,-93.22323,1,Como,University,3,4,01/13/2017,13:16,Jane
"2221 cole ave se,Minneapolis,MN",44.987221999999996,-93.220989,2,Como,University,3,4,01/13/2017,13:17,Jane
"929 22nd Ave se,Minneapolis,MN",44.987513,-93.221575,2,Como,University,3,4,01/13/2017,13:17,Jane
"1019 20th Avenue Southeast ,Minneapolis,MN",44.988438,-93.224488,1,Como,University,3,4,01/13/2017,13:25,Jane
"867 23rd ave se ,Minneapolis,MN",44.985611999999996,-93.220652,2,Como,University,3,4,01/13/2017,13:26,Jane
"1517 brook Ave se,Minneapolis,MN",44.986599,-93.229599,2,Como,University,3,4,01/13/2017,13:30,Jane
"847 25th Ave se,Minneapolis,MN",44.985061,-93.21810500000001,2,Como,University,3,4,01/13/2017,13:33,Jane
"911 27TH AVE SE,Minneapolis,MN",44.987089000000005,-93.215515,2,Como,University,3,4,01/13/2017,13:35,Jane
"2301 cole ave se,Minneapolis,MN",44.986847999999995,-93.219915,2,Como,University,3,4,01/13/2017,13:54,Jane
"1031 27th Avenue Southeast ,Minneapolis,MN",44.988960999999996,-93.215525,1,Como,University,3,4,01/13/2017,13:58,Jane
"2127 fairmont st se,Minneapolis,MN",44.986081,-93.22252399999999,2,Como,University,3,4,01/13/2017,14:14,Jane
"951 weeks ave se,Minneapolis,MN",44.987515,-93.218928,2,Como,University,3,4,01/13/2017,14:54,Jane
"2739 40 th ave s,Minneapolis,MN",44.952519,-93.21526800000001,2,Cooper,Longfellow,3,4,01/13/2017,08:47,Jane
"2103 31st st e,Minneapolis,MN",44.946545,-93.24221,9,Corcoran,Powderhorn,2,6,01/12/2017,02:14,Jane
"3434 23rd ave s,Minneapolis,MN",44.940094,-93.239202,9,Corcoran,Powderhorn,2,6,01/12/2017,05:34,Jane
"3316 Longfellow ave s,Minneapolis,MN",44.94226,-93.246341,9,Corcoran,Powderhorn,2,6,01/12/2017,10:26,Jane
"3528 19th ave so,Minneapolis,MN",44.938472999999995,-93.245082,9,Corcoran,Powderhorn,2,6,01/12/2017,11:49,Jane
"3520 19th ave so,Minneapolis,MN",44.938699,-93.245171,9,Corcoran,Powderhorn,2,6,01/12/2017,11:57,Jane
"3108 22nd ave s,Minneapolis,MN",44.946209,-93.240646,9,Corcoran,Powderhorn,2,6,01/12/2017,12:28,Jane
"3546 22nd ave s,Minneapolis,MN",44.937996999999996,-93.241046,9,Corcoran,Powderhorn,2,6,01/12/2017,12:36,Jane
"3128 22nd ave s,Minneapolis,MN",44.94571,-93.241119,9,Corcoran,Powderhorn,2,6,01/12/2017,13:04,Jane
"3122 22nd ave s,Minneapolis,MN",44.945831,-93.241117,9,Corcoran,Powderhorn,2,6,01/12/2017,13:17,Jane
"3116 19th ave so,Minneapolis,MN",44.945882,-93.245138,9,Corcoran,Powderhorn,2,6,01/12/2017,13:18,Jane
"3106 22nd ave so,Minneapolis,MN",44.946267,-93.24096999999999,9,Corcoran,Powderhorn,2,6,01/12/2017,13:25,Jane
"3118 22nd ave s,Minneapolis,MN",44.945925,-93.240645,9,Corcoran,Powderhorn,2,6,01/12/2017,13:40,Jane
"3212 21st ave s,Minneapolis,MN",44.944158,-93.24261899999999,9,Corcoran,Powderhorn,2,6,01/12/2017,14:17,Jane
"3508 26TH AVE S,Minneapolis,MN",44.939209000000005,-93.23495799999999,9,Corcoran,Powderhorn,2,6,01/12/2017,14:27,Jane
"3116 22nd ave s,Minneapolis,MN",44.945971,-93.24112099999999,9,Corcoran,Powderhorn,2,6,01/12/2017,14:30,Jane
"1838 32nd Street East,Minneapolis,MN",44.944757,-93.24642800000001,9,Corcoran,Powderhorn,2,6,01/12/2017,15:25,Jane
"3504 27th ave so,Minneapolis,MN",44.939273,-93.23342,9,Corcoran,Powderhorn,2,6,01/12/2017,15:47,Jane
"3205 21st ave s,Minneapolis,MN",44.944438,-93.242007,9,Corcoran,Powderhorn,3,6,01/13/2017,09:58,Jane
"3021 21st Ave. S. ,Minneapolis,MN",44.947037,-93.242308,9,Corcoran,Powderhorn,3,6,01/13/2017,10:15,Jane
"3015 21st Avenue South,Minneapolis,MN",44.947297999999996,-93.242308,9,Corcoran,Powderhorn,3,6,01/13/2017,10:20,Jane
"3149 21st ave s,Minneapolis,MN",44.945018,-93.24183199999999,9,Corcoran,Powderhorn,3,6,01/13/2017,10:46,Jane
