X,Y,FID,Citation_N,Service_Da,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Snow_Em_Na,Day_ID
-93.281380999833232,44.944272999599328,1691,271118391799,4/16/2018 13:10:00,3208 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944273,-93.281381,8,Powderhorn,Lyndale,5,Howe,2
-93.281371000271406,44.944341000037177,1692,271118391800,4/16/2018 13:10:00,3206 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944341,-93.281371,8,Powderhorn,Lyndale,5,Howe,2
-93.289511999778938,44.947611999793992,1693,271118384232,4/16/2018 13:10:00,3022 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947612,-93.289512,10,Calhoun Isle,CARAG,5,Howe,2
-93.224180999753287,44.986745000381518,1694,271118394752,4/16/2018 13:10:00,902 19TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986745,-93.224181,2,University,Como,4,Howe,2
-93.281722000270079,44.956006000176835,1695,271118391933,4/16/2018 13:10:00,2538 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.956006,-93.281722,10,Powderhorn,Whittier,3,Howe,2
-93.257770000085358,44.956234999945366,1696,271118390627,4/16/2018 13:10:00,2530 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956235,-93.25777,9,Phillips,Midtown Phillips,3,Howe,2
-93.264066999991996,44.947002000442012,1697,271118385615,4/16/2018 13:11:00,3048 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947002,-93.264067,9,Powderhorn,Central,5,Howe,2
-93.281374999556533,44.944352999691255,1698,271118391801,4/16/2018 13:12:00,3204 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944353,-93.281375,8,Powderhorn,Lyndale,5,Howe,2
-93.281348000110086,44.944514999967346,1699,271118391802,4/16/2018 13:12:00,3200 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944515,-93.281348,8,Powderhorn,Lyndale,5,Howe,2
-93.257601000385819,44.956066000245755,1700,271118388576,4/16/2018 13:12:00,2540 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956066,-93.257601,9,Phillips,Midtown Phillips,3,Howe,2
-93.234707000427704,45.007226999726292,1701,271118393823,4/16/2018 13:12:00,1838 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007227,-93.234707,1,Northeast,Windom Park,2,Howe,2
-93.281645000316473,44.95579799957806,1702,271118391934,4/16/2018 13:12:00,2544 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.955798,-93.281645,10,Powderhorn,Whittier,3,Howe,2
-93.253810000031436,44.92517400018,1703,271118360339,4/16/2018 13:13:00,1424 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925174,-93.25381,8,Nokomis,Northrop,6,Howe,2
-93.263857000200346,44.942503999859746,1704,271118389435,4/16/2018 13:13:00,3316 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.942504,-93.263857,9,Powderhorn,Central,5,Howe,2
-93.297207000302762,44.978773999720374,1705,271118359998,4/16/2018 13:13:00,160 GIRARD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.978774,-93.297207,5,Near North,Harrison,3,Howe,2
-93.303214000325781,44.988161000030168,1706,271118390611,4/16/2018 13:13:00,1010 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.988161,-93.303214,5,Near North,Near - North,1,Howe,2
-93.242271000306403,44.994861999681568,1707,271118386457,4/16/2018 13:13:00,454 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.994862,-93.242271,3,Northeast,Beltrami,2,Howe,2
-93.234704000289355,45.007040000095962,1708,271118393824,4/16/2018 13:13:00,1836 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00704,-93.234704,1,Northeast,Windom Park,2,Howe,2
-93.303121999680513,45.007538999725099,1709,271118396019,4/16/2018 13:13:00,2648 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007539,-93.303122,5,Near North,Jordan,1,Howe,2
-93.263829999854579,44.946863000327255,1710,271118385616,4/16/2018 13:14:00,3148 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946863,-93.26383,9,Powderhorn,Central,5,Howe,2
-93.224238999730005,44.984736000366183,1711,271118394754,4/16/2018 13:14:00,840 20TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984736,-93.224239,2,University,Como,4,Howe,2
-93.23468000008188,45.006975999842552,1712,271118386612,4/16/2018 13:14:00,1822 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.006976,-93.23468,1,Northeast,Windom Park,2,Howe,2
-93.257806999993022,44.955952000384571,1713,271118390628,4/16/2018 13:14:00,2540 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955952,-93.257807,9,Phillips,Midtown Phillips,3,Howe,2
-93.285464000163415,44.935873999885246,1714,271118389983,4/16/2018 13:15:00,420 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935874,-93.285464,8,Southwest,King Field,5,Howe,2
-93.281367000086959,44.945027000195964,1715,271118391803,4/16/2018 13:15:00,3144 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945027,-93.281367,8,Powderhorn,Lyndale,5,Howe,2
-93.289487000424671,44.947268000118193,1716,271118384233,4/16/2018 13:15:00,3042 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947268,-93.289487,10,Calhoun Isle,CARAG,5,Howe,2
-93.30322700002597,44.988524999729002,1717,271118390612,4/16/2018 13:15:00,1016 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.988525,-93.303227,5,Near North,Near - North,1,Howe,2
-93.303133000187771,45.007297000256408,1718,271118396020,4/16/2018 13:15:00,2642 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007297,-93.303133,5,Near North,Jordan,1,Howe,2
-93.268709000020294,45.000748000419932,1719,271118384659,4/16/2018 08:55:00,1300 GRAND ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.000748,-93.268709,3,Northeast,Sheridan,2,Howe,2
-93.281679000085774,44.954375999652704,1720,271118392503,4/16/2018 13:15:00,2632 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.954376,-93.281679,10,Powderhorn,Whittier,3,Howe,2
-93.285113000164813,44.935867999608547,1721,271118389984,4/16/2018 13:16:00,416 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935868,-93.285113,8,Southwest,King Field,5,Howe,2
-93.263888999877409,44.943470000340312,1722,271118389436,4/16/2018 13:16:00,3236 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.94347,-93.263889,9,Powderhorn,Central,5,Howe,2
-93.263856000154249,44.943892000015865,1723,271118389437,4/16/2018 13:17:00,3228 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.943892,-93.263856,9,Powderhorn,Central,5,Howe,2
-93.281373000363672,44.945216999964657,1724,271118391804,4/16/2018 13:17:00,3136 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945217,-93.281373,8,Powderhorn,Lyndale,5,Howe,2
-93.210210000291227,44.949081000088135,1725,271118383604,4/16/2018 13:17:00,2938 44TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.949081,-93.21021,2,Longfellow,Cooper,4,Howe,2
-93.224214000375738,44.98438100018307,1726,271118394755,4/16/2018 13:17:00,826 20TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984381,-93.224214,2,University,Como,4,Howe,2
-93.242337999798792,45.00520199987244,1727,271118386458,4/16/2018 13:17:00,1704 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005202,-93.242338,1,Northeast,Northeast Park,2,Howe,2
-93.316111999768978,45.02858499989788,1728,271118393614,4/16/2018 13:17:00,4026 VINCENT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.028585,-93.316112,4,Camden,Victory,1,Howe,2
-93.281358999718023,44.945422999571804,1729,271118392414,4/16/2018 13:18:00,3130 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945423,-93.281359,8,Powderhorn,Lyndale,5,Howe,2
-93.289362000056201,44.945923000146358,1730,271118384234,4/16/2018 13:18:00,3116 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945923,-93.289362,10,Calhoun Isle,CARAG,5,Howe,2
-93.224199999730146,44.984468999744585,1731,271118394756,4/16/2018 13:18:00,828 20TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984469,-93.2242,2,University,Como,4,Howe,2
-93.23324000022582,45.006600999636461,1732,271118393825,4/16/2018 13:18:00,1818 GARFIELD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.006601,-93.23324,1,Northeast,Windom Park,2,Howe,2
-93.303115000257037,45.007038000003774,1733,271118396022,4/16/2018 13:18:00,2632 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007038,-93.303115,5,Near North,Jordan,1,Howe,2
-93.292222999791591,45.012250000237373,1734,271118336896,4/16/2018 13:18:00,1014 31ST AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.01225,-93.292223,5,Near North,Hawthorne,1,Howe,2
-93.281695999970395,44.952571000051648,1735,271118392504,4/16/2018 13:18:00,2734 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952571,-93.281696,10,Powderhorn,Whittier,3,Howe,2
-93.284742000143183,44.935880000161937,1736,271118389985,4/16/2018 13:19:00,410 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.93588,-93.284742,8,Southwest,King Field,5,Howe,2
-93.263914000130967,44.944291000429359,1737,271118389438,4/16/2018 13:19:00,3208 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944291,-93.263914,9,Powderhorn,Central,5,Howe,2
-93.289345000171579,44.946054999938319,1738,271118384235,4/16/2018 13:19:00,3148 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946055,-93.289345,10,Calhoun Isle,CARAG,5,Howe,2
-93.263829999854579,44.946863000327255,1739,271118385617,4/16/2018 13:19:00,3152 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946863,-93.26383,9,Powderhorn,Central,5,Howe,2
-93.298160000183827,44.978466999952161,1740,271118359999,4/16/2018 13:19:00,216 HUMBOLDT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.978467,-93.29816,5,Near North,Harrison,3,Howe,2
-93.30320399986465,44.990952000134769,1741,271118390613,4/16/2018 13:19:00,1240 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.990952,-93.303204,5,Near North,Near - North,1,Howe,2
-93.262992999926951,45.005270000310304,1742,271118394465,4/16/2018 13:19:00,330 17TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00527,-93.262993,3,Northeast,Sheridan,2,Howe,2
-93.242319999868059,45.005571999847966,1743,271118386459,4/16/2018 13:19:00,1720 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005572,-93.24232,1,Northeast,Northeast Park,2,Howe,2
-93.242331000375316,45.005628999778594,1744,271118386460,4/16/2018 13:19:00,1724 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005629,-93.242331,1,Northeast,Northeast Park,2,Howe,2
-93.233244000410252,45.006748000120169,1745,271118393826,4/16/2018 13:19:00,1820 GARFIELD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.006748,-93.233244,1,Northeast,Windom Park,2,Howe,2
-93.281695999970395,44.952503999659875,1746,271118392505,4/16/2018 13:19:00,2736 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952504,-93.281696,10,Powderhorn,Whittier,3,Howe,2
-93.208127999607484,44.932544000105558,1747,271118383477,4/16/2018 13:20:00,4520 39TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.932544,-93.208128,12,Longfellow,Howe,6,Howe,2
-93.284764000258335,44.935873999885246,1748,271118389986,4/16/2018 13:20:00,408 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935874,-93.284764,8,Southwest,King Field,5,Howe,2
-93.281430000294236,44.945612000193705,1749,271118392415,4/16/2018 13:20:00,3130 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945612,-93.28143,8,Powderhorn,Lyndale,5,Howe,2
-93.256958000411373,44.95008200038405,1750,271118388577,4/16/2018 13:20:00,2902 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.950082,-93.256958,9,Phillips,Midtown Phillips,3,Howe,2
-93.225988000345936,44.939187999826402,1751,271118392962,4/16/2018 13:21:00,3512 32ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.939188,-93.225988,12,Longfellow,Howe,6,Howe,2
-93.289414999802375,44.944596000105385,1752,271118384236,4/16/2018 13:21:00,3204 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944596,-93.289415,10,Calhoun Isle,CARAG,5,Howe,2
-93.263829999854579,44.946863000327255,1753,271118385618,4/16/2018 13:21:00,3158 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946863,-93.26383,9,Powderhorn,Central,5,Howe,2
-93.226590000228256,44.963246000402648,1754,271118393291,4/16/2018 13:21:00,936 FRANKLIN TER,478.1000(b),Snow emergency parking restrictions - even number address,44.963246,-93.22659,2,Longfellow,Seward,4,Howe,2
-93.220845999743062,44.971757999931796,1755,271118360595,4/16/2018 13:21:00,150 26TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.971758,-93.220846,2,University,Prospect Park - East River Road,4,Howe,2
-93.2822300003142,44.935898000092664,1756,271118389987,4/16/2018 13:22:00,212 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935898,-93.28223,8,Southwest,King Field,5,Howe,2
-93.289470999686827,44.944260999945243,1757,271118384237,4/16/2018 13:22:00,3212 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944261,-93.289471,10,Calhoun Isle,CARAG,5,Howe,2
-93.281341999833373,44.945884000146528,1758,271118392416,4/16/2018 13:22:00,3114 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945884,-93.281342,8,Powderhorn,Lyndale,5,Howe,2
-93.298155999999381,44.979101000410871,1759,271118360000,4/16/2018 13:22:00,234 HUMBOLDT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.979101,-93.298156,5,Near North,Harrison,3,Howe,2
-93.257928000177017,44.949724000062588,1760,271118390629,4/16/2018 13:22:00,2908 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.949724,-93.257928,9,Phillips,Midtown Phillips,3,Howe,2
-93.227160999580406,44.925106999788277,1761,271118360340,4/16/2018 13:23:00,3040 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925107,-93.227161,12,Nokomis,Ericsson,6,Howe,2
-93.282201999922336,44.93589099976986,1762,271118389988,4/16/2018 13:23:00,214 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935891,-93.282202,8,Southwest,King Field,5,Howe,2
-93.281329000133212,44.946052999846138,1763,271118392417,4/16/2018 13:23:00,3110 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.946053,-93.281329,8,Powderhorn,Lyndale,5,Howe,2
-93.303184999887776,44.993283999756827,1764,271118390614,4/16/2018 13:23:00,1404 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.993284,-93.303185,5,Near North,Willard - Hay,1,Howe,2
-93.233320000317747,45.012083999776848,1765,271118386613,4/16/2018 13:23:00,2314 GARFIELD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.012084,-93.23332,1,Northeast,Windom Park,2,Howe,2
-93.281666000385599,44.95243800021359,1766,271118392506,4/16/2018 13:23:00,2738 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952438,-93.281666,10,Powderhorn,Whittier,3,Howe,2
-93.315217999910729,44.908820999689453,1767,271118335458,4/16/2018 13:24:00,2800 52ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.908821,-93.315218,13,Southwest,Fulton,5,Howe,2
-93.2138889999773,44.932220999599508,1768,271118383478,4/16/2018 13:24:00,4110 39TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.932221,-93.213889,12,Longfellow,Howe,6,Howe,2
-93.289444000240394,44.944344000175526,1769,271118384238,4/16/2018 13:24:00,3218 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944344,-93.289444,10,Calhoun Isle,CARAG,5,Howe,2
-93.220857000250305,44.971677999839869,1770,271118360596,4/16/2018 13:24:00,160 26TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.971678,-93.220857,2,University,Prospect Park - East River Road,4,Howe,2
-93.281706000431541,44.952182000099299,1771,271118392507,4/16/2018 13:24:00,2750 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952182,-93.281706,10,Powderhorn,Whittier,3,Howe,2
-93.218599000443476,44.925314000340897,1772,271118388139,4/16/2018 13:24:00,3714 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925314,-93.218599,12,Longfellow,Hiawatha,6,Howe,2
-93.227296000410036,44.900160999630479,1773,271118364545,4/16/2018 13:25:00,5718 31ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.900161,-93.227296,11,Nokomis,Wenonah,6,Howe,2
-93.289406000286633,44.944185000037741,1774,271118384239,4/16/2018 13:25:00,3240 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944185,-93.289406,10,Calhoun Isle,CARAG,5,Howe,2
-93.281374999556533,44.946395000329062,1775,271118392418,4/16/2018 13:25:00,3102 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.946395,-93.281375,8,Powderhorn,Lyndale,5,Howe,2
-93.255456000394076,44.963142000103296,1776,271118392003,4/16/2018 13:25:00,1918 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963142,-93.255456,6,Phillips,Ventura Village,3,Howe,2
-93.24094600035761,44.996865000319595,1777,271118391680,4/16/2018 13:25:00,1300 SUMMER ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.996865,-93.240946,3,Northeast,Beltrami,2,Howe,2
-93.265107000287799,45.005253000425682,1778,271118394466,4/16/2018 13:25:00,220 17TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005253,-93.265107,3,Northeast,Sheridan,2,Howe,2
-93.249203999864662,45.007656999770802,1779,271118386461,4/16/2018 13:25:00,1850 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007657,-93.249204,1,Northeast,Logan Park,2,Howe,2
-93.257832000246594,44.949420999579502,1780,271118390630,4/16/2018 13:25:00,2920 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.949421,-93.257832,9,Phillips,Midtown Phillips,3,Howe,2
-93.227283999856709,44.900084999722985,1781,271118364546,4/16/2018 13:26:00,5720 31ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.900085,-93.227284,11,Nokomis,Wenonah,6,Howe,2
-93.315299000048768,44.908837999574068,1782,271118335459,4/16/2018 13:26:00,2802 52ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.908838,-93.315299,13,Southwest,Fulton,5,Howe,2
-93.279897999792794,44.935925999585265,1783,271118390507,4/16/2018 13:27:00,100 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935926,-93.279898,8,Southwest,King Field,5,Howe,2
-93.289546999594336,44.941861999931398,1784,271118384240,4/16/2018 13:27:00,3402 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941862,-93.289547,10,Calhoun Isle,CARAG,5,Howe,2
-93.281354000386798,44.947035000165151,1785,271118392419,4/16/2018 13:27:00,3036 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947035,-93.281354,8,Powderhorn,Lyndale,5,Howe,2
-93.257939999831066,44.948958999857993,1786,271118388578,4/16/2018 13:27:00,2932 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948959,-93.25794,9,Phillips,Midtown Phillips,3,Howe,2
-93.255458999633106,44.963053999642391,1787,271118392004,4/16/2018 13:27:00,1920 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963054,-93.255459,6,Phillips,Ventura Village,3,Howe,2
-93.250495000044168,44.969121999780498,1788,271118385554,4/16/2018 13:27:00,1508 6TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.969122,-93.250495,6,University,Cedar Riverside,4,Howe,2
-93.232278999975833,45.006534000144029,1789,271118393827,4/16/2018 13:27:00,1812 ARTHUR AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,45.006534,-93.232279,1,Northeast,Windom Park,2,Howe,2
-93.249175000325991,45.009059999719284,1790,271118386462,4/16/2018 13:27:00,2002 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00906,-93.249175,1,Northeast,Holland,2,Howe,2
-93.22075099985868,44.932294000267973,1791,271118383479,4/16/2018 13:28:00,3516 39TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.932294,-93.220751,12,Longfellow,Howe,6,Howe,2
-93.279096999726733,44.935914999977335,1792,271118390508,4/16/2018 13:28:00,24 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935915,-93.279097,8,Southwest,King Field,5,Howe,2
-93.289579000170704,44.941370999771884,1793,271118384241,4/16/2018 13:28:00,3406 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941371,-93.289579,10,Calhoun Isle,CARAG,5,Howe,2
-93.281355000432882,44.947065999796109,1794,271118392420,4/16/2018 13:28:00,3034 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947066,-93.281355,8,Powderhorn,Lyndale,5,Howe,2
-93.240588000036155,44.996869999650812,1795,271118391681,4/16/2018 13:28:00,1306 SUMMER ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.99687,-93.240588,3,Northeast,Beltrami,2,Howe,2
-93.303136000326106,45.006370999821854,1796,271118396024,4/16/2018 13:28:00,2610 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.006371,-93.303136,5,Near North,Jordan,1,Howe,2
-93.281628000431851,44.950821000289004,1797,271118392508,4/16/2018 13:28:00,2838 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.950821,-93.281628,10,Powderhorn,Whittier,3,Howe,2
-93.217648999801455,44.925155000203176,1798,271118388140,4/16/2018 13:28:00,3806 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925155,-93.217649,12,Longfellow,Hiawatha,6,Howe,2
-93.289564000378277,44.941198999933924,1799,271118384242,4/16/2018 13:29:00,3408 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941199,-93.289564,10,Calhoun Isle,CARAG,5,Howe,2
-93.28136399994861,44.947120999634478,1800,271118392421,4/16/2018 13:29:00,3032 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947121,-93.281364,8,Powderhorn,Lyndale,5,Howe,2
-93.301933999754226,44.992444999737003,1801,271118390615,4/16/2018 13:29:00,1328 KNOX AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.992445,-93.301934,5,Near North,Willard - Hay,1,Howe,2
-93.249197999587977,45.00927999997208,1802,271118386463,4/16/2018 13:29:00,2010 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00928,-93.249198,1,Northeast,Holland,2,Howe,2
-93.224848999981305,44.900347000114031,1803,271118364547,4/16/2018 13:30:00,5706 BOSSEN TERR,478.1000(b),Snow emergency parking restrictions - even number address,44.900347,-93.224849,11,Nokomis,Wenonah,6,Howe,2
-93.278596000005336,44.935869999700792,1804,271118390509,4/16/2018 13:30:00,14 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.93587,-93.278596,8,Southwest,King Field,5,Howe,2
-93.289670999916666,44.940789999958611,1805,271118384244,4/16/2018 13:30:00,3414 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.94079,-93.289671,10,Calhoun Isle,CARAG,5,Howe,2
-93.289448000424841,44.940876000327194,1806,271118384243,4/16/2018 13:30:00,3412 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940876,-93.289448,10,Calhoun Isle,CARAG,5,Howe,2
-93.255460999725301,44.963619999663301,1807,271118392005,4/16/2018 13:30:00,1904 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.96362,-93.255461,6,Phillips,Ventura Village,3,Howe,2
-93.299424000017552,44.979196000295246,1808,271118360001,4/16/2018 13:30:00,238 IRVING AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.979196,-93.299424,5,Near North,Harrison,3,Howe,2
-93.239516000063304,44.996867000411783,1809,271118391682,4/16/2018 13:30:00,1404 SUMMER ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.996867,-93.239516,3,Northeast,Beltrami,2,Howe,2
-93.230787999566459,45.010382999575818,1810,271118386614,4/16/2018 13:30:00,2218 CLEVELAND ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.010383,-93.230788,1,Northeast,Windom Park,2,Howe,2
-93.285805999747026,45.01495199983497,1811,271118336897,4/16/2018 13:30:00,414 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.014952,-93.285806,4,Camden,McKinley,1,Howe,2
-93.281647000408725,44.951036000311198,1812,271118392509,4/16/2018 13:30:00,2824 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.951036,-93.281647,10,Powderhorn,Whittier,3,Howe,2
-93.289517000009482,44.940578000074709,1813,271118384245,4/16/2018 13:31:00,3420 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940578,-93.289517,10,Calhoun Isle,CARAG,5,Howe,2
-93.281361999856358,44.947342999979519,1814,271118392422,4/16/2018 13:31:00,3028 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947343,-93.281362,8,Powderhorn,Lyndale,5,Howe,2
-93.216578999920898,44.948790000158453,1815,271118383605,4/16/2018 13:31:00,2944 39TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.94879,-93.216579,2,Longfellow,Cooper,4,Howe,2
-93.236104000099488,44.963491000009689,1816,271118393292,4/16/2018 13:31:00,910 25TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963491,-93.236104,6,Longfellow,Seward,4,Howe,2
-93.236166000260653,44.963511000032675,1817,271118391318,4/16/2018 13:31:00,908 25TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963511,-93.236166,6,Longfellow,Seward,4,Howe,2
-93.221913000384632,44.972349000206229,1818,271118360597,4/16/2018 13:31:00,2506 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.972349,-93.221913,2,University,Prospect Park - East River Road,4,Howe,2
-93.249180999703356,45.009560000293831,1819,271118386464,4/16/2018 13:31:00,2016 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00956,-93.249181,1,Northeast,Holland,2,Howe,2
-93.281627000385697,44.950966999827244,1820,271118392510,4/16/2018 13:31:00,2826 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.950967,-93.281627,10,Powderhorn,Whittier,3,Howe,2
